Vendor_ID,Orders,Late_Orders,Late_Rate_Pct,Avg_Delay_Days,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score
VND00649,53,27.0,52.94,5.73,Vendor_0649,IT Services,Tier 1,85.2
VND00410,58,28.0,52.83,6.64,Vendor_0410,IT Services,Tier 3,36.4
VND00372,59,28.0,52.83,6.32,Vendor_0372,Raw Material,Tier 3,31.3
VND00935,40,19.0,52.78,7.28,Vendor_0935,Logistics,Tier 3,42.0
VND00707,56,29.0,52.73,5.04,Vendor_0707,Textiles,Tier 3,52.6
VND00942,55,29.0,52.73,5.84,Vendor_0942,Textiles,Tier 2,68.8
VND00502,58,29.0,52.73,4.47,Vendor_0502,Machinery,Tier 2,67.5
VND00710,43,20.0,52.63,5.76,Vendor_0710,Textiles,Tier 2,77.7
VND00871,60,30.0,52.63,7.53,Vendor_0871,IT Services,Tier 3,56.1
VND00485,65,30.0,52.63,6.51,Vendor_0485,Logistics,Tier 2,70.9
VND00133,39,20.0,52.63,6.11,Vendor_0133,Logistics,Tier 3,38.4
VND00513,58,30.0,52.63,6.12,Vendor_0513,Textiles,Tier 1,95.3
VND00230,59,30.0,52.63,5.25,Vendor_0230,Packaging,Tier 2,74.2
VND00228,40,20.0,52.63,8.34,Vendor_0228,Chemicals,Tier 3,57.5
VND00594,43,21.0,52.5,6.45,Vendor_0594,Chemicals,Tier 3,54.2
VND00965,43,21.0,52.5,5.0,Vendor_0965,Raw Material,Tier 3,50.2
VND00491,42,21.0,52.5,6.62,Vendor_0491,Electronics,Tier 2,61.9
VND00650,45,21.0,52.5,6.0,Vendor_0650,IT Services,Tier 2,64.9
VND00604,44,21.0,52.5,7.88,Vendor_0604,IT Services,Tier 3,36.2
VND00019,65,32.0,52.46,5.43,Vendor_0019,Chemicals,Tier 2,60.2
VND00926,44,22.0,52.38,4.95,Vendor_0926,Textiles,Tier 3,31.6
VND00561,47,22.0,52.38,7.48,Vendor_0561,IT Services,Tier 2,79.3
VND00011,45,22.0,52.38,6.69,Vendor_0011,Logistics,Tier 3,31.4
VND00112,66,33.0,52.38,6.87,Vendor_0112,Logistics,Tier 3,41.3
VND00109,44,22.0,52.38,7.45,Vendor_0109,IT Services,Tier 3,46.0
VND00214,48,23.0,52.27,6.41,Vendor_0214,Machinery,Tier 3,45.7
VND00787,49,23.0,52.27,5.27,Vendor_0787,IT Services,Tier 2,70.8
VND00202,45,23.0,52.27,4.48,Vendor_0202,Logistics,Tier 3,35.9
VND00845,47,23.0,52.27,5.45,Vendor_0845,Raw Material,Tier 3,40.4
VND00543,45,23.0,52.27,5.75,Vendor_0543,Chemicals,Tier 3,46.0
VND00267,48,23.0,52.27,5.73,Vendor_0267,Packaging,Tier 2,78.8
VND00148,49,23.0,52.27,6.68,Vendor_0148,Chemicals,Tier 2,65.2
VND00095,50,23.0,52.27,4.3,Vendor_0095,Electronics,Tier 1,84.0
VND00087,71,35.0,52.24,4.97,Vendor_0087,Raw Material,Tier 1,81.1
VND00471,49,24.0,52.17,5.3,Vendor_0471,Textiles,Tier 3,30.9
VND00963,51,24.0,52.17,7.26,Vendor_0963,Electronics,Tier 3,47.2
VND00525,50,24.0,52.17,5.98,Vendor_0525,Textiles,Tier 1,88.7
VND00317,49,24.0,52.17,7.09,Vendor_0317,Machinery,Tier 3,58.6
VND00334,50,24.0,52.17,5.76,Vendor_0334,Electronics,Tier 3,38.1
VND00987,47,24.0,52.17,6.0,Vendor_0987,Chemicals,Tier 2,78.2
VND00044,50,25.0,52.08,5.23,Vendor_0044,Packaging,Tier 1,93.7
VND00856,52,25.0,52.08,6.94,Vendor_0856,Machinery,Tier 3,43.3
VND00925,48,25.0,52.08,5.06,Vendor_0925,Machinery,Tier 3,59.8
VND00206,49,25.0,52.08,5.62,Vendor_0206,Unknown,Tier 3,30.6
VND00870,50,25.0,52.08,5.88,Vendor_0870,Raw Material,Tier 1,96.2
VND00797,49,25.0,52.08,5.21,Vendor_0797,Textiles,Tier 1,95.2
VND00918,52,25.0,52.08,6.35,Vendor_0918,Logistics,Tier 1,96.4
VND00131,52,26.0,52.0,5.82,Vendor_0131,Packaging,Tier 3,59.2
VND00235,51,26.0,52.0,6.54,Vendor_0235,Electronics,Tier 3,43.7
VND00788,52,26.0,52.0,6.68,Vendor_0788,Raw Material,Tier 3,58.1
VND00802,50,26.0,52.0,5.3,Vendor_0802,Chemicals,Tier 3,40.7
VND00862,53,26.0,52.0,6.66,Vendor_0862,Textiles,Tier 2,61.7
VND00976,52,26.0,52.0,6.88,Vendor_0976,Packaging,Tier 3,48.4
VND00539,53,27.0,51.92,8.17,Vendor_0539,Textiles,Tier 2,61.5
VND00921,56,27.0,51.92,5.56,Vendor_0921,Chemicals,Tier 1,90.8
VND00063,54,27.0,51.92,6.83,Vendor_0063,Textiles,Tier 1,88.0
VND00008,55,27.0,51.92,5.81,Vendor_0008,Logistics,Tier 1,90.6
VND00688,55,27.0,51.92,4.77,Vendor_0688,Raw Material,Tier 3,49.6
VND00309,57,28.0,51.85,5.13,Vendor_0309,Machinery,Tier 1,85.7
VND00542,55,28.0,51.85,6.26,Vendor_0542,IT Services,Tier 2,72.4
VND00937,59,29.0,51.79,6.61,Vendor_0937,Textiles,Tier 3,31.3
VND00794,58,29.0,51.79,5.34,Vendor_0794,IT Services,Tier 2,72.8
VND00274,62,29.0,51.79,6.57,Vendor_0274,Chemicals,Tier 1,93.9
VND00635,60,29.0,51.79,5.88,Vendor_0635,Machinery,Tier 3,37.5
VND00723,61,30.0,51.72,5.5,Vendor_0723,Logistics,Tier 3,34.7
VND00571,65,30.0,51.72,7.19,Vendor_0571,Chemicals,Tier 2,66.0
VND00555,60,30.0,51.72,7.14,Vendor_0555,Logistics,Tier 1,91.4
VND00440,65,31.0,51.67,5.22,Vendor_0440,Textiles,Tier 3,35.7
VND00863,62,31.0,51.67,6.55,Vendor_0863,Chemicals,Tier 2,66.7
VND00245,60,31.0,51.67,4.97,Vendor_0245,Logistics,Tier 3,31.1
VND00413,35,17.0,51.52,4.82,Vendor_0413,Logistics,Tier 1,96.5
VND00695,34,17.0,51.52,5.27,Vendor_0695,Packaging,Tier 3,38.0
VND00941,33,17.0,51.52,6.12,Vendor_0941,Packaging,Tier 3,49.2
VND00219,35,17.0,51.52,7.24,Vendor_0219,IT Services,Tier 2,75.5
VND00333,37,19.0,51.35,5.03,Vendor_0333,Textiles,Tier 3,31.0
VND00466,41,20.0,51.28,3.13,Vendor_0466,Chemicals,Tier 3,56.2
VND00449,42,20.0,51.28,6.15,Vendor_0449,Textiles,Tier 3,56.3
VND00473,40,20.0,51.28,6.05,Vendor_0473,Unknown,Tier 3,33.0
VND00129,43,21.0,51.22,8.2,Vendor_0129,IT Services,Tier 3,30.5
VND00305,44,21.0,51.22,5.1,Vendor_0305,Textiles,Tier 1,80.8
VND00353,45,21.0,51.22,6.78,Vendor_0353,Machinery,Tier 2,76.1
VND00904,44,21.0,51.22,5.9,Vendor_0904,Logistics,Tier 2,70.8
VND00656,44,21.0,51.22,7.76,Vendor_0656,IT Services,Tier 3,38.9
VND00606,43,21.0,51.22,3.78,Vendor_0606,Raw Material,Tier 2,62.3
VND00696,48,21.0,51.22,6.49,Vendor_0696,Textiles,Tier 2,72.7
VND00876,47,22.0,51.16,6.56,Vendor_0876,Logistics,Tier 3,40.9
VND00865,45,22.0,51.16,6.65,Vendor_0865,Machinery,Tier 3,58.1
VND00690,46,22.0,51.16,6.28,Vendor_0690,Raw Material,Tier 3,43.1
VND00949,46,22.0,51.16,6.7,Vendor_0949,Logistics,Tier 1,91.2
VND00877,45,22.0,51.16,7.02,Vendor_0877,Machinery,Tier 1,80.1
VND00617,47,22.0,51.16,5.26,Vendor_0617,Electronics,Tier 3,34.3
VND00132,51,23.0,51.11,5.42,Vendor_0132,IT Services,Tier 3,45.5
VND00971,49,23.0,51.11,5.6,Vendor_0971,Electronics,Tier 2,76.5
VND00564,47,23.0,51.11,5.62,Vendor_0564,Machinery,Tier 3,31.0
VND00012,47,23.0,51.11,6.33,Vendor_0012,Electronics,Tier 1,97.9
VND00634,48,23.0,51.11,5.56,Vendor_0634,Textiles,Tier 2,67.2
VND00286,47,23.0,51.11,6.76,Vendor_0286,Packaging,Tier 3,32.5
VND00998,50,24.0,51.06,4.55,Vendor_0998,IT Services,Tier 3,39.6
VND00246,48,24.0,51.06,6.79,Vendor_0246,Machinery,Tier 1,95.0
VND00614,51,24.0,51.06,6.0,Vendor_0614,Machinery,Tier 3,35.7
VND00977,54,24.0,51.06,6.11,Vendor_0977,Raw Material,Tier 2,71.7
VND00046,49,24.0,51.06,4.85,Vendor_0046,Packaging,Tier 2,76.4
VND00182,47,24.0,51.06,5.36,Vendor_0182,IT Services,Tier 3,37.9
VND00256,51,24.0,51.06,5.11,Vendor_0256,Packaging,Tier 2,69.0
VND00106,50,25.0,51.02,7.14,Vendor_0106,Unknown,Tier 3,47.5
VND00370,52,25.0,51.02,7.24,Vendor_0370,Logistics,Tier 3,34.9
VND00100,53,25.0,51.02,6.86,Vendor_0100,IT Services,Tier 3,37.6
VND00669,53,26.0,50.98,6.06,Vendor_0669,Unknown,Tier 3,43.1
VND00458,55,26.0,50.98,4.33,Vendor_0458,Electronics,Tier 2,62.8
VND00157,53,26.0,50.98,4.16,Vendor_0157,Machinery,Tier 2,77.0
VND00838,54,26.0,50.98,5.67,Vendor_0838,IT Services,Tier 3,55.4
VND00858,56,26.0,50.98,6.49,Vendor_0858,Textiles,Tier 2,63.0
VND00105,53,26.0,50.98,7.71,Vendor_0105,Logistics,Unclassified,
VND00979,53,26.0,50.98,5.37,Vendor_0979,Packaging,Tier 2,64.7
VND00573,57,27.0,50.94,5.75,Vendor_0573,Chemicals,Tier 3,57.8
VND00818,55,27.0,50.94,7.91,Vendor_0818,IT Services,Tier 3,57.9
VND00854,67,32.0,50.79,5.3,Vendor_0854,Machinery,Tier 1,92.9
VND00272,56,27.0,50.0,5.13,Vendor_0272,Chemicals,Tier 1,86.7
VND00167,43,21.0,50.0,5.33,Vendor_0167,Packaging,Tier 3,52.5
VND00847,48,23.0,50.0,6.61,Vendor_0847,Machinery,Tier 3,36.0
VND00294,45,22.0,50.0,5.61,Vendor_0294,Raw Material,Tier 3,55.2
VND00859,55,26.0,50.0,5.98,Vendor_0859,Unknown,Tier 2,69.5
VND00053,43,19.0,50.0,5.84,Vendor_0053,Packaging,Tier 1,95.8
VND00958,58,27.0,50.0,5.28,Vendor_0958,Textiles,Tier 3,33.3
VND00890,37,17.0,50.0,5.94,Vendor_0890,Packaging,Tier 3,47.0
VND00006,53,24.0,50.0,5.44,Vendor_0006,Electronics,Tier 3,40.9
VND00844,40,19.0,50.0,6.34,Vendor_0844,Machinery,Tier 1,97.3
VND00880,34,17.0,50.0,5.53,Vendor_0880,Unknown,Tier 3,45.5
VND00886,47,22.0,50.0,6.2,Vendor_0886,Unknown,Tier 3,42.5
VND00269,42,20.0,50.0,5.17,Vendor_0269,Unknown,Tier 3,55.2
VND00210,52,25.0,50.0,4.28,Vendor_0210,Logistics,Tier 3,41.3
VND00060,59,28.0,50.0,7.09,Vendor_0060,Textiles,Tier 3,52.8
VND00670,56,26.0,50.0,5.46,Vendor_0670,Machinery,Tier 3,50.0
VND00732,49,21.0,50.0,6.4,Vendor_0732,IT Services,Tier 1,87.0
VND00640,40,18.0,50.0,5.58,Vendor_0640,Machinery,Tier 3,56.4
VND00750,45,19.0,50.0,3.32,Vendor_0750,Textiles,Tier 2,73.7
VND00657,54,26.0,50.0,7.1,Vendor_0657,Electronics,Tier 3,49.9
VND00093,44,18.0,50.0,7.19,Vendor_0093,Logistics,Tier 1,83.3
VND00375,51,24.0,50.0,6.52,Vendor_0375,IT Services,Tier 3,35.0
VND00662,55,26.0,50.0,6.9,Vendor_0662,Electronics,Tier 1,99.1
VND00371,50,24.0,50.0,4.5,Vendor_0371,Packaging,Tier 3,37.1
VND00590,43,20.0,50.0,5.65,Vendor_0590,Electronics,Tier 3,40.6
VND00477,42,20.0,50.0,4.15,Vendor_0477,Raw Material,Tier 3,35.2
VND00080,43,20.0,50.0,5.03,Vendor_0080,Logistics,Tier 3,38.1
VND00384,62,29.0,50.0,6.62,Vendor_0384,Packaging,Tier 1,91.4
VND00086,46,22.0,50.0,8.8,Vendor_0086,IT Services,Tier 3,52.8
VND00673,42,20.0,50.0,4.83,Vendor_0673,Electronics,Tier 3,35.6
VND00537,48,22.0,50.0,6.5,Vendor_0537,Logistics,Tier 1,89.5
VND00077,45,21.0,50.0,4.38,Vendor_0077,Packaging,Tier 1,84.0
VND00126,59,28.0,50.0,7.95,Vendor_0126,Electronics,Tier 3,59.9
VND00494,54,26.0,50.0,7.33,Vendor_0494,Machinery,Tier 3,43.2
VND00403,46,23.0,50.0,6.63,Vendor_0403,IT Services,Tier 2,65.4
VND00488,54,24.0,50.0,6.48,Vendor_0488,Logistics,Tier 3,49.7
VND00186,58,28.0,49.12,5.82,Vendor_0186,Logistics,Tier 2,76.2
VND00068,61,28.0,49.12,6.23,Vendor_0068,Machinery,Tier 1,86.2
VND00141,58,27.0,49.09,5.2,Vendor_0141,Textiles,Tier 1,97.4
VND00962,57,26.0,49.06,4.25,Vendor_0962,IT Services,Tier 2,72.2
VND00475,52,25.0,49.02,5.08,Vendor_0475,Electronics,Tier 2,66.9
VND00438,51,25.0,49.02,6.65,Vendor_0438,Chemicals,Tier 1,87.5
VND00792,52,25.0,49.02,4.78,Vendor_0792,IT Services,Tier 2,71.0
VND00638,51,25.0,49.02,5.98,Vendor_0638,Logistics,Tier 3,47.0
VND00608,52,25.0,49.02,5.59,Vendor_0608,IT Services,Tier 3,55.5
VND00419,53,24.0,48.98,7.12,Vendor_0419,Packaging,Tier 2,77.1
VND00425,50,24.0,48.98,3.49,Vendor_0425,Textiles,Tier 3,34.0
VND00152,52,24.0,48.98,5.16,Vendor_0152,Logistics,Tier 3,46.8
VND00562,52,23.0,48.94,5.7,Vendor_0562,Raw Material,Tier 3,44.9
VND00678,48,23.0,48.94,4.21,Vendor_0678,IT Services,Tier 3,57.8
VND00380,47,22.0,48.89,5.73,Vendor_0380,Textiles,Tier 3,49.7
VND00752,49,22.0,48.89,6.02,Vendor_0752,IT Services,Tier 1,95.8
VND00232,51,22.0,48.89,5.56,Vendor_0232,Machinery,Tier 2,65.2
VND00570,46,22.0,48.89,5.0,Vendor_0570,IT Services,Tier 3,54.4
VND00583,49,22.0,48.89,5.96,Vendor_0583,Electronics,Tier 2,64.5
VND00040,47,21.0,48.84,6.14,Vendor_0040,Unknown,Tier 2,60.8
VND00064,45,21.0,48.84,3.53,Vendor_0064,IT Services,Tier 3,55.0
VND00774,47,21.0,48.84,4.81,Vendor_0774,IT Services,Tier 3,57.8
VND00784,47,21.0,48.84,4.93,Vendor_0784,Textiles,Tier 3,54.2
VND00073,46,21.0,48.84,7.12,Vendor_0073,Packaging,Tier 3,30.4
VND00301,42,20.0,48.78,4.15,Vendor_0301,Logistics,Tier 3,33.6
VND00259,45,20.0,48.78,6.54,Vendor_0259,IT Services,Tier 2,69.9
VND00983,44,20.0,48.78,3.95,Vendor_0983,Electronics,Tier 3,37.5
VND00351,42,19.0,48.72,6.31,Vendor_0351,Raw Material,Tier 2,65.2
VND00733,41,18.0,48.65,6.24,Vendor_0733,IT Services,Tier 2,76.6
VND00042,38,18.0,48.65,5.32,Vendor_0042,Textiles,Tier 2,64.7
VND00711,40,17.0,48.57,6.6,Vendor_0711,Raw Material,Tier 1,83.2
VND00395,40,17.0,48.57,4.14,Vendor_0395,Packaging,Tier 3,53.9
VND00850,38,16.0,48.48,3.79,Vendor_0850,IT Services,Tier 2,71.7
VND00990,66,30.0,48.39,6.1,Vendor_0990,Raw Material,Tier 1,87.3
VND00522,62,29.0,48.33,5.03,Vendor_0522,Chemicals,Tier 3,56.7
VND00303,60,28.0,48.28,4.74,Vendor_0303,Raw Material,Tier 2,67.8
VND00249,62,28.0,48.28,3.72,Vendor_0249,Raw Material,Tier 1,97.5
VND00260,36,14.0,48.28,5.31,Vendor_0260,Textiles,Tier 3,36.8
VND00692,53,25.0,48.08,4.4,Vendor_0692,IT Services,Tier 3,59.8
VND00878,55,25.0,48.08,5.02,Vendor_0878,Packaging,Tier 2,76.1
VND00636,52,24.0,48.0,5.94,Vendor_0636,Raw Material,Tier 2,61.3
VND00714,52,24.0,48.0,7.14,Vendor_0714,Chemicals,Tier 3,58.8
VND00402,54,23.0,47.92,4.92,Vendor_0402,IT Services,Tier 1,93.2
VND00021,53,23.0,47.92,6.23,Vendor_0021,Machinery,Tier 2,72.8
VND00846,48,22.0,47.83,4.96,Vendor_0846,IT Services,Tier 3,59.0
VND00177,48,22.0,47.83,4.15,Vendor_0177,Textiles,Tier 2,78.4
VND00188,49,22.0,47.83,5.78,Vendor_0188,Raw Material,Tier 2,68.9
VND00708,51,22.0,47.83,6.0,Vendor_0708,IT Services,Tier 1,86.7
VND00691,45,21.0,47.73,4.66,Vendor_0691,Packaging,Tier 3,52.7
VND00715,47,21.0,47.73,6.77,Vendor_0715,Machinery,Tier 3,54.4
VND00481,46,21.0,47.73,6.55,Vendor_0481,Electronics,Tier 2,74.1
VND00793,46,21.0,47.73,7.36,Vendor_0793,Electronics,Tier 2,65.4
VND00568,45,21.0,47.73,7.45,Vendor_0568,Machinery,Tier 2,60.6
VND00679,44,20.0,47.62,3.21,Vendor_0679,IT Services,Tier 1,97.9
VND00574,43,20.0,47.62,5.83,Vendor_0574,Chemicals,Tier 2,73.5
VND00790,44,20.0,47.62,6.5,Vendor_0790,Chemicals,Tier 1,96.3
VND00740,45,20.0,47.62,4.93,Vendor_0740,Textiles,Tier 3,56.4
VND00741,43,20.0,47.62,5.74,Vendor_0741,Unknown,Tier 2,62.4
VND00357,46,20.0,47.62,5.12,Vendor_0357,IT Services,Tier 3,31.9
VND00499,45,19.0,47.5,5.03,Vendor_0499,Machinery,Tier 1,98.2
VND00820,44,19.0,47.5,4.53,Vendor_0820,Machinery,Tier 3,53.5
VND00579,44,19.0,47.5,4.7,Vendor_0579,Logistics,Tier 2,64.4
VND00149,44,19.0,47.5,6.1,Vendor_0149,Electronics,Tier 3,33.6
VND00545,41,19.0,47.5,5.8,Vendor_0545,IT Services,Tier 2,73.3
VND00483,42,19.0,47.5,4.25,Vendor_0483,Raw Material,Tier 2,61.8
VND00881,44,19.0,47.5,5.3,Vendor_0881,Machinery,Tier 3,46.2
VND00778,41,19.0,47.5,4.95,Vendor_0778,Textiles,Tier 1,80.6
VND00833,40,18.0,47.37,4.61,Vendor_0833,Packaging,Tier 3,39.9
VND00712,62,27.0,47.37,4.72,Vendor_0712,IT Services,Tier 2,71.7
VND00553,59,27.0,47.37,4.61,Vendor_0553,Logistics,Tier 2,68.6
VND00611,59,26.0,47.27,7.69,Vendor_0611,Chemicals,Tier 3,32.8
VND00735,57,25.0,47.17,3.91,Vendor_0735,Raw Material,Tier 3,55.1
VND00902,56,24.0,47.06,6.9,Vendor_0902,Electronics,Tier 3,31.9
VND00645,56,24.0,47.06,3.98,Vendor_0645,Electronics,Tier 3,38.4
VND00227,42,16.0,47.06,4.62,Vendor_0227,Logistics,Tier 1,98.1
VND00566,51,23.0,46.94,5.04,Vendor_0566,Textiles,Tier 2,71.3
VND00624,55,23.0,46.94,4.12,Vendor_0624,Machinery,Tier 2,63.9
VND00759,51,23.0,46.94,6.82,Vendor_0759,Electronics,Unclassified,
VND00379,52,23.0,46.94,5.37,Vendor_0379,Logistics,Tier 1,87.0
VND00213,33,15.0,46.88,8.06,Vendor_0213,Packaging,Tier 2,75.6
VND00310,51,21.0,46.67,4.67,Vendor_0310,Chemicals,Tier 3,49.0
VND00153,49,21.0,46.67,4.36,Vendor_0153,IT Services,Tier 3,40.1
VND00968,51,21.0,46.67,4.82,Vendor_0968,Logistics,Tier 3,50.8
VND00140,47,21.0,46.67,3.8,Vendor_0140,Chemicals,Tier 1,98.0
VND00637,49,21.0,46.67,4.96,Vendor_0637,Electronics,Tier 2,67.3
VND00119,63,27.0,46.55,4.03,Vendor_0119,Raw Material,Tier 1,92.5
VND00943,47,20.0,46.51,4.93,Vendor_0943,Electronics,Tier 2,75.6
VND00421,45,20.0,46.51,5.26,Vendor_0421,Textiles,Tier 1,85.4
VND00913,47,20.0,46.51,5.21,Vendor_0913,Chemicals,Tier 2,73.7
VND00417,45,20.0,46.51,4.21,Vendor_0417,Electronics,Tier 3,50.5
VND00675,49,20.0,46.51,5.98,Vendor_0675,Machinery,Tier 3,58.7
VND00729,46,20.0,46.51,4.12,Vendor_0729,Machinery,Tier 3,44.1
VND00589,60,26.0,46.43,5.62,Vendor_0589,Machinery,Tier 3,39.0
VND00768,43,19.0,46.34,6.9,Vendor_0768,Packaging,Tier 1,91.4
VND00994,42,19.0,46.34,2.88,Vendor_0994,Packaging,Tier 2,71.3
VND00465,46,19.0,46.34,5.95,Vendor_0465,Textiles,Tier 1,97.4
VND00931,56,25.0,46.3,5.11,Vendor_0931,Machinery,Tier 3,39.8
VND00572,57,25.0,46.3,5.02,Vendor_0572,Textiles,Tier 1,84.9
VND00569,40,18.0,46.15,5.59,Vendor_0569,Chemicals,Tier 1,93.3
VND00505,57,24.0,46.15,4.6,Vendor_0505,Logistics,Tier 2,77.9
VND00174,44,18.0,46.15,4.1,Vendor_0174,Packaging,Tier 3,45.9
VND00240,45,18.0,46.15,6.0,Vendor_0240,Packaging,Tier 3,42.4
VND00532,43,18.0,46.15,6.21,Vendor_0532,Chemicals,Tier 1,100.0
VND00367,43,18.0,46.15,5.46,Vendor_0367,Logistics,Tier 1,97.3
VND00178,52,23.0,46.0,4.8,Vendor_0178,Machinery,Tier 3,57.1
VND00136,53,23.0,46.0,4.44,Vendor_0136,Logistics,Tier 3,52.6
VND00455,36,16.0,45.71,4.57,Vendor_0455,Raw Material,Tier 3,37.8
VND00676,38,16.0,45.71,4.57,Vendor_0676,Textiles,Tier 1,98.8
VND00894,47,21.0,45.65,3.07,Vendor_0894,Machinery,Tier 3,57.8
VND00164,48,21.0,45.65,5.46,Vendor_0164,Raw Material,Tier 2,67.5
VND00297,72,31.0,45.59,6.1,Vendor_0297,Logistics,Tier 1,83.9
VND00694,59,25.0,45.45,5.27,Vendor_0694,Machinery,Tier 3,47.0
VND00895,48,20.0,45.45,4.93,Vendor_0895,Packaging,Tier 2,76.8
VND00836,65,29.0,45.31,4.17,Vendor_0836,Textiles,Tier 3,59.3
VND00460,48,19.0,45.24,3.19,Vendor_0460,Packaging,Tier 3,38.3
VND00018,45,19.0,45.24,4.79,Vendor_0018,Chemicals,Tier 2,66.7
VND00279,45,19.0,45.24,4.21,Vendor_0279,Textiles,Tier 2,79.1
VND00914,53,23.0,45.1,4.12,Vendor_0914,Machinery,Unclassified,
VND00024,41,18.0,45.0,5.38,Vendor_0024,Logistics,Tier 3,55.6
VND00266,42,18.0,45.0,6.58,Vendor_0266,Chemicals,Tier 1,81.9
VND00744,53,22.0,44.9,5.31,Vendor_0744,IT Services,Tier 2,65.2
VND00883,54,22.0,44.9,6.43,Vendor_0883,Raw Material,Tier 3,31.4
VND00324,39,17.0,44.74,3.11,Vendor_0324,Electronics,Tier 3,49.6
VND00338,50,21.0,44.68,4.81,Vendor_0338,Machinery,Tier 2,79.3
VND00062,57,24.0,44.44,4.8,Vendor_0062,Textiles,Tier 3,49.0
VND00798,63,27.0,44.26,4.82,Vendor_0798,Packaging,Tier 2,69.6
VND00932,57,23.0,44.23,3.46,Vendor_0932,IT Services,Tier 1,88.4
VND00347,45,19.0,44.19,5.05,Vendor_0347,Textiles,Tier 2,74.5
VND00969,35,15.0,44.12,2.26,Vendor_0969,Unknown,Tier 2,69.6
VND00756,52,22.0,44.0,4.0,Vendor_0756,Textiles,Tier 1,85.6
VND00757,50,22.0,44.0,6.06,Vendor_0757,Logistics,Tier 2,73.4
VND00311,53,22.0,44.0,6.1,Vendor_0311,Textiles,Tier 2,60.7
VND00907,41,18.0,43.9,3.29,Vendor_0907,Electronics,Tier 1,87.2
VND00369,43,18.0,43.9,6.71,Vendor_0369,Logistics,Tier 3,43.7
VND00388,49,21.0,43.75,3.29,Vendor_0388,Logistics,Tier 3,42.4
VND00368,52,21.0,43.75,6.02,Vendor_0368,Machinery,Tier 1,93.4
VND00534,55,24.0,43.64,5.15,Vendor_0534,Electronics,Tier 2,68.9
VND00951,42,17.0,43.59,5.77,Vendor_0951,IT Services,Tier 2,72.0
VND00974,47,20.0,43.48,4.43,Vendor_0974,Logistics,Tier 3,45.0
VND00915,49,20.0,43.48,4.76,Vendor_0915,Textiles,Tier 2,68.6
VND00209,38,16.0,43.24,5.73,Vendor_0209,Chemicals,Tier 3,30.4
VND00158,41,16.0,43.24,5.57,Vendor_0158,IT Services,Tier 1,83.3
VND00261,46,19.0,43.18,3.64,Vendor_0261,Raw Material,Tier 2,73.1
VND00108,56,22.0,43.14,5.69,Vendor_0108,Chemicals,Tier 1,82.9
VND00639,64,27.0,42.86,5.76,Vendor_0639,Logistics,Tier 3,48.8
VND00463,55,21.0,42.86,4.29,Vendor_0463,Raw Material,Tier 1,82.2
VND00454,55,23.0,42.59,5.69,Vendor_0454,Packaging,Tier 1,93.4
VND00955,48,20.0,42.55,5.87,Vendor_0955,Chemicals,Tier 3,59.3
VND00430,46,17.0,42.5,6.15,Vendor_0430,Raw Material,Tier 3,38.2
VND00779,42,17.0,42.5,6.83,Vendor_0779,Logistics,Tier 1,80.4
VND00677,56,22.0,42.31,3.96,Vendor_0677,Machinery,Tier 3,37.8
VND00644,55,22.0,42.31,5.94,Vendor_0644,Packaging,Tier 3,52.9
VND00446,53,22.0,42.31,6.79,Vendor_0446,Textiles,Tier 1,96.3
VND00947,47,19.0,42.22,5.78,Vendor_0947,Raw Material,Tier 3,39.6
VND00680,46,19.0,42.22,4.93,Vendor_0680,Electronics,Tier 1,90.6
VND00215,44,16.0,42.11,5.39,Vendor_0215,IT Services,Tier 2,79.9
VND00480,56,21.0,42.0,5.54,Vendor_0480,Logistics,Tier 2,66.6
VND00786,53,21.0,42.0,6.08,Vendor_0786,Packaging,Tier 1,93.6
VND00661,48,18.0,41.86,7.02,Vendor_0661,Textiles,Tier 3,54.9
VND00377,47,18.0,41.86,4.67,Vendor_0377,IT Services,Tier 1,89.1
VND00528,53,20.0,41.67,4.62,Vendor_0528,IT Services,Tier 3,49.1
VND00433,54,22.0,41.51,3.45,Vendor_0433,Textiles,Unclassified,
VND00703,43,17.0,41.46,5.41,Vendor_0703,Chemicals,Tier 3,53.6
VND00901,50,19.0,41.3,4.57,Vendor_0901,IT Services,Tier 3,44.6
VND00563,50,19.0,41.3,3.89,Vendor_0563,Electronics,Tier 3,39.5
VND00780,48,18.0,40.91,5.55,Vendor_0780,Textiles,Tier 2,74.9
VND00390,51,20.0,40.82,4.37,Vendor_0390,IT Services,Tier 1,86.5
VND00663,43,15.0,40.54,5.03,Vendor_0663,Logistics,Tier 2,72.4
VND00795,55,21.0,40.38,5.23,Vendor_0795,Raw Material,Tier 3,31.3
VND00580,60,22.0,40.0,3.93,Vendor_0580,Electronics,Tier 3,48.1
VND00414,42,16.0,40.0,5.72,Vendor_0414,Machinery,Tier 2,70.1
VND00103,57,21.0,39.62,5.23,Vendor_0103,Textiles,Tier 3,52.0
VND00492,51,19.0,39.58,5.15,Vendor_0492,Logistics,Tier 2,73.4
VND00641,51,19.0,39.58,3.62,Vendor_0641,Electronics,Tier 3,31.4
VND00217,49,18.0,39.13,5.04,Vendor_0217,Electronics,Tier 3,52.8
VND00721,42,16.0,39.02,3.88,Vendor_0721,Unknown,Tier 1,95.7
VND00765,48,17.0,38.64,4.52,Vendor_0765,Machinery,Tier 3,32.3
