PO_ID,Vendor_ID,Product_Category,Product_SKU,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Unit_Price_INR,Total_Order_Value,Order_Status,Warehouse_ID,Delivery_Delay_Days,Late_Delivery,Order_Month,Order_Quarter
PO0036656,VND00399,Machinery,SKU1652,2022-06-22,2022-07-18,2022-07-15,3964,658.04,2608470.56,Cancelled,WH04,-3,0,2022-06,2022Q2
PO0044202,VND00514,Raw Material,SKU4343,2021-04-12,2021-04-24,2021-04-24,4403,1134.54,4995379.62,Received,WH09,0,0,2021-04,2021Q2
PO0029502,VND00379,Electronics,SKU4567,2023-03-23,2023-04-06,2023-04-03,715,1550.83,1108843.45,Received,WH09,-3,0,2023-03,2023Q1
PO0022593,VND00824,Machinery,SKU1340,2023-04-15,2023-05-03,2023-05-05,118,4622.85,545496.3,Pending,WH05,2,1,2023-04,2023Q2
PO0009085,VND00714,Textiles,SKU1352,2023-09-23,2023-10-18,2023-10-15,482,4860.38,2342703.16,In Transit,WH08,-3,0,2023-09,2023Q3
PO0047287,VND00058,Raw Material,SKU1951,2024-04-24,2024-05-07,2024-06-06,2511,2852.55,7162753.05,Received,WH04,30,1,2024-04,2024Q2
PO0020459,VND00764,Machinery,SKU4604,2024-07-12,2024-07-24,2024-07-24,866,2106.8,1824488.8,Pending,WH07,0,0,2024-07,2024Q3
PO0002020,VND00255,Machinery,SKU4519,2024-11-28,2024-12-18,2024-12-20,3149,243.56,766970.44,In Transit,WH03,2,1,2024-11,2024Q4
PO0026337,VND00579,Electronics,SKU2383,2022-03-15,2022-03-26,2022-03-26,1833,3328.28,6100737.24,Pending,WH02,0,0,2022-03,2022Q1
PO0043893,VND00020,Textiles,SKU1446,2022-10-09,2022-10-23,2022-10-25,235,3108.46,730488.1,Received,WH09,2,1,2022-10,2022Q4
PO0028406,VND00741,Packaging,SKU2604,2023-03-05,2023-03-11,2023-03-13,512,3117.03,1595919.36,Cancelled,WH01,2,1,2023-03,2023Q1
PO0021247,VND00949,Spare Parts,SKU1293,2024-02-28,2024-03-15,2024-03-30,328,2119.67,695251.76,Partially Received,WH09,15,1,2024-02,2024Q1
PO0037064,VND00579,Raw Material,SKU1764,2023-07-05,2023-08-03,2023-08-08,2474,955.74,2364500.76,Received,WH10,5,1,2023-07,2023Q3
PO0030672,VND00688,Textiles,SKU5507,2023-05-02,2023-05-29,2023-06-13,2123,1431.4,3038862.2,Pending,WH06,15,1,2023-05,2023Q2
PO0008284,VND00127,Raw Material,SKU2709,2022-05-29,2022-06-09,,4262,3805.48,16218955.76,Cancelled,WH03,,,2022-05,2022Q2
PO0031335,VND00123,Packaging,SKU1998,2024-09-03,2024-09-19,2024-09-19,1596,2909.36,4643338.56,Cancelled,WH04,0,0,2024-09,2024Q3
PO0002395,VND00979,Textiles,SKU1929,2022-01-14,2022-01-23,2022-01-25,3701,757.51,2803544.51,Pending,WH07,2,1,2022-01,2022Q1
PO0011970,VND00019,Electronics,SKU2878,2023-01-26,2023-02-02,2023-02-02,599,1554.41,931091.59,Pending,WH06,0,0,2023-01,2023Q1
PO0043521,VND00064,Machinery,SKU1329,2023-05-24,2023-06-07,2023-06-12,4368,958.17,4185286.56,In Transit,WH08,5,1,2023-05,2023Q2
PO0036064,VND00516,Chemicals,SKU3270,2022-09-14,2022-10-05,2022-10-10,251,3770.3,946345.3,In Transit,WH06,5,1,2022-09,2022Q3
PO0005992,VND00749,Textiles,SKU2286,2024-08-30,2024-09-26,2024-10-06,4575,4831.62,22104661.5,Unknown,WH05,10,1,2024-08,2024Q3
PO0034110,VND00934,Spare Parts,SKU3202,2022-12-29,2023-01-17,,2424,405.61,983198.64,Received,WH03,,,2022-12,2022Q4
PO0003474,VND00692,Spare Parts,SKU1967,2022-10-01,2022-10-22,2022-10-19,3045,1447.43,4407424.35,Pending,WH06,-3,0,2022-10,2022Q4
PO0024935,VND00585,Textiles,SKU4608,2024-10-30,2024-11-19,2024-11-19,1979,1744.97,3453295.63,In Transit,WH07,0,0,2024-10,2024Q4
PO0038555,VND00334,IT Equipment,SKU5452,2022-10-23,2022-11-01,2022-11-03,1557,1292.35,2012188.95,Cancelled,WH09,2,1,2022-10,2022Q4
PO0028480,VND00597,Machinery,SKU3455,2021-11-11,2021-12-07,2021-12-04,1913,1403.18,2684283.34,Cancelled,WH06,-3,0,2021-11,2021Q4
PO0028967,VND00681,Electronics,SKU1285,2021-08-01,2021-08-23,2021-08-23,1029,1378.87,1418857.23,Pending,WH03,0,0,2021-08,2021Q3
PO0011153,VND00227,Spare Parts,SKU1416,2023-10-23,2023-11-16,2023-11-26,2969,334.15,992091.35,Received,WH02,10,1,2023-10,2023Q4
PO0002527,VND00166,Packaging,SKU2642,2022-03-07,2022-04-03,2022-04-03,1367,4881.41,6672887.47,Cancelled,WH06,0,0,2022-03,2022Q1
PO0020665,VND00622,Raw Material,SKU1009,2022-01-09,2022-02-03,2022-02-08,2794,3132.22,8751422.68,Pending,WH02,5,1,2022-01,2022Q1
PO0033570,VND00133,Chemicals,SKU1448,2023-01-16,2023-02-12,2023-02-09,1433,1810.16,2593959.28,Partially Received,WH02,-3,0,2023-01,2023Q1
PO0018053,VND00214,Chemicals,SKU2822,2022-08-03,2022-08-22,2022-09-21,3866,2660.45,10285299.7,Unknown,WH04,30,1,2022-08,2022Q3
PO0008956,VND00350,Machinery,SKU3509,2022-09-13,2022-10-05,2022-10-20,4238,4018.44,17030148.72,Partially Received,WH06,15,1,2022-09,2022Q3
PO0033766,VND00962,IT Equipment,SKU5271,2022-02-26,2022-03-23,2022-03-23,111,789.26,87607.86,Unknown,WH10,0,0,2022-02,2022Q1
PO0045326,VND00723,Electronics,SKU1340,2024-05-07,2024-05-26,2024-05-23,4516,1239.58,5597943.28,Pending,WH09,-3,0,2024-05,2024Q2
PO0033853,VND00276,Packaging,SKU2105,2021-03-01,2021-03-28,2021-04-02,4873,4512.43,21989071.39,Cancelled,WH07,5,1,2021-03,2021Q1
PO0015236,VND00547,Raw Material,SKU3683,2022-12-26,2023-01-24,2023-01-24,1104,2973.57,3282821.28,Unknown,WH05,0,0,2022-12,2022Q4
PO0043040,VND00978,Spare Parts,SKU5706,2024-09-20,2024-10-07,2024-10-07,2939,783.76,2303470.64,Cancelled,WH07,0,0,2024-09,2024Q3
PO0033547,VND00113,Machinery,SKU1993,2023-02-20,2023-03-16,2023-03-26,2377,4605.63,10947582.51,Partially Received,WH10,10,1,2023-02,2023Q1
PO0035971,VND00060,IT Equipment,SKU3824,2022-06-16,2022-06-28,2022-07-28,2050,3623.42,7428011.0,Pending,WH06,30,1,2022-06,2022Q2
PO0038090,VND00572,Packaging,SKU5134,2024-08-24,2024-09-20,2024-09-20,4133,1325.13,5476762.29,Pending,WH07,0,0,2024-08,2024Q3
PO0002457,VND00945,Textiles,SKU1612,2023-06-13,2023-06-26,2023-06-26,295,3115.12,918960.4,Received,WH06,0,0,2023-06,2023Q2
PO0032778,VND00570,Packaging,SKU4911,2024-09-19,2024-09-28,2024-09-28,3269,4687.98,15325006.62,Pending,WH09,0,0,2024-09,2024Q3
PO0000998,VND00859,Textiles,SKU1861,2022-01-18,2022-01-30,2022-02-14,1768,2062.73,3646906.64,In Transit,WH08,15,1,2022-01,2022Q1
PO0044787,VND00094,Electronics,SKU5056,2021-02-16,2021-03-02,2021-04-01,2538,957.61,2430414.18,In Transit,WH01,30,1,2021-02,2021Q1
PO0028290,VND00319,Packaging,SKU5766,2024-11-19,2024-11-30,2024-12-02,3643,4666.38,16999622.34,Partially Received,WH03,2,1,2024-11,2024Q4
PO0026777,VND00580,Raw Material,SKU5193,2022-06-22,2022-07-18,2022-07-15,3543,3001.53,10634420.79,In Transit,WH04,-3,0,2022-06,2022Q2
PO0024373,VND00112,Textiles,SKU3546,2024-03-25,2024-04-01,2024-04-06,3433,242.37,832056.21,Partially Received,WH01,5,1,2024-03,2024Q1
PO0001771,VND00516,Machinery,SKU5701,2024-03-21,2024-03-29,2024-04-13,3409,25.28,86179.52,Pending,WH05,15,1,2024-03,2024Q1
PO0011627,VND00956,IT Equipment,SKU3327,2021-10-22,2021-11-01,2021-11-16,4099,3185.43,13057077.57,Partially Received,WH08,15,1,2021-10,2021Q4
PO0004904,VND00188,Raw Material,SKU2964,2024-03-23,2024-04-21,2024-04-21,3975,3930.64,15624294.0,Received,WH06,0,0,2024-03,2024Q1
PO0047717,VND00470,Textiles,SKU2132,2024-01-15,2024-02-08,2024-02-10,2259,1159.27,2618790.93,Cancelled,WH08,2,1,2024-01,2024Q1
PO0010912,VND00208,Machinery,SKU2482,2021-10-30,2021-11-16,2021-11-16,1090,3559.97,3880367.3,Received,WH08,0,0,2021-10,2021Q4
PO0039961,VND00973,IT Equipment,SKU3725,2023-04-16,2023-05-07,2023-05-17,795,2484.94,1975527.3,Partially Received,WH01,10,1,2023-04,2023Q2
PO0008565,VND00727,Machinery,SKU4315,2023-06-09,2023-06-17,2023-06-19,2007,4426.56,8884105.92,Partially Received,WH06,2,1,2023-06,2023Q2
PO0017394,VND00405,Chemicals,SKU2929,2024-03-22,2024-04-14,,1329,3681.97,4893338.13,Pending,WH09,,,2024-03,2024Q1
PO0031311,VND00751,Machinery,SKU2612,2024-10-05,2024-10-22,2024-10-24,778,1005.17,782022.26,Received,WH07,2,1,2024-10,2024Q4
PO0042136,VND00268,Raw Material,SKU2511,2022-02-26,2022-03-23,2022-04-22,790,1870.48,1477679.2,Pending,WH10,30,1,2022-02,2022Q1
PO0010368,VND00622,Raw Material,SKU1796,2021-06-02,2021-06-12,2021-06-09,519,1274.52,661475.88,Received,WH01,-3,0,2021-06,2021Q2
PO0022061,VND00420,Raw Material,SKU1705,2022-11-17,2022-12-02,2022-12-02,4502,3878.29,17460061.58,Cancelled,WH05,0,0,2022-11,2022Q4
PO0015378,VND00539,Chemicals,SKU4772,2023-10-02,2023-10-16,2023-10-21,378,1200.07,453626.46,Cancelled,WH06,5,1,2023-10,2023Q4
PO0043169,VND00188,IT Equipment,SKU4581,2022-08-26,2022-09-10,2022-09-10,201,2160.44,434248.44,Received,WH02,0,0,2022-08,2022Q3
PO0039161,VND00626,Raw Material,SKU5101,2023-12-04,2023-12-19,2023-12-19,4693,4576.87,21479250.91,In Transit,WH04,0,0,2023-12,2023Q4
PO0015831,VND00388,Textiles,SKU5048,2022-04-18,2022-05-08,2022-05-08,2903,4913.25,14263164.75,In Transit,WH09,0,0,2022-04,2022Q2
PO0006442,VND00683,Raw Material,SKU5651,2021-08-27,2021-09-15,2021-09-15,1897,2460.15,4666904.55,Received,WH07,0,0,2021-08,2021Q3
PO0022389,VND00175,Spare Parts,SKU5466,2021-05-01,2021-05-29,2021-05-31,3048,359.15,1094689.2,Partially Received,WH05,2,1,2021-05,2021Q2
PO0041678,VND00179,Chemicals,SKU4593,2021-04-28,2021-05-23,2021-05-23,3280,1840.95,6038316.0,Received,WH05,0,0,2021-04,2021Q2
PO0018203,VND00892,Machinery,SKU2823,2023-08-24,2023-09-14,2023-09-11,4311,2543.74,10966063.14,Received,WH08,-3,0,2023-08,2023Q3
PO0026938,VND00425,IT Equipment,SKU1690,2023-01-24,2023-02-06,2023-02-08,2472,1152.63,2849301.36,Pending,WH03,2,1,2023-01,2023Q1
PO0030578,VND00664,Spare Parts,SKU2751,2021-10-30,2021-11-22,2021-11-24,2826,3168.2,8953333.2,Cancelled,WH01,2,1,2021-10,2021Q4
PO0012150,VND00396,Packaging,SKU4207,2024-05-24,2024-06-09,2024-06-24,3344,2789.81,9329124.64,Partially Received,WH02,15,1,2024-05,2024Q2
PO0021633,VND00528,Chemicals,SKU4900,2022-04-12,2022-04-28,2022-04-28,77,823.09,63377.93,Pending,WH05,0,0,2022-04,2022Q2
PO0046389,VND00633,Machinery,SKU3767,2023-05-26,2023-06-05,2023-06-05,1024,744.44,762306.56,Partially Received,WH01,0,0,2023-05,2023Q2
PO0016427,VND00944,Spare Parts,SKU4339,2022-02-23,2022-03-01,2022-03-01,3887,1066.43,4145213.41,Cancelled,WH10,0,0,2022-02,2022Q1
PO0036691,VND00263,Packaging,SKU3064,2023-03-19,2023-04-07,2023-04-17,4591,4909.46,22539330.86,Received,WH04,10,1,2023-03,2023Q1
PO0038312,VND00836,Machinery,SKU5137,2023-10-09,2023-11-02,2023-11-17,3481,4067.97,14160603.57,Partially Received,WH04,15,1,2023-10,2023Q4
PO0008834,VND00619,Textiles,SKU3570,2023-07-07,2023-08-04,2023-08-01,3358,4361.26,14645111.08,Received,WH07,-3,0,2023-07,2023Q3
PO0019638,VND00963,Raw Material,SKU3045,2021-04-05,2021-04-11,2021-04-11,2098,3398.55,7130157.9,Partially Received,WH06,0,0,2021-04,2021Q2
PO0010673,VND00068,Electronics,SKU4440,2024-03-01,2024-03-30,2024-04-09,64,2963.15,189641.6,Cancelled,WH02,10,1,2024-03,2024Q1
PO0023763,VND00063,Packaging,SKU3553,2022-06-20,2022-07-19,2022-07-19,1463,82.24,120317.12,Cancelled,WH01,0,0,2022-06,2022Q2
PO0047880,VND00155,Chemicals,SKU5859,2021-09-06,2021-10-01,2021-10-06,4778,4062.46,19410433.88,Partially Received,WH09,5,1,2021-09,2021Q3
PO0041296,VND00279,Spare Parts,SKU2117,2023-03-26,2023-04-16,,2957,233.84,691464.88,Received,WH04,,,2023-03,2023Q1
PO0036123,VND00386,Electronics,SKU5747,2022-04-06,2022-05-05,2022-05-07,4611,311.69,1437202.59,In Transit,WH04,2,1,2022-04,2022Q2
PO0014809,VND00354,Machinery,SKU1865,2021-10-28,2021-11-13,2021-11-15,3151,1494.34,4708665.34,In Transit,WH04,2,1,2021-10,2021Q4
PO0029324,VND00392,Packaging,SKU3455,2022-02-05,2022-03-01,2022-03-03,2717,1361.01,3697864.17,Cancelled,WH09,2,1,2022-02,2022Q1
PO0038617,VND00926,Spare Parts,SKU1224,2022-04-22,2022-04-28,2022-05-13,2522,4706.21,11869061.62,Cancelled,WH05,15,1,2022-04,2022Q2
PO0029135,VND00403,IT Equipment,SKU5966,2024-09-24,2024-10-18,2024-10-18,3992,85.31,340557.52,In Transit,WH09,0,0,2024-09,2024Q3
PO0013718,VND00886,Machinery,SKU2929,2024-12-26,2025-01-06,2025-01-21,911,2478.63,2258031.93,Partially Received,WH09,15,1,2024-12,2024Q4
PO0031792,VND00325,Spare Parts,SKU3876,2021-06-03,2021-06-16,,4107,678.07,2784833.49,Cancelled,WH06,,,2021-06,2021Q2
PO0030154,VND00621,Spare Parts,SKU1530,2021-10-25,2021-10-30,2021-11-29,4262,823.44,3509501.28,Cancelled,WH08,30,1,2021-10,2021Q4
PO0031360,VND00141,IT Equipment,SKU2214,2021-02-26,2021-03-14,2021-03-29,1484,4285.63,6359874.92,Cancelled,WH05,15,1,2021-02,2021Q1
PO0003894,VND00111,Electronics,SKU1325,2023-04-21,2023-05-04,2023-06-03,193,24.61,4749.73,Received,WH07,30,1,2023-04,2023Q2
PO0046188,VND00992,Raw Material,SKU2850,2024-11-05,2024-12-04,2024-12-01,4269,349.95,1493936.55,Received,WH04,-3,0,2024-11,2024Q4
PO0009681,VND00847,Machinery,SKU4752,2023-12-09,2023-12-31,2023-12-28,134,1227.21,164446.14,Cancelled,WH06,-3,0,2023-12,2023Q4
PO0008876,VND00787,Textiles,SKU4731,2023-04-16,2023-04-25,,1500,4418.28,6627420.0,Cancelled,WH10,,,2023-04,2023Q2
PO0042636,VND00074,Packaging,SKU3596,2023-03-11,2023-03-24,2023-03-24,3674,616.27,2264175.98,Pending,WH03,0,0,2023-03,2023Q1
PO0045041,VND00041,Machinery,SKU1582,2021-02-24,2021-03-11,2021-03-26,1859,3944.79,7333364.61,Partially Received,WH09,15,1,2021-02,2021Q1
PO0040826,VND00483,IT Equipment,SKU5556,2021-05-02,2021-05-07,2021-05-07,3776,1468.19,5543885.44,Pending,WH10,0,0,2021-05,2021Q2
PO0023020,VND00163,Chemicals,SKU2334,2022-08-13,2022-08-29,2022-09-08,3938,2803.43,11039907.34,Pending,WH02,10,1,2022-08,2022Q3
PO0027564,VND00800,Chemicals,SKU5212,2024-03-05,2024-03-22,2024-04-01,234,1354.53,316960.02,Pending,WH04,10,1,2024-03,2024Q1
PO0030183,VND00231,Spare Parts,SKU3740,2023-11-28,2023-12-09,2023-12-11,176,1676.76,295109.76,Received,WH07,2,1,2023-11,2023Q4
PO0048792,VND00286,Packaging,SKU2614,2024-01-05,2024-01-29,2024-01-31,2113,3679.58,7774952.54,In Transit,WH04,2,1,2024-01,2024Q1
PO0040285,VND00954,Spare Parts,SKU5344,2022-10-07,2022-10-17,2022-10-17,751,4718.47,3543570.97,Partially Received,WH02,0,0,2022-10,2022Q4
PO0016519,VND00929,IT Equipment,SKU2356,2023-11-21,2023-12-09,2023-12-09,1571,4951.0,7778021.0,Received,WH01,0,0,2023-11,2023Q4
PO0031861,VND00271,Spare Parts,SKU3985,2021-09-02,2021-09-16,2021-09-21,1894,4348.03,8235168.82,Received,WH09,5,1,2021-09,2021Q3
PO0019028,VND00737,Electronics,SKU2193,2021-04-28,2021-05-18,2021-05-18,4141,2422.0,10029502.0,Pending,WH05,0,0,2021-04,2021Q2
PO0019718,VND00679,Electronics,SKU4444,2021-04-27,2021-05-16,2021-05-16,3131,4070.03,12743263.93,Received,WH06,0,0,2021-04,2021Q2
PO0041804,VND00782,IT Equipment,SKU4288,2021-02-24,2021-03-14,2021-04-13,658,66.8,43954.4,Cancelled,WH09,30,1,2021-02,2021Q1
PO0030353,VND00587,Spare Parts,SKU3340,2023-08-24,2023-09-14,2023-10-14,3563,1182.95,4214850.85,Cancelled,WH01,30,1,2023-08,2023Q3
PO0049095,VND00669,Machinery,SKU3884,2023-02-17,2023-03-03,2023-03-03,2116,4124.21,8726828.36,Partially Received,WH05,0,0,2023-02,2023Q1
PO0004038,VND00396,Textiles,SKU2703,2022-10-04,2022-10-25,,2033,3402.91,6918116.03,In Transit,WH08,,,2022-10,2022Q4
PO0021925,VND00800,Electronics,SKU2552,2023-10-26,2023-11-05,2023-11-05,2027,4271.28,8657884.56,Partially Received,WH07,0,0,2023-10,2023Q4
PO0042444,VND00886,IT Equipment,SKU3963,2023-10-17,2023-10-27,2023-10-27,3948,112.16,442807.68,Received,WH06,0,0,2023-10,2023Q4
PO0018669,VND00260,Machinery,SKU1050,2021-01-23,2021-02-14,2021-02-14,4340,1304.65,5662181.0,Received,WH02,0,0,2021-01,2021Q1
PO0040246,VND00263,Textiles,SKU4997,2022-01-23,2022-01-29,2022-02-28,3058,4331.11,13244534.38,In Transit,WH02,30,1,2022-01,2022Q1
PO0018170,VND00920,IT Equipment,SKU1385,2023-11-06,2023-11-12,2023-11-14,3663,4712.0,17260056.0,Partially Received,WH09,2,1,2023-11,2023Q4
PO0047485,VND00588,Packaging,SKU3432,2021-03-19,2021-03-26,2021-03-26,3369,2075.65,6992864.85,Partially Received,WH05,0,0,2021-03,2021Q1
PO0039624,VND00576,Spare Parts,SKU1298,2023-05-05,2023-05-22,2023-06-01,2457,3475.37,8538984.09,Partially Received,WH09,10,1,2023-05,2023Q2
PO0006161,VND00224,Packaging,SKU2190,2024-10-31,2024-11-16,2024-11-13,2833,3442.13,9751554.29,Partially Received,WH03,-3,0,2024-10,2024Q4
PO0011201,VND00082,Textiles,SKU3104,2024-04-30,2024-05-05,2024-05-15,4324,4398.74,19020151.76,Cancelled,WH10,10,1,2024-04,2024Q2
PO0018517,VND00974,Electronics,SKU5812,2023-06-03,2023-06-08,2023-06-08,2008,1441.82,2895174.56,Received,WH08,0,0,2023-06,2023Q2
PO0037617,VND00580,Spare Parts,SKU1639,2024-02-16,2024-03-07,2024-03-07,451,1014.63,457598.13,In Transit,WH03,0,0,2024-02,2024Q1
PO0013454,VND00001,Spare Parts,SKU1545,2023-09-07,2023-09-21,2023-09-21,2280,3102.21,7073038.8,Partially Received,WH02,0,0,2023-09,2023Q3
PO0019196,VND00020,Raw Material,SKU3573,2021-10-28,2021-11-11,2021-12-11,2926,3253.07,9518482.82,Partially Received,WH05,30,1,2021-10,2021Q4
PO0006202,VND00851,Spare Parts,SKU5052,2023-01-26,2023-02-22,2023-02-27,2168,81.98,177732.64,Pending,WH03,5,1,2023-01,2023Q1
PO0041606,VND00156,Spare Parts,SKU5716,2021-05-21,2021-06-13,2021-06-13,2832,3618.2,10246742.4,Partially Received,WH09,0,0,2021-05,2021Q2
PO0016385,VND00265,Raw Material,SKU3696,2023-08-15,2023-08-30,2023-09-29,1104,2548.52,2813566.08,Partially Received,WH06,30,1,2023-08,2023Q3
PO0016546,VND00453,Chemicals,SKU1877,2022-03-30,2022-04-13,2022-04-13,3685,4641.22,17102895.7,Received,WH09,0,0,2022-03,2022Q1
PO0007250,VND00063,Machinery,SKU3380,2022-03-19,2022-04-02,2022-04-04,4772,2043.42,9751200.24,Cancelled,WH01,2,1,2022-03,2022Q1
PO0024675,VND00548,Textiles,SKU3279,2021-04-07,2021-04-25,,3652,587.17,2144344.84,Pending,WH10,,,2021-04,2021Q2
PO0035245,VND00140,Chemicals,SKU4713,2024-01-30,2024-02-14,2024-02-29,276,157.72,43530.72,Pending,WH02,15,1,2024-01,2024Q1
PO0027829,VND00560,Electronics,SKU3761,2022-04-10,2022-04-17,2022-04-17,3438,3044.14,10465753.32,Cancelled,WH03,0,0,2022-04,2022Q2
PO0007166,VND00862,Electronics,SKU3651,2024-12-24,2025-01-09,2025-01-24,3846,4292.46,16508801.16,Partially Received,WH10,15,1,2024-12,2024Q4
PO0025268,VND00569,Machinery,SKU5381,2023-06-08,2023-06-13,2023-07-13,4891,4546.82,22238496.62,Cancelled,WH04,30,1,2023-06,2023Q2
PO0015657,VND00194,Spare Parts,SKU2110,2023-08-04,2023-08-13,2023-08-13,310,4023.72,1247353.2,Received,WH04,0,0,2023-08,2023Q3
PO0030988,VND00555,Machinery,SKU5938,2022-01-19,2022-02-16,2022-02-21,70,2012.79,140895.3,In Transit,WH08,5,1,2022-01,2022Q1
PO0022948,VND00803,Packaging,SKU5613,2021-04-03,2021-04-15,2021-04-15,3628,655.16,2376920.48,Pending,WH04,0,0,2021-04,2021Q2
PO0013330,VND00659,Spare Parts,SKU1018,2023-01-10,2023-01-21,2023-01-31,4399,4106.66,18065197.34,Pending,WH03,10,1,2023-01,2023Q1
PO0039008,VND00864,Textiles,SKU2726,2023-02-17,2023-03-12,2023-03-12,3652,3837.17,14013344.84,Received,WH02,0,0,2023-02,2023Q1
PO0000360,VND00774,Textiles,SKU2262,2022-07-31,2022-08-28,2022-08-28,1449,3274.49,4744736.01,Cancelled,WH03,0,0,2022-07,2022Q3
PO0026646,VND00595,Spare Parts,SKU3121,2022-01-09,2022-01-29,2022-01-26,4336,4371.21,18953566.56,Received,WH05,-3,0,2022-01,2022Q1
PO0025956,VND00674,IT Equipment,SKU4796,2022-08-01,2022-08-09,2022-08-19,760,1948.7,1481012.0,Pending,WH03,10,1,2022-08,2022Q3
PO0021267,VND00956,Spare Parts,SKU5332,2024-04-01,2024-04-06,2024-04-06,4279,4713.18,20167697.22,Received,WH10,0,0,2024-04,2024Q2
PO0037891,VND00256,Spare Parts,SKU5889,2024-02-29,2024-03-21,2024-03-18,1079,1490.64,1608400.56,Pending,WH05,-3,0,2024-02,2024Q1
PO0011610,VND00719,Textiles,SKU1185,2022-08-24,2022-09-09,2022-09-09,876,4041.6,3540441.6,Cancelled,WH03,0,0,2022-08,2022Q3
PO0029990,VND00422,Electronics,SKU2083,2021-08-16,2021-08-21,,4267,246.13,1050236.71,Partially Received,WH01,,,2021-08,2021Q3
PO0036660,VND00338,Spare Parts,SKU2516,2024-12-01,2024-12-16,2024-12-16,4227,613.39,2592799.53,Cancelled,WH03,0,0,2024-12,2024Q4
PO0018380,VND00582,Spare Parts,SKU1764,2023-05-20,2023-05-25,2023-06-09,1964,3481.19,6837057.16,Partially Received,WH03,15,1,2023-05,2023Q2
PO0039545,VND00657,Electronics,SKU5101,2023-07-13,2023-08-05,2023-08-05,1056,3739.13,3948521.28,Partially Received,WH06,0,0,2023-07,2023Q3
PO0017982,VND00047,Spare Parts,SKU2526,2023-05-07,2023-05-26,2023-05-26,3265,3678.31,12009682.15,In Transit,WH05,0,0,2023-05,2023Q2
PO0007788,VND00448,Electronics,SKU3454,2022-08-07,2022-08-17,2022-08-14,916,2741.03,2510783.48,Cancelled,WH01,-3,0,2022-08,2022Q3
PO0025756,VND00941,Raw Material,SKU1490,2021-02-21,2021-03-09,2021-03-24,1402,3321.75,4657093.5,In Transit,WH03,15,1,2021-02,2021Q1
PO0025800,VND00574,Raw Material,SKU2214,2022-11-15,2022-12-10,2022-12-10,2669,1740.45,4645261.05,Cancelled,WH01,0,0,2022-11,2022Q4
PO0001355,VND00813,Spare Parts,SKU5208,2022-04-29,2022-05-22,2022-06-01,29,2608.67,75651.43,In Transit,WH09,10,1,2022-04,2022Q2
PO0019780,VND00033,Spare Parts,SKU2789,2022-05-12,2022-06-07,,4064,2781.11,11302431.04,In Transit,WH08,,,2022-05,2022Q2
PO0008633,VND00805,IT Equipment,SKU3412,2021-10-09,2021-10-16,,3550,204.14,724697.0,Cancelled,WH01,,,2021-10,2021Q4
PO0046511,VND00075,Machinery,SKU1736,2023-03-15,2023-03-21,2023-04-20,860,4042.43,3476489.8,Pending,WH01,30,1,2023-03,2023Q1
PO0005445,VND00520,Packaging,SKU4000,2023-12-06,2024-01-03,2024-02-02,4246,3460.57,14693580.22,Received,WH02,30,1,2023-12,2023Q4
PO0026820,VND00094,Raw Material,SKU1867,2022-12-06,2022-12-29,2023-01-13,1037,4195.91,4351158.67,In Transit,WH09,15,1,2022-12,2022Q4
PO0047969,VND00895,IT Equipment,SKU3946,2024-01-18,2024-01-29,2024-01-29,1767,1933.94,3417271.98,Pending,WH09,0,0,2024-01,2024Q1
PO0031384,VND00251,Machinery,SKU3900,2023-03-19,2023-03-24,2023-03-24,4321,2372.8,10252868.8,Cancelled,WH03,0,0,2023-03,2023Q1
PO0046870,VND00654,Textiles,SKU3006,2022-01-26,2022-02-17,2022-02-17,3284,2135.18,7011931.12,Pending,WH07,0,0,2022-01,2022Q1
PO0028010,VND00153,Textiles,SKU3218,2022-06-29,2022-07-19,2022-07-19,1699,3793.63,6445377.37,Pending,WH03,0,0,2022-06,2022Q2
PO0027200,VND00479,Chemicals,SKU3814,2024-06-09,2024-06-22,2024-07-02,3303,4284.31,14151075.93,Cancelled,WH04,10,1,2024-06,2024Q2
PO0021647,VND00230,Spare Parts,SKU1241,2023-09-25,2023-10-06,2023-10-06,4219,2999.48,12654806.12,Cancelled,WH09,0,0,2023-09,2023Q3
PO0038764,VND00541,Spare Parts,SKU3612,2021-06-04,2021-06-29,,1289,1010.72,1302818.08,Cancelled,WH04,,,2021-06,2021Q2
PO0001124,VND00034,Machinery,SKU1463,2021-03-19,2021-04-10,2021-04-12,1282,208.53,267335.46,Unknown,WH02,2,1,2021-03,2021Q1
PO0005217,VND00704,Raw Material,SKU4337,2023-10-15,2023-11-09,2023-11-09,2391,3696.13,8837446.83,Cancelled,WH10,0,0,2023-10,2023Q4
PO0037166,VND00063,Electronics,SKU4527,2024-09-14,2024-09-30,2024-10-15,64,4711.29,301522.56,Unknown,WH10,15,1,2024-09,2024Q3
PO0048099,VND00355,Electronics,SKU2186,2023-09-27,2023-10-25,,1197,3001.26,3592508.22,Partially Received,WH04,,,2023-09,2023Q3
PO0017200,VND00737,Textiles,SKU2017,2024-07-23,2024-08-16,2024-08-16,3045,3147.48,9584076.6,In Transit,WH04,0,0,2024-07,2024Q3
PO0035107,VND00114,Textiles,SKU2049,2022-02-19,2022-03-20,2022-03-22,4532,1076.13,4877021.16,Pending,WH10,2,1,2022-02,2022Q1
