Inventory_ID,Product_SKU,Product_Name,Product_Category,Warehouse_ID,Warehouse_Location,Stock_On_Hand,Reorder_Level,Units_Sold_Last_Month,Avg_Stock_On_Hand,Snapshot_Date,Supplier_Lead_Time_Days,Inventory_Turnover_Rate,Months_Of_Supply,Stockout_Risk,Overstock_Risk,SKU_In_Purchase_Orders
INV012903,SKU2994,Product_SKU2994,IT Equipment,WH06,Kolkata,7400,1280,2808,2598,2024-05-01,18,12.97,2.64,0,1,1
INV012904,SKU5336,Product_SKU5336,Spare Parts,WH06,Kolkata,7647,1624,5476,6170,2024-05-01,20,10.65,1.4,0,0,1
INV012905,SKU3628,Product_SKU3628,Raw Material,WH06,Kolkata,8926,1792,6828,5772,2024-05-01,15,14.2,1.31,0,0,1
INV012906,SKU3240,Product_SKU3240,Spare Parts,WH06,Kolkata,3969,133,1814,2517,2024-05-01,7,8.65,2.19,0,0,1
INV012907,SKU1113,Product_SKU1113,Spare Parts,WH06,Kolkata,1319,231,1013,2404,2024-05-01,9,5.06,1.3,0,0,1
INV012908,SKU5016,Product_SKU5016,Raw Material,WH06,Kolkata,4985,1882,4349,4091,2024-05-01,24,12.76,1.15,0,0,1
INV012909,SKU5090,Product_SKU5090,IT Equipment,WH06,Kolkata,1828,1978,3807,8569,2024-05-01,23,5.33,0.48,1,0,1
INV012910,SKU5795,Product_SKU5795,Textiles,WH06,Kolkata,5712,1529,1624,8255,2024-05-01,11,2.36,3.52,0,0,1
INV012911,SKU4986,Product_SKU4986,Machinery,WH06,Kolkata,263,1810,5321,8011,2024-05-01,4,7.97,0.05,1,0,1
INV012912,SKU1588,Product_SKU1588,Chemicals,WH06,Kolkata,9779,261,6123,8358,2024-05-01,5,8.79,1.6,0,0,1
INV012913,SKU3034,Product_SKU3034,Textiles,WH06,Kolkata,1737,1903,932,3641,2024-05-01,18,3.07,1.86,1,0,1
INV012914,SKU4946,Product_SKU4946,IT Equipment,WH06,Kolkata,7069,796,1575,3527,2024-05-01,30,5.36,4.49,0,1,1
INV012915,SKU2241,Product_SKU2241,Spare Parts,WH06,Kolkata,4633,467,5379,5723,2024-05-01,6,11.28,0.86,0,0,1
INV012916,SKU1143,Product_SKU1143,Raw Material,WH06,Kolkata,2838,415,3132,2883,2024-05-01,16,13.04,0.91,0,0,1
INV012917,SKU4382,Product_SKU4382,IT Equipment,WH06,Kolkata,1691,1119,6356,1359,2024-05-01,21,56.12,0.27,0,0,1
INV012918,SKU3698,Product_SKU3698,Machinery,WH06,Kolkata,21,1121,7067,1640,2024-05-01,9,51.71,0.0,1,0,1
INV012919,SKU1382,Product_SKU1382,Raw Material,WH06,Kolkata,646,1379,900,537,2024-05-01,28,20.11,0.72,1,0,1
INV012920,SKU2189,Product_SKU2189,Packaging,WH06,Kolkata,540,205,7802,6472,2024-05-01,6,14.47,0.07,0,0,1
INV012921,SKU1552,Product_SKU1552,Packaging,WH06,Kolkata,10000,1975,475,2042,2024-05-01,7,2.79,21.05,0,1,1
INV012922,SKU2066,Product_SKU2066,Electronics,WH06,Kolkata,5952,1850,7755,6852,2024-05-01,27,13.58,0.77,0,0,1
INV012923,SKU1286,Product_SKU1286,Chemicals,WH06,Kolkata,9806,1451,4768,3313,2024-05-01,20,17.27,2.06,0,1,1
INV012924,SKU2444,Product_SKU2444,Chemicals,WH06,Kolkata,7681,1197,2267,3906,2024-05-01,30,6.96,3.39,0,0,1
INV012925,SKU4696,Product_SKU4696,IT Equipment,WH06,Kolkata,9577,759,5075,6514,2024-05-01,25,9.35,1.89,0,0,1
INV012926,SKU3605,Product_SKU3605,Chemicals,WH06,Kolkata,6723,500,5028,2252,2024-05-01,10,26.79,1.34,0,1,1
INV012927,SKU4381,Product_SKU4381,IT Equipment,WH06,Kolkata,5906,1689,1139,3708,2024-05-01,4,3.69,5.19,0,0,1
INV012928,SKU5520,Product_SKU5520,Packaging,WH06,Kolkata,1909,1692,2512,6353,2024-05-01,6,4.74,0.76,0,0,1
INV012929,SKU2825,Product_SKU2825,Chemicals,WH06,Kolkata,7630,1568,2862,5569,2024-05-01,23,6.17,2.67,0,0,1
INV012930,SKU2512,Product_SKU2512,Textiles,WH06,Kolkata,9474,510,1878,6189,2024-05-01,10,3.64,5.04,0,0,1
INV012931,SKU5635,Product_SKU5635,Spare Parts,WH06,Kolkata,2963,984,7950,6427,2024-05-01,16,14.84,0.37,0,0,1
INV012932,SKU3003,Product_SKU3003,Raw Material,WH06,Kolkata,8174,499,5575,2456,2024-05-01,10,27.24,1.47,0,1,1
INV012933,SKU3696,Product_SKU3696,Spare Parts,WH06,Kolkata,2058,122,4552,5275,2024-05-01,12,10.36,0.45,0,0,1
INV012934,SKU3542,Product_SKU3542,Textiles,WH06,Kolkata,6484,862,4158,8362,2024-05-01,26,5.97,1.56,0,0,1
INV012935,SKU4887,Product_SKU4887,Packaging,WH06,Kolkata,6087,334,2197,2322,2024-05-01,23,11.35,2.77,0,1,1
INV012936,SKU2401,Product_SKU2401,Machinery,WH06,Kolkata,5702,1388,6013,1642,2024-05-01,3,43.94,0.95,0,1,1
INV012937,SKU5921,Product_SKU5921,Textiles,WH06,Kolkata,4815,1084,4175,5537,2024-05-01,25,9.05,1.15,0,0,1
INV012938,SKU3644,Product_SKU3644,Electronics,WH06,Kolkata,7318,1120,6408,1302,2024-05-01,27,59.06,1.14,0,1,1
INV012939,SKU5011,Product_SKU5011,Packaging,WH06,Kolkata,5396,1953,2538,5261,2024-05-01,16,5.79,2.13,0,0,1
INV012940,SKU1298,Product_SKU1298,Spare Parts,WH06,Kolkata,2718,1022,1663,7391,2024-05-01,26,2.7,1.63,0,0,1
INV012941,SKU3903,Product_SKU3903,Raw Material,WH06,Kolkata,4262,425,4712,5375,2024-05-01,11,10.52,0.9,0,0,1
INV012942,SKU4692,Product_SKU4692,Packaging,WH06,Kolkata,3598,1348,2006,4363,2024-05-01,8,5.52,1.79,0,0,1
INV012943,SKU2921,Product_SKU2921,IT Equipment,WH06,Kolkata,5212,1770,4531,5330,2024-05-01,22,10.2,1.15,0,0,1
INV012944,SKU4282,Product_SKU4282,Packaging,WH06,Kolkata,441,1595,4657,4236,2024-05-01,12,13.19,0.09,1,0,1
INV012945,SKU5096,Product_SKU5096,Packaging,WH06,Kolkata,6032,486,5474,8604,2024-05-01,7,7.63,1.1,0,0,1
INV012946,SKU5940,Product_SKU5940,Machinery,WH06,Kolkata,5362,1806,959,5437,2024-05-01,9,2.12,5.59,0,0,1
INV012947,SKU1041,Product_SKU1041,Machinery,WH06,Kolkata,3896,1548,4970,8433,2024-05-01,12,7.07,0.78,0,0,1
INV012948,SKU2331,Product_SKU2331,Raw Material,WH06,Kolkata,2497,953,1783,4353,2024-05-01,8,4.92,1.4,0,0,1
INV012949,SKU5602,Product_SKU5602,Electronics,WH06,Kolkata,6185,548,6021,1644,2024-05-01,4,43.95,1.03,0,1,1
INV012950,SKU3439,Product_SKU3439,Chemicals,WH06,Kolkata,1165,295,111,2925,2024-05-01,16,0.46,10.5,0,0,1
INV012951,SKU5591,Product_SKU5591,Textiles,WH06,Kolkata,2560,101,6729,1309,2024-05-01,3,61.69,0.38,0,0,1
INV012952,SKU4672,Product_SKU4672,Chemicals,WH06,Kolkata,3787,1798,6150,5486,2024-05-01,5,13.45,0.62,0,0,1
INV012953,SKU4979,Product_SKU4979,Electronics,WH06,Kolkata,7361,1462,2918,2008,2024-05-01,19,17.44,2.52,0,1,1
INV012954,SKU4005,Product_SKU4005,Machinery,WH06,Kolkata,6947,406,786,5035,2024-05-01,4,1.87,8.84,0,0,1
INV012955,SKU2853,Product_SKU2853,Packaging,WH06,Kolkata,2290,1318,1549,2130,2024-05-01,11,8.73,1.48,0,0,1
INV012956,SKU1721,Product_SKU1721,Spare Parts,WH06,Kolkata,4658,1016,4009,4905,2024-05-01,26,9.81,1.16,0,0,1
INV012957,SKU2367,Product_SKU2367,IT Equipment,WH06,Kolkata,7263,1817,3934,2416,2024-05-01,3,19.54,1.85,0,1,1
INV012958,SKU5134,Product_SKU5134,Packaging,WH06,Kolkata,168,902,718,6991,2024-05-01,30,1.23,0.23,1,0,1
INV012959,SKU5966,Product_SKU5966,Chemicals,WH06,Kolkata,5719,205,4401,4363,2024-05-01,11,12.1,1.3,0,0,1
INV012960,SKU3567,Product_SKU3567,Packaging,WH06,Kolkata,4551,1231,6144,6019,2024-05-01,26,12.25,0.74,0,0,1
INV012961,SKU4790,Product_SKU4790,Raw Material,WH06,Kolkata,1580,120,7500,1210,2024-05-01,28,74.38,0.21,0,0,1
INV012962,SKU5855,Product_SKU5855,Spare Parts,WH06,Kolkata,962,1022,7405,3707,2024-05-01,22,23.97,0.13,1,0,1
INV012963,SKU3925,Product_SKU3925,Spare Parts,WH06,Kolkata,8892,1920,3688,1068,2024-05-01,5,41.44,2.41,0,1,1
INV012964,SKU1505,Product_SKU1505,Textiles,WH06,Kolkata,6199,1807,5396,4681,2024-05-01,12,13.83,1.15,0,0,1
INV012965,SKU5699,Product_SKU5699,Chemicals,WH06,Kolkata,554,1906,4859,6014,2024-05-01,22,9.7,0.11,1,0,1
INV012966,SKU1988,Product_SKU1988,Packaging,WH06,Kolkata,9227,1529,4677,3162,2024-05-01,22,17.75,1.97,0,1,1
INV012967,SKU1100,Product_SKU1100,Textiles,WH06,Kolkata,570,1789,2604,6962,2024-05-01,29,4.49,0.22,1,0,1
INV012968,SKU2387,Product_SKU2387,Packaging,WH06,Kolkata,4575,254,2306,3553,2024-05-01,16,7.79,1.98,0,0,1
INV012969,SKU5668,Product_SKU5668,Spare Parts,WH06,Kolkata,3466,1819,3502,3832,2024-05-01,13,10.97,0.99,0,0,1
INV012970,SKU4405,Product_SKU4405,Machinery,WH06,Kolkata,828,1982,7052,4221,2024-05-01,10,20.05,0.12,1,0,1
INV012971,SKU5718,Product_SKU5718,Spare Parts,WH06,Kolkata,6222,1231,5695,8580,2024-05-01,4,7.97,1.09,0,0,1
INV012972,SKU4856,Product_SKU4856,IT Equipment,WH06,Kolkata,5287,799,4077,1998,2024-05-01,21,24.49,1.3,0,1,1
INV012973,SKU1695,Product_SKU1695,Packaging,WH06,Kolkata,4582,1355,3365,588,2024-05-01,24,68.67,1.36,0,1,1
INV012974,SKU5416,Product_SKU5416,IT Equipment,WH06,Kolkata,8122,743,7906,698,2024-05-01,22,135.92,1.03,0,1,1
INV012975,SKU4666,Product_SKU4666,Chemicals,WH06,Kolkata,8282,1900,3700,5382,2024-05-01,18,8.25,2.24,0,0,1
INV012976,SKU1304,Product_SKU1304,Electronics,WH06,Kolkata,4187,1920,3400,8105,2024-05-01,20,5.03,1.23,0,0,1
INV012977,SKU1510,Product_SKU1510,Spare Parts,WH06,Kolkata,9088,1168,1142,3487,2024-05-01,11,3.93,7.96,0,1,1
INV012978,SKU5934,Product_SKU5934,Spare Parts,WH06,Kolkata,9821,1227,2405,5536,2024-05-01,4,5.21,4.08,0,0,1
INV012979,SKU2108,Product_SKU2108,IT Equipment,WH06,Kolkata,5949,1971,5597,4036,2024-05-01,13,16.64,1.06,0,0,1
INV012980,SKU3360,Product_SKU3360,Spare Parts,WH06,Kolkata,3584,478,7230,3372,2024-05-01,14,25.73,0.5,0,0,1
INV012981,SKU5696,Product_SKU5696,Textiles,WH06,Kolkata,7652,368,5291,7054,2024-05-01,17,9.0,1.45,0,0,1
INV012982,SKU4114,Product_SKU4114,Packaging,WH06,Kolkata,396,1707,1331,8301,2024-05-01,17,1.92,0.3,1,0,1
INV012983,SKU3821,Product_SKU3821,Machinery,WH06,Kolkata,8626,831,4619,6741,2024-05-01,5,8.22,1.87,0,0,1
INV012984,SKU1594,Product_SKU1594,Textiles,WH06,Kolkata,2897,324,5881,5583,2024-05-01,4,12.64,0.49,0,0,1
INV012985,SKU5954,Product_SKU5954,Raw Material,WH06,Kolkata,3178,268,5119,5181,2024-05-01,18,11.86,0.62,0,0,1
INV012986,SKU4479,Product_SKU4479,IT Equipment,WH06,Kolkata,6025,752,5753,7409,2024-05-01,7,9.32,1.05,0,0,1
INV012987,SKU1051,Product_SKU1051,Electronics,WH06,Kolkata,5899,1270,682,2840,2024-05-01,19,2.88,8.65,0,1,1
INV012988,SKU1459,Product_SKU1459,Machinery,WH06,Kolkata,979,1173,999,4322,2024-05-01,4,2.77,0.98,1,0,1
INV012989,SKU4749,Product_SKU4749,IT Equipment,WH06,Kolkata,1395,1062,6154,7838,2024-05-01,17,9.42,0.23,0,0,1
INV012990,SKU5992,Product_SKU5992,Raw Material,WH06,Kolkata,7401,1043,7293,3713,2024-05-01,16,23.57,1.01,0,0,1
INV012991,SKU3085,Product_SKU3085,Textiles,WH06,Kolkata,3107,1245,4948,4538,2024-05-01,12,13.08,0.63,0,0,1
INV012992,SKU2662,Product_SKU2662,Chemicals,WH06,Kolkata,7791,1139,1915,7134,2024-05-01,8,3.22,4.07,0,0,1
INV012993,SKU1788,Product_SKU1788,IT Equipment,WH06,Kolkata,7912,1951,2120,4189,2024-05-01,5,6.07,3.73,0,0,1
INV012994,SKU2354,Product_SKU2354,Machinery,WH06,Kolkata,6303,941,3238,6695,2024-05-01,22,5.8,1.95,0,0,1
INV012995,SKU3268,Product_SKU3268,Raw Material,WH06,Kolkata,6329,226,3493,2482,2024-05-01,22,16.89,1.81,0,1,1
INV012996,SKU1779,Product_SKU1779,Raw Material,WH06,Kolkata,437,673,4000,5042,2024-05-01,29,9.52,0.11,1,0,1
INV012997,SKU3184,Product_SKU3184,Machinery,WH06,Kolkata,1062,1085,3164,958,2024-05-01,20,39.63,0.34,1,0,1
INV012998,SKU3263,Product_SKU3263,Raw Material,WH06,Kolkata,7950,1115,7261,6204,2024-05-01,13,14.04,1.09,0,0,1
INV012999,SKU3849,Product_SKU3849,Raw Material,WH06,Kolkata,5994,1069,3469,7360,2024-05-01,10,5.66,1.73,0,0,1
INV013000,SKU4390,Product_SKU4390,Textiles,WH06,Kolkata,6142,182,352,6318,2024-05-01,30,0.67,17.45,0,0,1
INV013001,SKU3433,Product_SKU3433,Spare Parts,WH07,Pune,1570,1428,873,7250,2024-05-01,8,1.44,1.8,0,0,1
INV013002,SKU3262,Product_SKU3262,Machinery,WH07,Pune,9426,154,4382,8565,2024-05-01,20,6.14,2.15,0,0,1
INV013003,SKU3963,Product_SKU3963,Spare Parts,WH07,Pune,6598,736,2894,5406,2024-05-01,21,6.42,2.28,0,0,1
INV013004,SKU2935,Product_SKU2935,Packaging,WH07,Pune,5787,421,751,6170,2024-05-01,11,1.46,7.71,0,0,1
INV013005,SKU4038,Product_SKU4038,Machinery,WH07,Pune,4091,1636,169,3148,2024-05-01,7,0.64,24.21,0,0,1
INV013006,SKU2139,Product_SKU2139,Electronics,WH07,Pune,7028,1152,5175,8985,2024-05-01,17,6.91,1.36,0,0,1
INV013007,SKU2781,Product_SKU2781,IT Equipment,WH07,Pune,6897,1252,2732,3668,2024-05-01,28,8.94,2.52,0,0,1
INV013008,SKU2203,Product_SKU2203,IT Equipment,WH07,Pune,5130,1416,2563,1282,2024-05-01,15,23.99,2.0,0,1,1
INV013009,SKU3584,Product_SKU3584,Textiles,WH07,Pune,4957,470,3757,8613,2024-05-01,23,5.23,1.32,0,0,1
INV013010,SKU3424,Product_SKU3424,Spare Parts,WH07,Pune,1922,240,4921,7257,2024-05-01,27,8.14,0.39,0,0,1
INV013011,SKU2845,Product_SKU2845,Electronics,WH07,Pune,9010,192,5174,5733,2024-05-01,14,10.83,1.74,0,0,1
INV013012,SKU2738,Product_SKU2738,Packaging,WH07,Pune,4774,1086,301,2240,2024-05-01,17,1.61,15.86,0,1,1
INV013013,SKU4803,Product_SKU4803,Packaging,WH07,Pune,7993,668,6860,3065,2024-05-01,13,26.86,1.17,0,1,1
INV013014,SKU3390,Product_SKU3390,Machinery,WH07,Pune,9510,1029,1356,8675,2024-05-01,23,1.88,7.01,0,0,1
INV013015,SKU5457,Product_SKU5457,Spare Parts,WH07,Pune,4774,399,6351,772,2024-05-01,22,98.72,0.75,0,1,1
INV013016,SKU4484,Product_SKU4484,Packaging,WH07,Pune,3332,288,2075,3727,2024-05-01,19,6.68,1.61,0,0,1
INV013017,SKU4834,Product_SKU4834,Machinery,WH07,Pune,4842,801,2645,5453,2024-05-01,24,5.82,1.83,0,0,1
INV013018,SKU3196,Product_SKU3196,Raw Material,WH07,Pune,3586,718,2410,3701,2024-05-01,29,7.81,1.49,0,0,1
INV013019,SKU4226,Product_SKU4226,Machinery,WH07,Pune,2412,1651,5690,6668,2024-05-01,13,10.24,0.42,0,0,1
INV013020,SKU1353,Product_SKU1353,Textiles,WH07,Pune,3020,432,776,2669,2024-05-01,10,3.49,3.89,0,0,1
INV013021,SKU5197,Product_SKU5197,Spare Parts,WH07,Pune,4353,1785,6102,3563,2024-05-01,30,20.55,0.71,0,0,1
INV013022,SKU4810,Product_SKU4810,Machinery,WH07,Pune,1986,160,3843,1523,2024-05-01,14,30.28,0.52,0,0,1
INV013023,SKU5015,Product_SKU5015,Machinery,WH07,Pune,9223,112,1522,3420,2024-05-01,6,5.34,6.06,0,1,1
INV013024,SKU5787,Product_SKU5787,Raw Material,WH07,Pune,9811,204,2706,8334,2024-05-01,17,3.9,3.63,0,0,1
INV013025,SKU2675,Product_SKU2675,Chemicals,WH07,Pune,769,395,2924,3059,2024-05-01,18,11.47,0.26,0,0,1
INV013026,SKU5163,Product_SKU5163,Chemicals,WH07,Pune,3746,241,1754,646,2024-05-01,12,32.58,2.14,0,1,1
INV013027,SKU5654,Product_SKU5654,Textiles,WH07,Pune,5069,1820,4464,7320,2024-05-01,26,7.32,1.14,0,0,1
INV013028,SKU1044,Product_SKU1044,Packaging,WH07,Pune,9366,1341,789,4217,2024-05-01,8,2.25,11.87,0,1,1
INV013029,SKU4740,Product_SKU4740,Textiles,WH07,Pune,2366,1518,2988,2723,2024-05-01,5,13.17,0.79,0,0,1
INV013030,SKU2029,Product_SKU2029,Raw Material,WH07,Pune,3335,1488,5241,1742,2024-05-01,12,36.1,0.64,0,0,1
INV013031,SKU5824,Product_SKU5824,IT Equipment,WH07,Pune,3531,1304,4438,4620,2024-05-01,24,11.53,0.8,0,0,1
INV013032,SKU4162,Product_SKU4162,Raw Material,WH07,Pune,8331,113,7422,2103,2024-05-01,10,42.35,1.12,0,1,1
INV013033,SKU2368,Product_SKU2368,Electronics,WH07,Pune,8455,264,643,6178,2024-05-01,20,1.25,13.15,0,0,1
INV013034,SKU2106,Product_SKU2106,Machinery,WH07,Pune,3784,818,1747,6139,2024-05-01,8,3.41,2.17,0,0,1
INV013035,SKU1707,Product_SKU1707,Textiles,WH07,Pune,9535,775,302,1264,2024-05-01,25,2.87,31.57,0,1,1
INV013036,SKU5204,Product_SKU5204,Textiles,WH07,Pune,1435,493,2852,2336,2024-05-01,26,14.65,0.5,0,0,1
INV013037,SKU3945,Product_SKU3945,Packaging,WH07,Pune,794,1079,3731,4907,2024-05-01,23,9.12,0.21,1,0,1
INV013038,SKU5744,Product_SKU5744,Chemicals,WH07,Pune,1628,1508,3807,3439,2024-05-01,18,13.28,0.43,0,0,1
INV013039,SKU5581,Product_SKU5581,Raw Material,WH07,Pune,7442,814,1232,2769,2024-05-01,22,5.34,6.04,0,1,1
INV013040,SKU5851,Product_SKU5851,Machinery,WH07,Pune,8644,922,5233,4627,2024-05-01,19,13.57,1.65,0,0,1
INV013041,SKU5060,Product_SKU5060,Machinery,WH07,Pune,5884,619,115,1759,2024-05-01,16,0.78,51.17,0,1,1
INV013042,SKU1026,Product_SKU1026,IT Equipment,WH07,Pune,4195,1623,2022,4956,2024-05-01,12,4.9,2.07,0,0,1
INV013043,SKU1631,Product_SKU1631,Electronics,WH07,Pune,2177,518,322,1187,2024-05-01,11,3.26,6.76,0,0,1
INV013044,SKU2129,Product_SKU2129,Electronics,WH07,Pune,6353,1786,313,4469,2024-05-01,24,0.84,20.3,0,0,1
INV013045,SKU1508,Product_SKU1508,Chemicals,WH07,Pune,3357,1325,7526,7134,2024-05-01,6,12.66,0.45,0,0,1
INV013046,SKU1922,Product_SKU1922,Electronics,WH07,Pune,4156,1395,208,4905,2024-05-01,21,0.51,19.98,0,0,1
INV013047,SKU2584,Product_SKU2584,Machinery,WH07,Pune,6034,313,2783,6226,2024-05-01,22,5.36,2.17,0,0,1
INV013048,SKU4536,Product_SKU4536,Spare Parts,WH07,Pune,5058,1058,4154,5914,2024-05-01,4,8.43,1.22,0,0,1
INV013049,SKU5643,Product_SKU5643,Packaging,WH07,Pune,7885,1441,748,6482,2024-05-01,12,1.38,10.54,0,0,1
INV013050,SKU5998,Product_SKU5998,Chemicals,WH07,Pune,3471,555,5173,2308,2024-05-01,10,26.9,0.67,0,0,1
INV013051,SKU1898,Product_SKU1898,Raw Material,WH07,Pune,3279,1096,5051,1680,2024-05-01,13,36.08,0.65,0,0,1
INV013052,SKU3753,Product_SKU3753,Electronics,WH07,Pune,7821,1609,1030,7100,2024-05-01,20,1.74,7.59,0,0,1
INV013053,SKU1575,Product_SKU1575,Chemicals,WH07,Pune,8447,423,6131,4057,2024-05-01,4,18.13,1.38,0,1,1
INV013054,SKU5950,Product_SKU5950,Spare Parts,WH07,Pune,683,979,2227,802,2024-05-01,26,33.32,0.31,1,0,1
INV013055,SKU5716,Product_SKU5716,Raw Material,WH07,Pune,9714,1457,4094,5248,2024-05-01,27,9.36,2.37,0,0,1
INV013056,SKU4731,Product_SKU4731,Raw Material,WH07,Pune,5110,1873,5169,4669,2024-05-01,30,13.29,0.99,0,0,1
INV013057,SKU1885,Product_SKU1885,Chemicals,WH07,Pune,2428,1247,1996,7557,2024-05-01,3,3.17,1.22,0,0,1
INV013058,SKU5552,Product_SKU5552,Textiles,WH07,Pune,3538,1505,543,2860,2024-05-01,14,2.28,6.52,0,0,1
INV013059,SKU2156,Product_SKU2156,Chemicals,WH07,Pune,1962,1429,672,7015,2024-05-01,29,1.15,2.92,0,0,1
INV013060,SKU2808,Product_SKU2808,Raw Material,WH07,Pune,158,1997,7636,8702,2024-05-01,25,10.53,0.02,1,0,1
INV013061,SKU3327,Product_SKU3327,Spare Parts,WH07,Pune,167,1455,7986,5697,2024-05-01,24,16.82,0.02,1,0,1
INV013062,SKU1101,Product_SKU1101,Textiles,WH07,Pune,5329,1355,5291,4048,2024-05-01,25,15.68,1.01,0,0,1
INV013063,SKU4457,Product_SKU4457,Spare Parts,WH07,Pune,9164,286,2063,7366,2024-05-01,3,3.36,4.44,0,0,1
INV013064,SKU5283,Product_SKU5283,Textiles,WH07,Pune,2606,124,1679,922,2024-05-01,14,21.85,1.55,0,1,1
INV013065,SKU2732,Product_SKU2732,IT Equipment,WH07,Pune,8301,1817,6517,7419,2024-05-01,15,10.54,1.27,0,0,1
INV013066,SKU4617,Product_SKU4617,Chemicals,WH07,Pune,9862,1494,7084,6723,2024-05-01,7,12.64,1.39,0,0,1
INV013067,SKU4960,Product_SKU4960,IT Equipment,WH07,Pune,7604,1741,2939,7617,2024-05-01,13,4.63,2.59,0,0,1
INV013068,SKU1329,Product_SKU1329,Chemicals,WH07,Pune,1476,1942,2297,5609,2024-05-01,21,4.91,0.64,1,0,1
INV013069,SKU4576,Product_SKU4576,IT Equipment,WH07,Pune,4768,1377,5936,4623,2024-05-01,12,15.41,0.8,0,0,1
INV013070,SKU4121,Product_SKU4121,Raw Material,WH07,Pune,5272,1897,2846,2227,2024-05-01,10,15.34,1.85,0,1,1
INV013071,SKU2981,Product_SKU2981,Machinery,WH07,Pune,4607,701,2323,1691,2024-05-01,11,16.48,1.98,0,1,1
INV013072,SKU3153,Product_SKU3153,Packaging,WH07,Pune,8527,1238,6902,2403,2024-05-01,24,34.47,1.24,0,1,1
INV013073,SKU1673,Product_SKU1673,Raw Material,WH07,Pune,8212,1550,2851,6685,2024-05-01,17,5.12,2.88,0,0,1
INV013074,SKU3951,Product_SKU3951,Textiles,WH07,Pune,7360,849,3971,7116,2024-05-01,28,6.7,1.85,0,0,1
INV013075,SKU2016,Product_SKU2016,IT Equipment,WH07,Pune,7601,340,2139,8324,2024-05-01,12,3.08,3.55,0,0,1
INV013076,SKU5038,Product_SKU5038,Spare Parts,WH07,Pune,6992,408,5849,3096,2024-05-01,11,22.67,1.2,0,1,1
INV013077,SKU4308,Product_SKU4308,Packaging,WH07,Pune,1416,1937,4403,4707,2024-05-01,24,11.22,0.32,1,0,1
INV013078,SKU2060,Product_SKU2060,Spare Parts,WH07,Pune,4628,325,6080,8100,2024-05-01,12,9.01,0.76,0,0,1
INV013079,SKU3548,Product_SKU3548,Raw Material,WH07,Pune,9417,1880,367,2681,2024-05-01,27,1.64,25.66,0,1,1
INV013080,SKU2406,Product_SKU2406,Spare Parts,WH07,Pune,675,1969,4942,1740,2024-05-01,12,34.08,0.14,1,0,1
INV013081,SKU3953,Product_SKU3953,IT Equipment,WH07,Pune,9873,1408,1361,2194,2024-05-01,20,7.44,7.25,0,1,1
INV013082,SKU4737,Product_SKU4737,Raw Material,WH07,Pune,3820,655,4000,579,2024-05-01,6,82.9,0.96,0,1,1
INV013083,SKU3451,Product_SKU3451,Spare Parts,WH07,Pune,1051,1938,1576,7592,2024-05-01,3,2.49,0.67,1,0,1
INV013084,SKU4403,Product_SKU4403,Packaging,WH07,Pune,1371,739,3963,4817,2024-05-01,3,9.87,0.35,0,0,1
INV013085,SKU1522,Product_SKU1522,Spare Parts,WH07,Pune,8603,1422,4909,4039,2024-05-01,12,14.58,1.75,0,1,1
INV013086,SKU4797,Product_SKU4797,Raw Material,WH07,Pune,7649,1367,125,3052,2024-05-01,28,0.49,61.19,0,1,1
INV013087,SKU4025,Product_SKU4025,Raw Material,WH07,Pune,7898,1937,193,1663,2024-05-01,8,1.39,40.92,0,1,1
INV013088,SKU1681,Product_SKU1681,Textiles,WH07,Pune,3526,827,960,6437,2024-05-01,18,1.79,3.67,0,0,1
INV013089,SKU2879,Product_SKU2879,Textiles,WH07,Pune,7051,1768,2046,1162,2024-05-01,15,21.13,3.45,0,1,1
INV013090,SKU3149,Product_SKU3149,Spare Parts,WH07,Pune,5732,427,5304,3332,2024-05-01,19,19.1,1.08,0,0,1
INV013091,SKU3172,Product_SKU3172,Packaging,WH07,Pune,9547,1625,3122,5727,2024-05-01,8,6.54,3.06,0,0,1
INV013092,SKU2110,Product_SKU2110,IT Equipment,WH07,Pune,6769,1829,4443,5497,2024-05-01,12,9.7,1.52,0,0,1
INV013093,SKU1702,Product_SKU1702,Electronics,WH07,Pune,1005,1074,7552,3139,2024-05-01,21,28.87,0.13,1,0,1
INV013094,SKU1757,Product_SKU1757,Electronics,WH07,Pune,9799,1997,3526,3044,2024-05-01,6,13.9,2.78,0,1,1
INV013095,SKU4503,Product_SKU4503,Textiles,WH07,Pune,1135,1028,7296,3316,2024-05-01,8,26.4,0.16,0,0,1
INV013096,SKU4451,Product_SKU4451,Packaging,WH07,Pune,4473,1191,3661,1782,2024-05-01,19,24.65,1.22,0,1,1
INV013097,SKU4462,Product_SKU4462,Textiles,WH07,Pune,3840,1904,2911,2304,2024-05-01,16,15.16,1.32,0,0,1
INV013098,SKU4643,Product_SKU4643,Machinery,WH07,Pune,3277,1535,7090,5756,2024-05-01,27,14.78,0.46,0,0,1
INV013099,SKU5873,Product_SKU5873,Machinery,WH07,Pune,2396,647,651,3643,2024-05-01,5,2.14,3.68,0,0,1
INV013100,SKU3640,Product_SKU3640,Chemicals,WH07,Pune,5597,1652,192,6364,2024-05-01,27,0.36,29.15,0,0,1
INV013101,SKU2130,Product_SKU2130,IT Equipment,WH07,Pune,8682,1530,2408,5062,2024-05-01,21,5.71,3.61,0,0,1
INV013102,SKU2689,Product_SKU2689,Electronics,WH07,Pune,4935,1395,5626,3047,2024-05-01,6,22.16,0.88,0,0,1
