Return_ID,PO_ID,Vendor_ID,Product_SKU,Product_Category,Return_Date,Return_Reason,Return_Qty,Unit_Price_INR,Return_Value,High_Value_Return,Approved_By,Refund_Status,Return_Month
RET0003601,PO0012299,VND00841,SKU3490,Packaging,2024-03-25,Expired Product,208,3904.33,812100.64,0,Manager_B,Processed,2024-03
RET0003919,PO0019657,VND00526,SKU4578,Packaging,2022-10-15,Wrong Quantity,490,3095.25,1516672.5,1,Manager_C,Processed,2022-10
RET0004333,PO0043282,VND00500,SKU4624,Textiles,2022-08-25,Wrong Quantity,139,2964.33,412041.87,0,Unassigned,Processed,2022-08
RET0002532,PO0002526,VND00229,SKU3432,Chemicals,2021-01-27,Overshipment,262,2602.66,681896.92,0,Manager_A,Processed,2021-01
RET0004151,PO0002756,VND00760,SKU4832,Spare Parts,2024-09-19,Damaged Packaging,230,2287.13,526039.9,0,Unassigned,Rejected,2024-09
RET0002248,PO0042837,VND00019,SKU4409,Electronics,2024-03-11,Wrong Quantity,15,3637.63,54564.45,0,Manager_B,Processed,2024-03
RET0002214,PO0017981,VND00591,SKU2766,Textiles,2024-03-08,Wrong Quantity,27,269.45,7275.15,0,Manager_C,Pending,2024-03
RET0003450,PO0028104,VND00913,SKU1918,Machinery,2024-03-08,Expired Product,236,3083.68,727748.48,0,Manager_B,Processed,2024-03
RET0002072,PO0033598,VND00693,SKU3154,Spare Parts,2021-10-05,Wrong Item Delivered,63,3004.87,189306.81,0,Manager_B,Pending,2021-10
RET0003478,PO0043369,VND00494,SKU1210,Chemicals,2024-11-13,Overshipment,452,3750.77,1695348.04,1,Manager_B,Pending,2024-11
RET0004734,PO0036578,VND00349,SKU3714,Chemicals,2021-12-01,Wrong Item Delivered,213,3206.83,683054.79,0,Unassigned,Pending,2021-12
RET0002263,PO0025714,VND00431,SKU1010,Electronics,2024-04-05,Overshipment,204,2032.01,414530.04,0,Unassigned,Processed,2024-04
RET0001205,PO0021180,VND00820,SKU4551,Textiles,2024-06-19,Wrong Quantity,414,1931.94,799823.16,0,Unassigned,Processed,2024-06
RET0000911,PO0028943,VND00085,SKU1881,Textiles,2021-08-04,Expired Product,112,4303.99,482046.88,0,Unassigned,Pending,2021-08
RET0002549,PO0016522,VND00552,SKU3274,IT Equipment,2022-06-04,Wrong Quantity,266,1856.43,493810.38,0,Manager_A,Pending,2022-06
RET0002157,PO0036254,VND00756,SKU4601,Packaging,2022-12-05,Quality Failure,40,2073.68,82947.2,0,Manager_C,Processed,2022-12
RET0000702,PO0006695,VND00654,SKU5984,Raw Material,2024-11-15,Quality Failure,386,1330.61,513615.46,0,Manager_A,Processed,2024-11
RET0000712,PO0029947,VND00955,SKU4772,Packaging,2023-03-17,Damaged Packaging,294,484.49,142440.06,0,Manager_B,Pending,2023-03
RET0000540,PO0018918,VND00539,SKU3584,Textiles,2024-11-30,Quality Failure,148,2836.26,419766.48,0,Manager_A,Pending,2024-11
RET0000419,PO0016291,VND00734,SKU5608,Electronics,2023-11-21,Overshipment,433,940.07,407050.31,0,Manager_A,Processed,2023-11
RET0003800,PO0007847,VND00493,SKU3283,Machinery,2024-12-08,Defective Item,409,2213.94,905501.46,0,Manager_A,Processed,2024-12
RET0004412,PO0044325,VND00668,SKU4275,Raw Material,2024-11-19,Wrong Item Delivered,267,2820.18,752988.06,0,Manager_B,Rejected,2024-11
RET0001954,PO0038177,VND00044,SKU3821,Chemicals,2024-04-17,Wrong Item Delivered,32,1323.06,42337.92,0,Manager_B,Processed,2024-04
RET0002340,PO0024018,VND00749,SKU4302,Chemicals,2021-04-18,Wrong Quantity,19,4719.71,89674.49,0,Manager_A,Rejected,2021-04
RET0002533,PO0037703,VND00673,SKU4297,Electronics,2024-09-27,Damaged Packaging,107,1128.37,120735.59,0,Manager_A,Processed,2024-09
RET0002764,PO0029451,VND00997,SKU4951,IT Equipment,2022-10-19,Quality Failure,28,2271.95,63614.6,0,Manager_A,Processed,2022-10
RET0000598,PO0004423,VND00124,SKU3085,IT Equipment,2023-06-18,Wrong Quantity,273,3832.55,1046286.15,0,Manager_A,Pending,2023-06
RET0004255,PO0047418,VND00419,SKU4618,Spare Parts,2022-05-24,Damaged Packaging,480,2072.96,995020.8,0,Manager_B,Processed,2022-05
RET0001678,PO0027897,VND00530,SKU3090,Spare Parts,2021-06-08,Overshipment,124,2818.47,349490.28,0,Manager_A,Pending,2021-06
RET0004906,PO0044877,VND00172,SKU2505,IT Equipment,2023-10-22,Wrong Item Delivered,293,1499.17,439256.81,0,Unassigned,Processed,2023-10
RET0003577,PO0028930,VND00730,SKU5652,IT Equipment,2023-01-05,Unknown,365,132.05,48198.25,0,Manager_C,Processed,2023-01
RET0000365,PO0009654,VND00968,SKU3819,Packaging,2024-05-26,Overshipment,71,2382.9,169185.9,0,Manager_A,Pending,2024-05
RET0003270,PO0040410,VND00709,SKU2981,Machinery,2022-01-29,Expired Product,315,2950.04,929262.6,0,Manager_C,Processed,2022-01
RET0003713,PO0044257,VND00592,SKU5969,Chemicals,2023-08-27,Wrong Item Delivered,388,4086.54,1585577.52,1,Manager_B,Processed,2023-08
RET0001015,PO0028158,VND00406,SKU3382,Packaging,2021-02-27,Damaged Packaging,220,3847.07,846355.4,0,Manager_A,Rejected,2021-02
RET0002819,PO0023178,VND00741,SKU3775,Textiles,2023-04-29,Wrong Quantity,395,279.49,110398.55,0,Manager_C,Processed,2023-04
RET0001162,PO0034490,VND00420,SKU2748,Spare Parts,2021-07-25,Wrong Quantity,106,3748.86,397379.16,0,Manager_B,Processed,2021-07
RET0003718,PO0043795,VND00013,SKU5212,Raw Material,2023-05-13,Expired Product,97,1996.93,193702.21,0,Manager_A,Processed,2023-05
RET0000592,PO0046760,VND00796,SKU3442,Packaging,2022-02-10,Quality Failure,247,1740.2,429829.4,0,Unassigned,Pending,2022-02
RET0004982,PO0030236,VND00457,SKU1273,Chemicals,2021-03-03,Overshipment,298,1309.49,390228.02,0,Manager_C,Processed,2021-03
RET0000720,PO0040053,VND00855,SKU3207,Packaging,2021-09-02,Wrong Quantity,463,2325.28,1076604.64,0,Manager_C,Rejected,2021-09
RET0004094,PO0025171,VND00903,SKU3964,Spare Parts,2021-12-09,Wrong Quantity,477,1242.21,592534.17,0,Unassigned,Processed,2021-12
RET0000740,PO0001374,VND00067,SKU4948,Machinery,2023-05-08,Quality Failure,32,2493.72,79799.04,0,Manager_B,Processed,2023-05
RET0002694,PO0004957,VND00586,SKU5545,Electronics,2022-02-01,Overshipment,406,3829.57,1554805.42,1,Unassigned,Processed,2022-02
RET0000141,PO0005832,VND00630,SKU2345,Raw Material,2023-05-03,Wrong Quantity,378,1231.46,465491.88,0,Manager_B,Processed,2023-05
RET0001546,PO0020386,VND00357,SKU1048,Machinery,2021-11-14,Expired Product,11,3993.28,43926.08,0,Manager_A,Processed,2021-11
RET0001034,PO0004948,VND00861,SKU2996,Raw Material,2022-08-03,Unknown,242,4734.29,1145698.18,0,Unassigned,Processed,2022-08
RET0004880,PO0012370,VND00573,SKU5868,Spare Parts,2021-12-30,Wrong Item Delivered,46,1373.4,63176.4,0,Manager_B,Processed,2021-12
RET0000605,PO0043910,VND00317,SKU3505,Electronics,2024-04-23,Quality Failure,173,1427.73,246997.29,0,Manager_B,Processed,2024-04
RET0002758,PO0043279,VND00532,SKU5452,Packaging,2021-12-29,Wrong Item Delivered,424,2092.01,887012.24,0,Manager_A,Processed,2021-12
RET0002822,PO0005374,VND00009,SKU1219,Textiles,2024-08-03,Defective Item,123,2617.88,321999.24,0,Manager_C,Processed,2024-08
RET0000245,PO0039734,VND00559,SKU3197,Spare Parts,2024-12-03,Unknown,352,3407.13,1199309.76,0,Manager_A,Unknown,2024-12
RET0000469,PO0019696,VND00836,SKU5983,Electronics,2021-10-29,Quality Failure,198,2432.49,481633.02,0,Manager_A,Pending,2021-10
RET0001444,PO0026001,VND00504,SKU5653,Chemicals,2023-11-23,Wrong Quantity,123,4794.38,589708.74,0,Manager_A,Pending,2023-11
RET0003372,PO0029153,VND00759,SKU4275,Chemicals,2024-05-09,Overshipment,479,734.97,352050.63,0,Unassigned,Rejected,2024-05
RET0002433,PO0045794,VND00522,SKU2996,Packaging,2022-08-27,Overshipment,319,2612.1,833259.9,0,Unassigned,Processed,2022-08
RET0003944,PO0020854,VND00703,SKU2605,Chemicals,2024-04-03,Quality Failure,23,3481.9,80083.7,0,Manager_A,Pending,2024-04
RET0001466,PO0016710,VND00655,SKU3907,Spare Parts,2022-01-29,Quality Failure,423,3988.75,1687241.25,1,Manager_C,Processed,2022-01
RET0003774,PO0000451,VND00766,SKU4821,Spare Parts,2024-10-15,Expired Product,415,329.78,136858.7,0,Manager_B,Processed,2024-10
RET0001559,PO0039485,VND00164,SKU5272,Electronics,2023-05-10,Expired Product,53,762.65,40420.45,0,Manager_B,Pending,2023-05
RET0002545,PO0031147,VND00514,SKU4697,Electronics,2021-05-24,Expired Product,274,372.16,101971.84,0,Unassigned,Unknown,2021-05
RET0004626,PO0017196,VND00040,SKU4915,Electronics,2023-06-18,Unknown,132,4102.78,541566.96,0,Manager_B,Processed,2023-06
RET0000589,PO0037947,VND00210,SKU4880,Chemicals,2024-12-04,Expired Product,199,4569.2,909270.8,0,Manager_A,Processed,2024-12
RET0000362,PO0033994,VND00422,SKU3916,Textiles,2024-05-24,Overshipment,195,2196.65,428346.75,0,Manager_B,Pending,2024-05
RET0004796,PO0029877,VND00781,SKU2394,IT Equipment,2023-06-26,Expired Product,98,1851.25,181422.5,0,Manager_A,Pending,2023-06
RET0001867,PO0029271,VND00063,SKU1270,Raw Material,2024-01-01,Wrong Quantity,2,1839.59,3679.18,0,Unassigned,Processed,2024-01
RET0002049,PO0010811,VND00688,SKU3244,Raw Material,2024-07-25,Expired Product,351,3365.51,1181294.01,0,Manager_B,Processed,2024-07
RET0003410,PO0005899,VND00036,SKU2064,Spare Parts,2022-11-24,Quality Failure,199,2827.54,562680.46,0,Manager_B,Processed,2022-11
RET0003102,PO0042024,VND00167,SKU3951,Electronics,2024-07-15,Overshipment,247,425.35,105061.45,0,Manager_A,Pending,2024-07
RET0003606,PO0045225,VND00557,SKU2241,IT Equipment,2022-03-18,Unknown,434,4823.74,2093503.16,1,Manager_A,Pending,2022-03
RET0001397,PO0015112,VND00858,SKU1115,Spare Parts,2023-02-07,Wrong Item Delivered,11,387.51,4262.61,0,Manager_B,Processed,2023-02
RET0001907,PO0012985,VND00551,SKU5542,IT Equipment,2023-01-31,Expired Product,161,2682.76,431924.36,0,Manager_B,Processed,2023-01
RET0003304,PO0005036,VND00202,SKU3751,Spare Parts,2022-06-20,Overshipment,110,4465.18,491169.8,0,Unassigned,Processed,2022-06
RET0002496,PO0046991,VND00036,SKU5093,Machinery,2021-08-24,Overshipment,397,2268.46,900578.62,0,Unassigned,Pending,2021-08
RET0003009,PO0008862,VND00890,SKU5412,Spare Parts,2023-03-31,Expired Product,442,2838.79,1254745.18,0,Manager_B,Processed,2023-03
RET0000745,PO0038236,VND00805,SKU2885,Spare Parts,2021-05-17,Wrong Quantity,59,4145.6,244590.4,0,Manager_C,Processed,2021-05
RET0001104,PO0039164,VND00604,SKU1751,Textiles,2023-01-14,Expired Product,250,3155.51,788877.5,0,Manager_B,Pending,2023-01
RET0001787,PO0021298,VND00208,SKU2598,Packaging,2024-05-04,Quality Failure,19,1236.15,23486.85,0,Unassigned,Unknown,2024-05
RET0002498,PO0019944,VND00088,SKU1693,Chemicals,2022-09-02,Expired Product,408,2078.11,847868.88,0,Manager_B,Processed,2022-09
RET0002270,PO0019604,VND00797,SKU2786,Textiles,2022-08-22,Defective Item,113,297.41,33607.33,0,Manager_A,Processed,2022-08
RET0004931,PO0024977,VND00724,SKU3099,Machinery,2022-09-17,Expired Product,114,327.5,37335.0,0,Manager_C,Pending,2022-09
RET0000896,PO0007901,VND00551,SKU1793,IT Equipment,2024-01-08,Quality Failure,44,4793.48,210913.12,0,Manager_C,Pending,2024-01
RET0004135,PO0048467,VND00258,SKU5656,Electronics,2023-07-23,Wrong Item Delivered,45,4917.36,221281.2,0,Unassigned,Processed,2023-07
RET0000536,PO0048690,VND00404,SKU3582,Packaging,2024-01-04,Wrong Item Delivered,43,3551.31,152706.33,0,Manager_A,Processed,2024-01
RET0002102,PO0039373,VND00390,SKU4027,Chemicals,2024-09-13,Unknown,276,4599.49,1269459.24,0,Manager_C,Rejected,2024-09
RET0001580,PO0018319,VND00616,SKU3965,Textiles,2022-12-15,Defective Item,320,4939.01,1580483.2,1,Unassigned,Processed,2022-12
RET0000293,PO0023974,VND00940,SKU2666,Raw Material,2023-11-19,Overshipment,402,1865.3,749850.6,0,Manager_A,Rejected,2023-11
RET0001627,PO0035186,VND00251,SKU4529,Packaging,2021-03-24,Wrong Item Delivered,97,1094.56,106172.32,0,Manager_C,Processed,2021-03
RET0001400,PO0012800,VND00314,SKU1631,Packaging,2024-05-18,Defective Item,278,1005.23,279453.94,0,Manager_A,Pending,2024-05
RET0002466,PO0041552,VND00040,SKU4072,Chemicals,2021-12-29,Overshipment,5,4474.55,22372.75,0,Manager_B,Processed,2021-12
RET0004023,PO0007417,VND00318,SKU3451,Machinery,2021-06-24,Defective Item,446,1566.35,698592.1,0,Manager_A,Processed,2021-06
RET0001814,PO0009422,VND00551,SKU2181,Raw Material,2023-10-02,Unknown,244,885.86,216149.84,0,Manager_C,Rejected,2023-10
RET0001869,PO0009858,VND00037,SKU3674,IT Equipment,2024-05-22,Quality Failure,305,4943.86,1507877.3,1,Unassigned,Processed,2024-05
RET0000791,PO0006926,VND00129,SKU1538,Spare Parts,2022-01-09,Wrong Quantity,261,1344.27,350854.47,0,Unassigned,Pending,2022-01
RET0000701,PO0035101,VND00442,SKU3094,Raw Material,2023-01-22,Damaged Packaging,414,2530.5,1047627.0,0,Manager_B,Pending,2023-01
RET0004825,PO0029327,VND00265,SKU2241,Chemicals,2024-05-21,Wrong Quantity,436,655.33,285723.88,0,Manager_C,Processed,2024-05
RET0001541,PO0023272,VND00193,SKU4502,Electronics,2022-01-26,Overshipment,43,3771.81,162187.83,0,Manager_B,Processed,2022-01
RET0003249,PO0046711,VND00650,SKU2545,Chemicals,2022-08-24,Damaged Packaging,64,1193.93,76411.52,0,Manager_A,Rejected,2022-08
RET0004868,PO0039925,VND00628,SKU2290,Packaging,2022-12-18,Defective Item,163,2020.97,329418.11,0,Manager_A,Rejected,2022-12
RET0002593,PO0030095,VND00956,SKU4252,IT Equipment,2024-03-23,Expired Product,454,1720.8,781243.2,0,Manager_B,Rejected,2024-03
RET0002490,PO0002913,VND00087,SKU1554,Textiles,2024-03-11,Defective Item,428,2927.61,1253017.08,0,Manager_C,Processed,2024-03
RET0004893,PO0034959,VND00869,SKU1767,IT Equipment,2023-03-03,Quality Failure,221,668.81,147807.01,0,Manager_A,Processed,2023-03
RET0001528,PO0034018,VND00007,SKU1212,Machinery,2024-04-07,Expired Product,413,2185.26,902512.38,0,Manager_C,Pending,2024-04
RET0002835,PO0007429,VND00589,SKU5708,Chemicals,2024-08-02,Wrong Quantity,356,2105.53,749568.68,0,Manager_A,Processed,2024-08
RET0002424,PO0014363,VND00420,SKU1287,Electronics,2024-06-24,Quality Failure,9,2869.68,25827.12,0,Manager_A,Processed,2024-06
RET0004069,PO0016743,VND00664,SKU5096,Machinery,2022-07-22,Unknown,148,3251.08,481159.84,0,Manager_C,Pending,2022-07
RET0001088,PO0039622,VND00145,SKU4251,Raw Material,2024-03-23,Overshipment,38,2061.16,78324.08,0,Manager_C,Rejected,2024-03
RET0000049,PO0005233,VND00952,SKU3323,Textiles,2021-09-23,Expired Product,139,2963.74,411959.86,0,Manager_B,Pending,2021-09
RET0004025,PO0043150,VND00277,SKU4724,Machinery,2024-04-23,Expired Product,167,4871.69,813572.23,0,Manager_B,Processed,2024-04
RET0004758,PO0001551,VND00241,SKU5713,Raw Material,2023-02-23,Wrong Item Delivered,169,356.35,60223.15,0,Manager_C,Processed,2023-02
RET0001785,PO0018672,VND00181,SKU4053,Machinery,2021-02-13,Defective Item,30,2491.22,74736.6,0,Manager_B,Pending,2021-02
RET0000491,PO0045418,VND00621,SKU5028,Machinery,2023-03-31,Quality Failure,307,4916.46,1509353.22,1,Manager_A,Pending,2023-03
RET0004967,PO0035919,VND00745,SKU3916,Machinery,2024-08-27,Defective Item,121,3474.93,420466.53,0,Unassigned,Pending,2024-08
RET0003990,PO0011611,VND00763,SKU2771,Spare Parts,2022-09-25,Wrong Item Delivered,180,47.62,8571.6,0,Manager_A,Pending,2022-09
RET0000101,PO0019908,VND00459,SKU5424,Textiles,2024-04-10,Defective Item,240,919.07,220576.8,0,Manager_A,Processed,2024-04
RET0000014,PO0010997,VND00002,SKU4428,Chemicals,2024-01-14,Expired Product,328,2114.32,693496.96,0,Unassigned,Pending,2024-01
RET0002692,PO0041452,VND00336,SKU5597,Raw Material,2024-01-31,Defective Item,51,997.66,50880.66,0,Manager_B,Processed,2024-01
RET0000248,PO0018318,VND00067,SKU2514,Raw Material,2024-08-27,Quality Failure,363,3077.74,1117219.62,0,Manager_B,Processed,2024-08
RET0002429,PO0027585,VND00848,SKU4424,Textiles,2023-10-31,Overshipment,29,4154.41,120477.89,0,Manager_C,Processed,2023-10
RET0004066,PO0031454,VND00370,SKU3019,Textiles,2024-03-16,Wrong Item Delivered,227,708.84,160906.68,0,Unassigned,Processed,2024-03
RET0002804,PO0020851,VND00612,SKU5043,Packaging,2021-07-21,Defective Item,102,2626.17,267869.34,0,Manager_C,Processed,2021-07
RET0002142,PO0049024,VND00345,SKU1098,Textiles,2022-03-14,Overshipment,424,4605.41,1952693.84,1,Manager_C,Processed,2022-03
RET0000941,PO0032701,VND00248,SKU4359,Spare Parts,2022-10-08,Wrong Item Delivered,452,2065.05,933402.6,0,Manager_A,Processed,2022-10
RET0002100,PO0038055,VND00374,SKU3738,Textiles,2022-11-08,Defective Item,417,1341.34,559338.78,0,Manager_B,Rejected,2022-11
RET0000699,PO0018773,VND00033,SKU1204,IT Equipment,2022-10-26,Defective Item,205,969.24,198694.2,0,Manager_B,Rejected,2022-10
RET0000292,PO0020611,VND00754,SKU3500,Spare Parts,2022-12-01,Wrong Item Delivered,75,2524.42,189331.5,0,Manager_A,Pending,2022-12
RET0001777,PO0041098,VND00101,SKU3935,Packaging,2022-01-25,Wrong Item Delivered,328,3214.1,1054224.8,0,Manager_C,Pending,2022-01
RET0002703,PO0026557,VND00478,SKU3339,Spare Parts,2023-10-13,Wrong Quantity,286,1849.82,529048.52,0,Manager_C,Pending,2023-10
RET0004877,PO0000223,VND00653,SKU1926,IT Equipment,2024-05-30,Wrong Item Delivered,21,2858.5,60028.5,0,Manager_B,Processed,2024-05
RET0002888,PO0025411,VND00225,SKU1724,Chemicals,2024-10-22,Wrong Quantity,428,735.16,314648.48,0,Manager_C,Pending,2024-10
RET0004894,PO0024333,VND00736,SKU5557,Machinery,2021-07-27,Wrong Quantity,156,814.43,127051.08,0,Manager_A,Pending,2021-07
RET0003301,PO0030033,VND00194,SKU5516,Packaging,2024-07-11,Defective Item,494,2548.57,1258993.58,0,Unassigned,Processed,2024-07
RET0003821,PO0049310,VND00123,SKU2149,Machinery,2024-04-07,Quality Failure,330,1111.49,366791.7,0,Unassigned,Rejected,2024-04
RET0002618,PO0008246,VND00542,SKU3732,Spare Parts,2024-06-07,Wrong Quantity,82,4624.18,379182.76,0,Manager_A,Processed,2024-06
RET0000842,PO0002120,VND00623,SKU4348,Raw Material,2021-09-08,Overshipment,400,1170.1,468040.0,0,Manager_A,Processed,2021-09
RET0004969,PO0026177,VND00714,SKU1093,Machinery,2022-03-03,Wrong Item Delivered,314,2516.08,790049.12,0,Manager_C,Processed,2022-03
RET0003510,PO0025679,VND00412,SKU4620,Spare Parts,2022-02-15,Quality Failure,298,442.85,131969.3,0,Manager_C,Rejected,2022-02
RET0004263,PO0036512,VND00705,SKU3573,Raw Material,2022-08-15,Wrong Item Delivered,182,3746.21,681810.22,0,Unassigned,Processed,2022-08
RET0003933,PO0037926,VND00623,SKU4635,Machinery,2022-09-14,Wrong Item Delivered,61,3723.35,227124.35,0,Manager_B,Pending,2022-09
RET0004172,PO0046892,VND00307,SKU3501,Raw Material,2023-09-07,Damaged Packaging,212,2984.6,632735.2,0,Unassigned,Processed,2023-09
RET0002805,PO0013627,VND00372,SKU2460,Machinery,2021-07-12,Damaged Packaging,115,2835.16,326043.4,0,Manager_A,Processed,2021-07
RET0002846,PO0018926,VND00950,SKU2154,Chemicals,2023-07-15,Quality Failure,318,3142.03,999165.54,0,Unassigned,Processed,2023-07
RET0001799,PO0025968,VND00885,SKU2826,IT Equipment,2021-11-11,Overshipment,170,1818.1,309077.0,0,Manager_B,Processed,2021-11
RET0004026,PO0026198,VND00433,SKU2466,Textiles,2021-05-29,Quality Failure,20,329.12,6582.4,0,Manager_B,Pending,2021-05
RET0002246,PO0021958,VND00454,SKU2470,Raw Material,2023-10-21,Wrong Quantity,481,1104.1,531072.1,0,Manager_B,Processed,2023-10
RET0004686,PO0028746,VND00582,SKU5352,Machinery,2023-03-26,Expired Product,46,4814.51,221467.46,0,Manager_C,Processed,2023-03
RET0000477,PO0030311,VND00308,SKU4092,Textiles,2021-01-02,Overshipment,414,871.26,360701.64,0,Unassigned,Processed,2021-01
RET0001920,PO0048394,VND00610,SKU3867,Chemicals,2022-06-21,Wrong Quantity,95,2906.57,276124.15,0,Unassigned,Processed,2022-06
RET0000861,PO0007722,VND00246,SKU1006,Chemicals,2022-03-08,Wrong Quantity,290,1249.9,362471.0,0,Manager_B,Pending,2022-03
RET0004038,PO0034178,VND00306,SKU2393,Electronics,2023-04-15,Expired Product,188,2353.92,442536.96,0,Manager_C,Processed,2023-04
RET0001763,PO0023477,VND00774,SKU2700,IT Equipment,2023-05-08,Expired Product,456,4890.8,2230204.8,1,Manager_A,Pending,2023-05
RET0002547,PO0028959,VND00683,SKU2932,IT Equipment,2022-02-12,Wrong Item Delivered,36,650.04,23401.44,0,Unassigned,Processed,2022-02
RET0000561,PO0045453,VND00969,SKU1188,Machinery,2021-03-25,Damaged Packaging,442,3818.71,1687869.82,1,Manager_A,Rejected,2021-03
RET0000743,PO0027285,VND00072,SKU1249,Packaging,2023-08-29,Wrong Item Delivered,160,1482.76,237241.6,0,Manager_C,Rejected,2023-08
RET0001716,PO0045409,VND00091,SKU3543,Machinery,2022-05-14,Overshipment,485,754.89,366121.65,0,Manager_A,Processed,2022-05
RET0000544,PO0039565,VND00855,SKU4957,Packaging,2024-01-07,Damaged Packaging,418,3968.68,1658908.24,1,Unassigned,Processed,2024-01
RET0004240,PO0010746,VND00781,SKU3101,Packaging,2021-12-09,Quality Failure,76,2821.09,214402.84,0,Manager_A,Processed,2021-12
RET0002713,PO0023573,VND00588,SKU5807,Chemicals,2022-07-14,Wrong Item Delivered,63,4435.73,279450.99,0,Manager_A,Processed,2022-07
RET0004199,PO0039061,VND00208,SKU5425,Packaging,2023-11-07,Expired Product,155,2480.03,384404.65,0,Unassigned,Pending,2023-11
RET0004551,PO0011921,VND00705,SKU4505,IT Equipment,2023-11-23,Expired Product,441,958.39,422649.99,0,Manager_A,Processed,2023-11
RET0004196,PO0012337,VND00236,SKU1587,Raw Material,2024-03-31,Overshipment,81,4851.18,392945.58,0,Manager_A,Processed,2024-03
RET0000703,PO0033026,VND00134,SKU1676,Chemicals,2022-12-09,Defective Item,449,4350.49,1953370.01,1,Manager_C,Processed,2022-12
RET0004029,PO0030850,VND00839,SKU4151,Textiles,2024-10-19,Quality Failure,414,1479.21,612392.94,0,Manager_A,Processed,2024-10
RET0001261,PO0032860,VND00859,SKU5132,Chemicals,2022-05-02,Quality Failure,435,2591.29,1127211.15,0,Manager_A,Rejected,2022-05
RET0004228,PO0000357,VND00717,SKU5645,Electronics,2024-08-23,Wrong Quantity,392,1709.66,670186.72,0,Manager_A,Pending,2024-08
RET0001299,PO0023764,VND00721,SKU4829,Chemicals,2024-09-11,Defective Item,98,1537.02,150627.96,0,Manager_C,Rejected,2024-09
RET0002839,PO0001158,VND00093,SKU5705,Machinery,2024-04-26,Wrong Item Delivered,287,3281.93,941913.91,0,Manager_A,Processed,2024-04
RET0002814,PO0000648,VND00665,SKU4365,Packaging,2023-08-07,Expired Product,168,4929.5,828156.0,0,Manager_A,Pending,2023-08
RET0003343,PO0002804,VND00653,SKU2880,Electronics,2023-11-30,Overshipment,200,2923.75,584750.0,0,Manager_A,Processed,2023-11
RET0004420,PO0043527,VND00721,SKU2296,Electronics,2023-01-12,Quality Failure,164,4414.52,723981.28,0,Unassigned,Processed,2023-01
RET0004111,PO0028626,VND00869,SKU1874,Chemicals,2022-07-23,Expired Product,400,4091.04,1636416.0,1,Unassigned,Processed,2022-07
RET0004565,PO0026643,VND00068,SKU2795,Machinery,2022-08-09,Wrong Item Delivered,254,3753.08,953282.32,0,Manager_A,Pending,2022-08
RET0000146,PO0042592,VND00356,SKU4336,IT Equipment,2023-06-04,Defective Item,175,3322.22,581388.5,0,Manager_C,Pending,2023-06
RET0000180,PO0013345,VND00186,SKU4392,Electronics,2022-03-16,Expired Product,14,4487.02,62818.28,0,Unassigned,Pending,2022-03
RET0002050,PO0013088,VND00818,SKU1053,Spare Parts,2021-01-03,Damaged Packaging,71,3634.82,258072.22,0,Manager_B,Pending,2021-01
RET0002336,PO0041962,VND00832,SKU2461,Chemicals,2023-10-28,Wrong Item Delivered,96,4819.92,462712.32,0,Manager_C,Pending,2023-10
RET0002747,PO0032423,VND00373,SKU2683,Packaging,2024-07-31,Defective Item,218,3408.37,743024.66,0,Unassigned,Rejected,2024-07
RET0001422,PO0034105,VND00274,SKU3564,Spare Parts,2021-12-06,Quality Failure,371,3136.1,1163493.1,0,Unassigned,Processed,2021-12
RET0002911,PO0036084,VND00312,SKU3098,IT Equipment,2022-07-06,Wrong Item Delivered,440,2669.75,1174690.0,0,Manager_C,Processed,2022-07
RET0004147,PO0009429,VND00685,SKU4230,Packaging,2022-12-02,Overshipment,108,1291.27,139457.16,0,Manager_A,Pending,2022-12
RET0001856,PO0034027,VND00467,SKU3880,IT Equipment,2022-07-16,Expired Product,108,3571.9,385765.2,0,Manager_C,Pending,2022-07
RET0000774,PO0011729,VND00850,SKU1246,Textiles,2022-11-01,Expired Product,342,1379.39,471751.38,0,Manager_A,Processed,2022-11
RET0000176,PO0035947,VND00542,SKU3336,Spare Parts,2023-07-08,Defective Item,344,2906.26,999753.44,0,Manager_B,Processed,2023-07
RET0004991,PO0049296,VND00087,SKU3403,Raw Material,2021-02-01,Defective Item,408,4091.05,1669148.4,1,Manager_A,Processed,2021-02
RET0004088,PO0037188,VND00803,SKU2074,Textiles,2024-03-21,Wrong Item Delivered,466,1786.66,832583.56,0,Manager_B,Pending,2024-03
RET0001926,PO0041008,VND00362,SKU2262,Chemicals,2021-04-26,Damaged Packaging,90,1750.55,157549.5,0,Manager_B,Pending,2021-04
RET0003119,PO0019654,VND00829,SKU2677,Electronics,2021-09-01,Overshipment,128,941.52,120514.56,0,Unassigned,Processed,2021-09
RET0000184,PO0040000,VND00902,SKU4849,Raw Material,2022-06-12,Quality Failure,3,4321.18,12963.54,0,Manager_B,Pending,2022-06
RET0004533,PO0038117,VND00636,SKU2198,Textiles,2021-03-18,Wrong Item Delivered,250,4228.13,1057032.5,0,Manager_B,Processed,2021-03
RET0003979,PO0047605,VND00742,SKU4221,IT Equipment,2023-02-17,Expired Product,406,1089.9,442499.4,0,Manager_C,Processed,2023-02
RET0003679,PO0042308,VND00680,SKU2277,Machinery,2021-01-03,Damaged Packaging,394,3564.22,1404302.68,0,Manager_A,Processed,2021-01
