Shipment_ID,PO_ID,Vendor_ID,Shipment_Mode,Carrier_Name,Dispatch_Date,Delivered_Date,Freight_Cost_INR,Shipment_Weight_KG,Freight_Cost_Per_KG,Origin_Country,Destination_Warehouse,Damage_Flag,Transit_Days,Month_Start
SHP00012125,PO0043518,VND00752,Air,DHL,2022-02-04,2022-02-07,244788.11,19144.6,12.79,China,WH06,No,3,2022-02-01
SHP00012126,PO0021694,VND00960,Rail,Maersk,2024-01-12,2024-02-15,241390.48,9777.6,24.69,China,WH03,No,34,2024-01-01
SHP00012127,PO0013219,VND00693,Sea,BlueDart,2024-05-08,2024-05-23,167305.76,17319.1,9.66,Vietnam,WH01,No,15,2024-05-01
SHP00012128,PO0015192,VND00442,Rail,Maersk,2021-01-27,2021-02-14,244764.69,13668.1,17.91,China,WH03,Yes,18,2021-01-01
SHP00012129,PO0015589,VND00253,Sea,FedEx,2021-07-31,2021-08-16,211684.53,2214.4,95.59,South Korea,WH01,No,16,2021-07-01
SHP00012130,PO0041610,VND00574,Rail,Hapag-Lloyd,2021-06-17,2021-07-08,195877.07,14270.8,13.73,Malaysia,WH09,No,21,2021-06-01
SHP00012131,PO0038198,VND00201,Road,DHL,2024-05-28,2024-07-11,168633.46,12994.8,12.98,South Korea,WH04,No,44,2024-05-01
SHP00012132,PO0028833,VND00501,Sea,DTDC,2023-12-10,2024-01-15,21986.87,410.7,53.54,USA,WH07,No,36,2023-12-01
SHP00012133,PO0010878,VND00504,Road,FedEx,2024-09-16,2024-10-26,39205.35,9748.5,4.02,Japan,WH08,No,40,2024-09-01
SHP00012134,PO0036917,VND00639,Air,BlueDart,2021-06-28,2021-07-29,115775.15,6422.4,18.03,Japan,WH02,No,31,2021-06-01
SHP00012135,PO0043033,VND00848,Sea,FedEx,2024-04-09,2024-04-19,65897.18,11921.7,5.53,USA,WH09,No,10,2024-04-01
SHP00012136,PO0005502,VND00890,Road,Ecom Express,2024-12-04,2025-01-07,241918.5,2584.1,93.62,India,WH10,Yes,34,2024-12-01
SHP00012137,PO0044687,VND00513,Road,DHL,2022-10-23,2022-12-03,73773.58,5170.3,14.27,Japan,WH03,No,41,2022-10-01
SHP00012138,PO0043437,VND00433,Air,Hapag-Lloyd,2022-06-20,2022-07-02,117934.81,4831.8,24.41,Bangladesh,WH09,Yes,12,2022-06-01
SHP00012139,PO0010886,VND00067,Air,BlueDart,2021-07-06,2021-07-10,147318.62,6610.8,22.28,Germany,WH05,No,4,2021-07-01
SHP00012140,PO0007958,VND00266,Rail,DHL,2024-12-13,2025-01-03,19238.45,9307.9,2.07,Japan,WH10,No,21,2024-12-01
SHP00012141,PO0047185,VND00982,Sea,Ecom Express,2023-01-30,2023-02-27,173238.38,13295.6,13.03,Malaysia,WH07,No,28,2023-01-01
SHP00012142,PO0011976,VND00795,Sea,DTDC,2023-05-21,2023-05-24,80480.94,5715.8,14.08,Thailand,WH05,Yes,3,2023-05-01
SHP00012143,PO0035635,VND00001,Road,DHL,2021-06-22,2021-07-16,127564.69,17458.0,7.31,Vietnam,WH04,No,24,2021-06-01
SHP00012144,PO0013227,VND00408,Air,BlueDart,2024-02-12,2024-02-15,196103.33,15149.4,12.94,USA,WH06,Yes,3,2024-02-01
SHP00012145,PO0030289,VND00073,Air,BlueDart,2023-03-09,2023-04-14,33205.05,3014.5,11.02,Vietnam,WH04,No,36,2023-03-01
SHP00012146,PO0035318,VND00460,Road,Maersk,2024-04-05,2024-04-10,8052.76,17930.2,0.45,Japan,WH01,No,5,2024-04-01
SHP00012147,PO0017259,VND00254,Road,DTDC,2024-09-12,2024-10-25,235202.4,12929.6,18.19,Thailand,WH01,No,43,2024-09-01
SHP00012148,PO0031764,VND00721,Road,DHL,2024-06-19,2024-06-24,46652.74,10680.8,4.37,Malaysia,WH07,No,5,2024-06-01
SHP00012149,PO0048120,VND00980,Sea,FedEx,2024-11-19,2024-12-12,61666.03,5281.3,11.68,China,WH09,No,23,2024-11-01
SHP00012150,PO0046324,VND00031,Sea,Ecom Express,2021-01-09,2021-01-22,22641.79,13323.2,1.7,Vietnam,WH04,No,13,2021-01-01
SHP00012151,PO0035072,VND00355,Air,DTDC,2024-06-28,2024-07-13,222542.0,6464.4,34.43,Bangladesh,WH09,No,15,2024-06-01
SHP00012152,PO0034143,VND00357,Rail,DHL,2023-06-18,2023-07-23,106615.96,11392.9,9.36,China,WH04,No,35,2023-06-01
SHP00012153,PO0015538,VND00181,Road,Gati,2021-03-31,2021-04-04,114835.36,11567.2,9.93,Bangladesh,WH05,No,4,2021-03-01
SHP00012154,PO0036403,VND00521,Sea,DHL,2024-03-24,2024-04-30,173922.22,11051.3,15.74,China,WH04,No,37,2024-03-01
SHP00012155,PO0011414,VND00389,Air,DHL,2022-02-16,2022-03-21,233660.86,10472.1,22.31,India,WH04,No,33,2022-02-01
SHP00012156,PO0030585,VND00200,Air,BlueDart,2021-04-11,2021-05-09,78613.35,17458.9,4.5,India,WH10,Yes,28,2021-04-01
SHP00012157,PO0037709,VND00456,Road,Hapag-Lloyd,2022-02-13,2022-03-29,100494.99,5311.4,18.92,China,WH09,No,44,2022-02-01
SHP00012158,PO0002350,VND00025,Road,FedEx,2022-12-19,2023-01-07,212880.76,16456.6,12.94,Malaysia,WH01,No,19,2022-12-01
SHP00012159,PO0007797,VND00969,Road,Hapag-Lloyd,2023-11-06,2023-12-02,156134.92,2886.2,54.1,Bangladesh,WH09,No,26,2023-11-01
SHP00012160,PO0047274,VND00333,Rail,Maersk,2021-08-13,2021-09-08,186662.34,2286.8,81.63,China,WH03,No,26,2021-08-01
SHP00012161,PO0028010,VND00352,Rail,FedEx,2021-08-17,2021-08-21,119894.88,8771.0,13.67,Malaysia,WH10,No,4,2021-08-01
SHP00012162,PO0042239,VND00794,Road,DTDC,2022-07-09,2022-08-07,21846.06,17250.1,1.27,Malaysia,WH01,No,29,2022-07-01
SHP00012163,PO0020523,VND00893,Sea,Maersk,2023-01-30,2023-02-28,169970.6,3022.7,56.23,India,WH09,No,29,2023-01-01
SHP00012164,PO0048027,VND00731,Road,Ecom Express,2022-06-20,2022-07-11,6109.54,18296.8,0.33,Vietnam,WH05,No,21,2022-06-01
SHP00012165,PO0040930,VND00215,Air,DHL,2023-07-25,2023-09-04,88949.78,3941.0,22.57,Vietnam,WH05,No,41,2023-07-01
SHP00012166,PO0033135,VND00848,Rail,DTDC,2024-07-23,2024-08-18,19548.71,11077.1,1.76,South Korea,WH01,No,26,2024-07-01
SHP00012167,PO0000446,VND00265,Sea,DTDC,2021-03-03,2021-03-16,186369.53,1822.1,102.28,Vietnam,WH01,No,13,2021-03-01
SHP00012168,PO0008239,VND00630,Rail,BlueDart,2021-08-30,2021-09-06,188222.19,19935.2,9.44,Germany,WH05,No,7,2021-08-01
SHP00012169,PO0039585,VND00472,Sea,Hapag-Lloyd,2023-06-03,2023-06-11,63758.37,19523.3,3.27,South Korea,WH06,No,8,2023-06-01
SHP00012170,PO0035012,VND00794,Sea,Hapag-Lloyd,2023-08-03,2023-09-16,172897.67,5710.8,30.28,Malaysia,WH10,Yes,44,2023-08-01
SHP00012171,PO0020782,VND00406,Air,Maersk,2024-05-23,2024-05-25,68021.97,8004.1,8.5,Vietnam,WH08,No,2,2024-05-01
SHP00012172,PO0029185,VND00984,Sea,Gati,2023-02-11,2023-02-24,213575.51,8922.9,23.94,Germany,WH03,No,13,2023-02-01
SHP00012173,PO0042374,VND00529,Road,Ecom Express,2022-09-20,2022-10-11,130004.74,18020.7,7.21,USA,WH06,No,21,2022-09-01
SHP00012174,PO0019822,VND00419,Rail,Gati,2023-12-29,2024-01-17,77905.62,9273.0,8.4,Bangladesh,WH08,No,19,2023-12-01
SHP00012175,PO0041280,VND00638,Air,DHL,2023-12-11,2023-12-27,4491.91,16686.3,0.27,South Korea,WH09,No,16,2023-12-01
SHP00012176,PO0040738,VND00902,Road,BlueDart,2024-09-20,2024-11-01,206777.63,3332.8,62.04,Thailand,WH10,Yes,42,2024-09-01
SHP00012177,PO0039667,VND00594,Sea,DTDC,2024-12-01,2025-01-06,116099.91,15257.2,7.61,Thailand,WH10,No,36,2024-12-01
SHP00012178,PO0030044,VND00792,Air,Maersk,2024-01-17,2024-01-18,134105.13,11530.0,11.63,Japan,WH01,Yes,1,2024-01-01
SHP00012179,PO0045643,VND00090,Unknown,Hapag-Lloyd,2022-02-10,2022-02-12,165457.49,10827.8,15.28,Germany,WH04,Yes,2,2022-02-01
SHP00012180,PO0043924,VND00433,Road,Ecom Express,2024-04-02,2024-04-03,223907.42,10869.4,20.6,China,WH05,No,1,2024-04-01
SHP00012181,PO0007631,VND00662,Rail,DHL,2024-03-22,2024-04-20,119686.01,12358.2,9.68,Germany,WH06,No,29,2024-03-01
SHP00012182,PO0014293,VND00626,Road,Maersk,2021-07-24,2021-08-06,211729.19,7969.7,26.57,Malaysia,WH07,No,13,2021-07-01
SHP00012183,PO0014793,VND00428,Road,BlueDart,2022-07-10,2022-08-17,50406.74,17642.4,2.86,Japan,WH05,No,38,2022-07-01
SHP00012184,PO0030734,VND00673,Rail,DHL,2021-07-09,2021-08-12,153883.42,13212.5,11.65,Thailand,WH08,No,34,2021-07-01
SHP00012185,PO0030238,VND00649,Rail,Gati,2023-03-10,2023-04-12,106606.83,11146.5,9.56,Thailand,WH10,Yes,33,2023-03-01
SHP00012186,PO0008543,VND00924,Road,Gati,2021-09-16,2021-10-26,237371.75,16545.6,14.35,Vietnam,WH06,Yes,40,2021-09-01
SHP00012187,PO0004867,VND00176,Rail,DHL,2023-02-09,2023-03-17,94582.32,8366.4,11.31,Bangladesh,WH07,No,36,2023-02-01
SHP00012188,PO0008460,VND00946,Road,Ecom Express,2023-03-12,2023-04-02,158637.2,12030.5,13.19,Vietnam,WH10,No,21,2023-03-01
SHP00012189,PO0022911,VND00380,Road,BlueDart,2022-10-11,2022-10-24,244831.08,10382.1,23.58,Thailand,WH10,Yes,13,2022-10-01
SHP00012190,PO0036496,VND00121,Sea,Hapag-Lloyd,2022-05-06,2022-05-09,144220.61,13220.1,10.91,Japan,WH09,No,3,2022-05-01
SHP00012191,PO0034783,VND00293,Rail,FedEx,2024-01-07,2024-01-08,68972.41,1328.5,51.92,India,WH09,No,1,2024-01-01
SHP00012192,PO0048494,VND01000,Road,FedEx,2021-10-08,2021-11-05,23318.81,15205.1,1.53,Germany,WH05,No,28,2021-10-01
SHP00012193,PO0020601,VND00995,Rail,DHL,2021-09-16,2021-09-28,242488.92,9486.3,25.56,China,WH10,No,12,2021-09-01
SHP00012194,PO0044947,VND00017,Road,BlueDart,2023-01-03,2023-02-07,96996.6,192.5,503.88,Germany,WH08,No,35,2023-01-01
SHP00012195,PO0038877,VND00021,Road,Maersk,2021-05-29,2021-06-03,223204.79,11501.6,19.41,China,WH08,Yes,5,2021-05-01
SHP00012196,PO0043771,VND00995,Sea,Hapag-Lloyd,2022-01-03,2022-01-08,41807.56,1504.3,27.79,USA,WH10,No,5,2022-01-01
SHP00012197,PO0026445,VND00170,Road,FedEx,2022-01-16,2022-02-10,204993.71,13605.9,15.07,USA,WH08,Yes,25,2022-01-01
SHP00012198,PO0036230,VND00787,Air,Hapag-Lloyd,2023-04-03,2023-05-02,21941.52,10843.7,2.02,Malaysia,WH02,No,29,2023-04-01
SHP00012199,PO0021036,VND00657,Rail,FedEx,2023-06-03,2023-06-14,230906.46,1419.4,162.68,Germany,WH09,No,11,2023-06-01
SHP00012200,PO0004888,VND00522,Rail,BlueDart,2022-07-19,2022-08-23,109839.73,5392.0,20.37,China,WH01,Yes,35,2022-07-01
SHP00012201,PO0041451,VND00408,Air,Hapag-Lloyd,2023-09-12,2023-10-13,22533.64,9181.6,2.45,Thailand,WH03,No,31,2023-09-01
SHP00012202,PO0043929,VND00781,Road,Ecom Express,2021-07-07,2021-07-17,121877.51,7189.7,16.95,Vietnam,WH02,No,10,2021-07-01
SHP00012203,PO0023054,VND00366,Air,Hapag-Lloyd,2022-09-14,2022-10-24,177277.19,15679.1,11.31,Vietnam,WH09,No,40,2022-09-01
SHP00012204,PO0046797,VND00503,Sea,Ecom Express,2023-08-23,2023-08-27,15981.24,16096.0,0.99,Japan,WH10,No,4,2023-08-01
SHP00012205,PO0033172,VND00486,Rail,FedEx,2022-03-08,2022-04-14,51212.78,17004.1,3.01,Bangladesh,WH06,No,37,2022-03-01
SHP00012206,PO0048092,VND00371,Road,DHL,2023-10-10,2023-10-29,144202.92,3286.8,43.87,India,WH07,No,19,2023-10-01
SHP00012207,PO0004462,VND00025,Rail,Ecom Express,2023-05-31,2023-06-25,64046.13,13754.8,4.66,Thailand,WH04,No,25,2023-05-01
SHP00012208,PO0005534,VND00326,Rail,Ecom Express,2021-08-30,2021-09-28,141405.42,7988.5,17.7,Germany,WH01,No,29,2021-08-01
SHP00012209,PO0031900,VND00293,Road,Maersk,2024-06-27,2024-07-27,83927.27,8255.2,10.17,Japan,WH07,No,30,2024-06-01
SHP00012210,PO0002388,VND00592,Sea,Maersk,2022-04-01,2022-05-02,14149.19,18432.2,0.77,USA,WH05,No,31,2022-04-01
SHP00012211,PO0001315,VND00575,Sea,BlueDart,2022-03-28,2022-04-29,143657.12,15872.6,9.05,Japan,WH04,No,32,2022-03-01
SHP00012212,PO0007748,VND00380,Road,Gati,2024-01-02,2024-01-22,57214.22,17578.2,3.25,Vietnam,WH01,No,20,2024-01-01
SHP00012213,PO0016961,VND00200,Rail,BlueDart,2024-09-08,2024-10-21,78052.82,5831.1,13.39,China,WH02,No,43,2024-09-01
SHP00012214,PO0038595,VND00945,Road,FedEx,2021-03-06,2021-03-18,230716.82,15349.5,15.03,USA,WH04,No,12,2021-03-01
SHP00012215,PO0048735,VND00208,Sea,DHL,2023-05-28,2023-05-30,247647.22,14556.6,17.01,Vietnam,WH10,No,2,2023-05-01
SHP00012216,PO0007555,VND00769,Air,FedEx,2023-12-09,2024-01-16,104327.98,17381.1,6.0,South Korea,WH03,No,38,2023-12-01
SHP00012217,PO0030766,VND00107,Sea,Gati,2023-05-22,2023-06-22,18769.75,6986.0,2.69,Vietnam,WH03,No,31,2023-05-01
SHP00012218,PO0004796,VND00698,Road,FedEx,2022-06-28,2022-07-27,150484.08,3256.8,46.21,USA,WH10,No,29,2022-06-01
SHP00012219,PO0011872,VND00259,Sea,Ecom Express,2024-09-10,2024-09-13,136573.39,13954.1,9.79,USA,WH05,No,3,2024-09-01
SHP00012220,PO0034684,VND00029,Road,Gati,2024-08-13,2024-09-05,26451.17,8468.3,3.12,South Korea,WH04,No,23,2024-08-01
SHP00012221,PO0045838,VND00936,Air,Maersk,2021-03-22,2021-04-26,136316.56,12689.3,10.74,Bangladesh,WH09,Yes,35,2021-03-01
SHP00012222,PO0000819,VND00885,Road,BlueDart,2024-04-17,2024-05-18,21724.32,1980.3,10.97,South Korea,WH04,No,31,2024-04-01
SHP00012223,PO0033351,VND00638,Air,DTDC,2023-06-08,2023-07-12,147634.28,11223.9,13.15,China,WH06,No,34,2023-06-01
SHP00012224,PO0028733,VND00710,Air,DTDC,2022-11-23,2022-12-16,22015.62,3979.9,5.53,Japan,WH03,No,23,2022-11-01
SHP00012225,PO0022160,VND00073,Air,Hapag-Lloyd,2022-07-12,2022-08-07,111073.61,859.1,129.29,Vietnam,WH01,No,26,2022-07-01
SHP00012226,PO0010738,VND00622,Air,BlueDart,2023-07-02,2023-07-24,123599.38,7704.7,16.04,USA,WH04,No,22,2023-07-01
SHP00012227,PO0046643,VND00291,Air,Ecom Express,2022-05-26,2022-05-30,116761.93,3698.3,31.57,USA,WH05,No,4,2022-05-01
SHP00012228,PO0000448,VND00397,Rail,Hapag-Lloyd,2021-05-21,2021-06-22,217958.08,5537.9,39.36,Vietnam,WH02,No,32,2021-05-01
SHP00012229,PO0041779,VND00115,Road,Hapag-Lloyd,2022-12-22,2022-12-27,11730.58,13859.2,0.85,China,WH09,No,5,2022-12-01
SHP00012230,PO0028555,VND00680,Sea,Hapag-Lloyd,2022-06-09,2022-07-15,112860.07,7674.3,14.71,South Korea,WH01,No,36,2022-06-01
SHP00012231,PO0010025,VND00409,Sea,FedEx,2021-03-28,2021-04-02,82782.31,9726.4,8.51,Vietnam,WH10,No,5,2021-03-01
SHP00012232,PO0024555,VND00436,Rail,DTDC,2024-12-11,2025-01-20,158527.41,14730.7,10.76,Germany,WH03,No,40,2024-12-01
SHP00012233,PO0000688,VND00024,Air,DTDC,2021-03-10,2021-03-12,214175.61,18179.1,11.78,Thailand,WH08,Yes,2,2021-03-01
SHP00012234,PO0036440,VND00088,Rail,Maersk,2023-05-12,2023-06-10,38034.86,12583.2,3.02,Japan,WH10,Yes,29,2023-05-01
SHP00012235,PO0016489,VND00147,Air,DHL,2022-09-27,2022-10-08,56688.96,6562.4,8.64,Bangladesh,WH04,No,11,2022-09-01
SHP00012236,PO0035291,VND00996,Road,FedEx,2024-08-02,2024-08-14,130241.64,11897.7,10.95,USA,WH07,Yes,12,2024-08-01
SHP00012237,PO0007149,VND00711,Road,Gati,2021-02-03,2021-03-15,4400.43,6162.7,0.71,Germany,WH01,Yes,40,2021-02-01
SHP00012238,PO0007850,VND00992,Air,Hapag-Lloyd,2023-10-15,2023-11-26,202002.58,12472.8,16.2,India,WH09,No,42,2023-10-01
SHP00012239,PO0006007,VND00303,Road,BlueDart,2023-05-07,2023-05-23,173095.66,10135.8,17.08,Malaysia,WH02,Yes,16,2023-05-01
SHP00012240,PO0023176,VND00254,Road,Ecom Express,2024-10-28,2024-12-05,180744.12,9503.0,19.02,Germany,WH07,Yes,38,2024-10-01
SHP00012241,PO0016972,VND00742,Sea,Ecom Express,2023-09-20,2023-09-30,13622.29,309.4,44.03,Bangladesh,WH06,Yes,10,2023-09-01
SHP00012242,PO0019243,VND00887,Sea,BlueDart,2021-04-20,2021-04-22,205381.09,13405.7,15.32,Japan,WH07,No,2,2021-04-01
SHP00012243,PO0009082,VND00465,Road,FedEx,2021-10-21,2021-10-31,147450.7,12934.6,11.4,Bangladesh,WH09,Yes,10,2021-10-01
SHP00012244,PO0041115,VND00439,Rail,Gati,2023-06-23,2023-07-19,40656.79,5861.2,6.94,South Korea,WH09,Yes,26,2023-06-01
SHP00012245,PO0026145,VND00726,Sea,Ecom Express,2023-10-03,2023-10-08,33077.3,13998.3,2.36,China,WH05,No,5,2023-10-01
SHP00012246,PO0047445,VND00510,Rail,DHL,2023-01-14,2023-01-24,111270.12,10976.8,10.14,USA,WH05,No,10,2023-01-01
SHP00012247,PO0001197,VND00252,Rail,Gati,2023-11-23,2023-12-18,99979.4,18443.0,5.42,South Korea,WH05,Yes,25,2023-11-01
SHP00012248,PO0010248,VND00490,Sea,DHL,2022-03-28,2022-04-27,175774.85,13701.4,12.83,South Korea,WH03,No,30,2022-03-01
SHP00012249,PO0017555,VND00989,Rail,BlueDart,2021-02-09,2021-03-21,202413.38,11366.5,17.81,China,WH05,No,40,2021-02-01
SHP00012250,PO0003287,VND00369,Sea,DTDC,2022-04-26,2022-05-12,218833.08,11614.7,18.84,China,WH01,No,16,2022-04-01
SHP00012251,PO0014764,VND00351,Road,FedEx,2023-05-30,2023-07-10,97876.83,15777.4,6.2,Germany,WH06,No,41,2023-05-01
SHP00012252,PO0012366,VND00201,Rail,DHL,2023-12-31,2024-01-28,23668.65,365.8,64.7,Japan,WH08,Yes,28,2023-12-01
SHP00012253,PO0049352,VND00241,Road,FedEx,2024-08-11,2024-08-24,14739.13,11804.7,1.25,South Korea,WH10,No,13,2024-08-01
SHP00012254,PO0004252,VND00819,Sea,Gati,2022-05-02,2022-06-03,141556.59,3576.2,39.58,USA,WH02,No,32,2022-05-01
SHP00012255,PO0040792,VND00661,Sea,Gati,2022-11-11,2022-11-20,156196.32,6800.2,22.97,Japan,WH06,No,9,2022-11-01
SHP00012256,PO0002817,VND00513,Air,Ecom Express,2022-08-29,2022-09-10,72882.06,2459.7,29.63,South Korea,WH01,No,12,2022-08-01
SHP00012257,PO0032015,VND00767,Road,Ecom Express,2022-11-28,2022-12-20,188625.82,16158.8,11.67,India,WH10,No,22,2022-11-01
SHP00012258,PO0033752,VND00599,Sea,Hapag-Lloyd,2024-02-07,2024-02-26,168486.78,12780.8,13.18,Malaysia,WH03,No,19,2024-02-01
SHP00012259,PO0009773,VND00416,Road,DHL,2024-06-15,2024-06-23,185367.47,7911.7,23.43,China,WH04,No,8,2024-06-01
SHP00012260,PO0003754,VND00423,Rail,Ecom Express,2023-12-12,2023-12-25,138181.17,8603.9,16.06,China,WH03,No,13,2023-12-01
SHP00012261,PO0019785,VND00171,Road,Hapag-Lloyd,2023-04-16,2023-05-16,236615.12,16154.7,14.65,Japan,WH08,No,30,2023-04-01
SHP00012262,PO0012392,VND00495,Rail,Maersk,2024-10-14,2024-11-11,220833.13,18898.1,11.69,China,WH02,No,28,2024-10-01
SHP00012263,PO0033623,VND00075,Sea,Maersk,2022-11-11,2022-12-23,1679.38,14416.9,0.12,South Korea,WH03,No,42,2022-11-01
SHP00012264,PO0000205,VND00589,Rail,DHL,2023-11-08,2023-12-05,10368.83,6153.6,1.69,India,WH03,No,27,2023-11-01
SHP00012265,PO0033184,VND00779,Rail,Ecom Express,2023-05-18,2023-06-20,166731.19,4847.4,34.4,Thailand,WH08,No,33,2023-05-01
SHP00012266,PO0008466,VND00157,Air,Ecom Express,2022-11-24,2022-12-06,191792.52,9221.9,20.8,USA,WH05,No,12,2022-11-01
SHP00012267,PO0010427,VND00650,Road,BlueDart,2021-06-30,2021-07-11,21291.93,2588.7,8.22,South Korea,WH07,No,11,2021-06-01
SHP00012268,PO0001658,VND00420,Road,Gati,2021-11-10,2021-12-11,104357.08,452.4,230.67,India,WH09,No,31,2021-11-01
SHP00012269,PO0009826,VND00561,Rail,Ecom Express,2023-05-28,2023-07-09,207420.52,8854.5,23.43,Thailand,WH01,No,42,2023-05-01
SHP00012270,PO0021752,VND00810,Rail,BlueDart,2024-09-23,2024-10-19,124710.95,3134.5,39.79,Malaysia,WH03,No,26,2024-09-01
SHP00012271,PO0009478,VND00453,Road,BlueDart,2023-01-20,2023-01-31,194392.1,19759.2,9.84,Thailand,WH05,Yes,11,2023-01-01
SHP00012272,PO0019523,VND00365,Rail,Ecom Express,2023-11-25,2023-12-04,48189.97,19462.4,2.48,South Korea,WH03,No,9,2023-11-01
SHP00012273,PO0000437,VND00682,Road,Gati,2022-02-24,2022-03-11,119875.96,71.7,1671.91,USA,WH05,No,15,2022-02-01
SHP00012274,PO0021741,VND00163,Rail,Ecom Express,2024-01-02,2024-02-14,126505.02,12193.8,10.37,Malaysia,WH07,No,43,2024-01-01
SHP00012275,PO0025767,VND00115,Sea,Maersk,2022-07-29,2022-09-06,159192.89,6952.9,22.9,Vietnam,WH07,No,39,2022-07-01
SHP00012276,PO0005495,VND00508,Sea,BlueDart,2023-02-17,2023-03-18,165094.4,6788.9,24.32,Bangladesh,WH02,No,29,2023-02-01
SHP00012277,PO0022721,VND00868,Sea,DHL,2023-05-20,2023-06-23,169297.22,865.4,195.63,Germany,WH08,No,34,2023-05-01
SHP00012278,PO0049629,VND00330,Road,Maersk,2021-12-17,2022-01-21,29951.81,17854.3,1.68,China,WH02,No,35,2021-12-01
SHP00012279,PO0049363,VND00902,Road,DHL,2022-02-12,2022-03-06,153497.4,2167.7,70.81,Japan,WH01,No,22,2022-02-01
SHP00012280,PO0022871,VND00670,Road,BlueDart,2023-07-09,2023-07-17,184758.49,3405.4,54.25,Germany,WH07,No,8,2023-07-01
SHP00012281,PO0049033,VND00909,Sea,Hapag-Lloyd,2024-03-29,2024-04-26,164104.58,9321.0,17.61,Germany,WH06,No,28,2024-03-01
SHP00012282,PO0046964,VND00267,Sea,DTDC,2022-12-12,2023-01-05,145117.59,7727.8,18.78,Germany,WH03,No,24,2022-12-01
SHP00012283,PO0042754,VND00099,Sea,Hapag-Lloyd,2022-01-09,2022-02-08,45893.64,3582.7,12.81,USA,WH04,No,30,2022-01-01
SHP00012284,PO0035562,VND00815,Rail,Gati,2021-03-15,2021-04-28,161537.37,6927.6,23.32,South Korea,WH06,No,44,2021-03-01
SHP00012285,PO0013440,VND00246,Air,Ecom Express,2021-03-10,2021-03-30,80630.07,12385.4,6.51,India,WH05,No,20,2021-03-01
SHP00012286,PO0029859,VND00190,Air,Maersk,2024-05-17,2024-06-22,159409.34,7606.5,20.96,India,WH08,No,36,2024-05-01
SHP00012287,PO0043681,VND00180,Sea,DHL,2024-04-23,2024-05-19,58623.91,15120.9,3.88,China,WH07,No,26,2024-04-01
SHP00012288,PO0041796,VND00487,Road,Gati,2023-02-07,2023-02-18,25290.65,5150.2,4.91,Japan,WH01,No,11,2023-02-01
SHP00012289,PO0021797,VND00252,Road,BlueDart,2022-11-08,2022-12-01,238149.95,16332.9,14.58,Thailand,WH09,No,23,2022-11-01
SHP00012290,PO0000628,VND00307,Rail,Maersk,2024-06-23,2024-07-06,33893.67,4480.7,7.56,Japan,WH04,No,13,2024-06-01
SHP00012291,PO0014236,VND00277,Air,Ecom Express,2022-04-17,2022-04-18,33041.96,19498.8,1.69,India,WH09,No,1,2022-04-01
SHP00012292,PO0038977,VND00958,Sea,Gati,2023-03-06,2023-03-15,202223.48,5442.2,37.16,South Korea,WH08,No,9,2023-03-01
SHP00012293,PO0002716,VND00487,Air,Maersk,2022-02-07,2022-02-20,230084.96,10980.1,20.95,Japan,WH05,No,13,2022-02-01
SHP00012294,PO0036010,VND00115,Road,FedEx,2021-08-22,2021-09-16,22616.55,14690.8,1.54,Vietnam,WH09,No,25,2021-08-01
SHP00012295,PO0027115,VND00739,Rail,FedEx,2023-04-14,2023-04-24,175832.09,1201.3,146.37,India,WH06,No,10,2023-04-01
SHP00012296,PO0040878,VND00551,Air,DHL,2022-08-22,2022-10-01,215847.03,5439.8,39.68,China,WH03,No,40,2022-08-01
SHP00012297,PO0021387,VND00883,Rail,BlueDart,2023-03-10,,219628.98,18479.4,11.89,Thailand,WH10,Yes,,2023-03-01
SHP00012298,PO0033888,VND00066,Sea,Hapag-Lloyd,2024-09-11,2024-09-13,142059.49,12510.0,11.36,Germany,WH05,No,2,2024-09-01
SHP00012299,PO0011893,VND00763,Rail,Ecom Express,2022-11-07,2022-12-14,62237.99,15935.1,3.91,Malaysia,WH01,Yes,37,2022-11-01
SHP00012300,PO0000316,VND00239,Air,Ecom Express,2024-12-29,2025-02-10,7118.99,7547.2,0.94,South Korea,WH04,No,43,2024-12-01
SHP00012301,PO0039577,VND00953,Air,BlueDart,2021-05-30,2021-06-26,46370.09,6003.8,7.72,China,WH07,No,27,2021-05-01
SHP00012302,PO0023412,VND00635,Sea,BlueDart,2023-09-12,2023-09-18,94987.42,6275.6,15.14,Thailand,WH10,No,6,2023-09-01
SHP00012303,PO0030535,VND00974,Rail,BlueDart,2022-03-08,2022-03-09,101253.56,19289.1,5.25,USA,WH02,Yes,1,2022-03-01
SHP00012304,PO0008203,VND00277,Rail,DTDC,2021-11-10,2021-11-21,230605.15,18768.3,12.29,Vietnam,WH01,No,11,2021-11-01
SHP00012305,PO0045558,VND00047,Rail,DHL,2023-02-09,2023-03-14,69464.64,277.5,250.32,Malaysia,WH08,No,33,2023-02-01
SHP00012306,PO0016083,VND00242,Unknown,Hapag-Lloyd,2024-12-20,2024-12-23,238863.58,3562.1,67.06,South Korea,WH10,No,3,2024-12-01
SHP00012307,PO0019878,VND00526,Road,BlueDart,2024-02-15,2024-03-29,194114.24,16274.1,11.93,Vietnam,WH05,No,43,2024-02-01
SHP00012308,PO0045353,VND00986,Road,DTDC,2021-04-29,2021-06-03,86801.58,18339.7,4.73,Japan,WH04,No,35,2021-04-01
