Vendor_ID,Vendor_Name,Vendor_Category,Country,Reliability_Score,Reliability_Score_Flag,Lead_Time_Days,Vendor_Tier,Contact_Email,Active_Since_Year
VND00161,Vendor_0161,IT Services,Bangladesh,55.7,Valid,42,Tier 3,contact160@vendor160.com,2005
VND00730,Vendor_0730,Packaging,Japan,41.5,Valid,15,Tier 3,contact729@vendor729.com,2018
VND00493,Vendor_0493,IT Services,Japan,49.4,Valid,44,Tier 3,contact492@vendor492.com,2021
VND00727,Vendor_0727,Raw Material,Malaysia,39.8,Valid,19,Tier 3,Not Provided,2020
VND00981,Vendor_0981,Machinery,Japan,53.4,Valid,24,Tier 3,Not Provided,2020
VND00093,Vendor_0093,Logistics,Vietnam,83.3,Valid,16,Tier 1,contact92@vendor92.com,2020
VND00518,Vendor_0518,Textiles,Germany,86.7,Valid,38,Tier 1,contact517@vendor517.com,2011
VND00792,Vendor_0792,IT Services,Thailand,71.0,Valid,6,Tier 2,contact791@vendor791.com,2019
VND00223,Vendor_0223,Machinery,China,36.6,Valid,34,Tier 3,contact222@vendor222.com,2011
VND00302,Vendor_0302,Logistics,Vietnam,67.2,Valid,23,Tier 2,contact301@vendor301.com,
VND00829,Vendor_0829,Packaging,USA,81.6,Valid,37,Tier 1,contact828@vendor828.com,2005
VND00778,Vendor_0778,Textiles,Malaysia,80.6,Valid,27,Tier 1,contact777@vendor777.com,2021
VND00742,Vendor_0742,Logistics,USA,51.1,Valid,10,Tier 3,contact741@vendor741.com,2015
VND00738,Vendor_0738,Machinery,Malaysia,87.2,Valid,17,Tier 1,contact737@vendor737.com,2009
VND00453,Vendor_0453,IT Services,China,59.7,Valid,31,Tier 3,contact452@vendor452.com,2022
VND00882,Vendor_0882,IT Services,Thailand,77.0,Valid,29,Tier 2,contact881@vendor881.com,2022
VND00122,Vendor_0122,Logistics,Germany,92.7,Valid,28,Tier 1,contact121@vendor121.com,2016
VND00015,Vendor_0015,IT Services,Bangladesh,42.7,Valid,20,Tier 3,contact14@vendor14.com,2007
VND00422,Vendor_0422,Packaging,Bangladesh,85.3,Valid,8,Tier 1,contact421@vendor421.com,2008
VND00248,Vendor_0248,Machinery,Vietnam,97.7,Valid,22,Tier 1,contact247@vendor247.com,2010
VND00677,Vendor_0677,Machinery,USA,37.8,Valid,17,Tier 3,contact676@vendor676.com,2017
VND00361,Vendor_0361,IT Services,Bangladesh,57.2,Valid,27,Tier 3,contact360@vendor360.com,2018
VND00005,Vendor_0005,Logistics,South Korea,40.9,Valid,10,Tier 3,contact4@vendor4.com,2018
VND00242,Vendor_0242,Machinery,Thailand,96.8,Valid,17,Tier 1,contact241@vendor241.com,2018
VND00599,Vendor_0599,Machinery,Thailand,43.5,Valid,27,Tier 3,contact598@vendor598.com,2020
VND00159,Vendor_0159,Logistics,India,46.6,Valid,11,Tier 3,contact158@vendor158.com,2006
VND00878,Vendor_0878,Packaging,Thailand,76.1,Valid,4,Tier 2,contact877@vendor877.com,2013
VND00935,Vendor_0935,Logistics,Japan,42.0,Valid,5,Tier 3,contact934@vendor934.com,2022
VND00645,Vendor_0645,Electronics,Germany,38.4,Valid,9,Tier 3,contact644@vendor644.com,2010
VND00655,Vendor_0655,Machinery,Thailand,,Out of Range (0-100),28,Unclassified,contact654@vendor654.com,2017
VND00491,Vendor_0491,Electronics,Bangladesh,61.9,Valid,32,Tier 2,contact490@vendor490.com,2006
VND00596,Vendor_0596,Machinery,Vietnam,63.2,Valid,14,Tier 2,contact595@vendor595.com,2005
VND00068,Vendor_0068,Machinery,South Korea,86.2,Valid,44,Tier 1,contact67@vendor67.com,2012
VND00360,Vendor_0360,Logistics,Thailand,70.3,Valid,13,Tier 2,contact359@vendor359.com,2005
VND00461,Vendor_0461,IT Services,Malaysia,38.2,Valid,26,Tier 3,contact460@vendor460.com,2016
VND00969,Vendor_0969,Unknown,Bangladesh,69.6,Valid,12,Tier 2,contact968@vendor968.com,2022
VND00339,Vendor_0339,Machinery,India,63.2,Valid,9,Tier 2,contact338@vendor338.com,2021
VND00301,Vendor_0301,Logistics,Vietnam,33.6,Valid,31,Tier 3,contact300@vendor300.com,2005
VND00507,Vendor_0507,Logistics,USA,93.8,Valid,8,Tier 1,contact506@vendor506.com,2022
VND00394,Vendor_0394,IT Services,USA,84.3,Valid,24,Tier 1,Not Provided,2009
VND00858,Vendor_0858,Textiles,South Korea,63.0,Valid,42,Tier 2,contact857@vendor857.com,2020
VND00026,Vendor_0026,IT Services,USA,,Out of Range (0-100),19,Unclassified,contact25@vendor25.com,2013
VND00747,Vendor_0747,IT Services,USA,56.9,Valid,39,Tier 3,contact746@vendor746.com,2008
VND00362,Vendor_0362,Packaging,USA,75.0,Valid,35,Tier 2,contact361@vendor361.com,
VND00199,Vendor_0199,Logistics,Bangladesh,92.1,Valid,27,Tier 1,contact198@vendor198.com,2005
VND00492,Vendor_0492,Logistics,Vietnam,73.4,Valid,25,Tier 2,contact491@vendor491.com,2007
VND00090,Vendor_0090,Machinery,China,,Out of Range (0-100),3,Unclassified,contact89@vendor89.com,2010
VND00571,Vendor_0571,Chemicals,Bangladesh,66.0,Valid,25,Tier 2,contact570@vendor570.com,2017
VND00951,Vendor_0951,IT Services,Germany,72.0,Valid,34,Tier 2,contact950@vendor950.com,2012
VND00793,Vendor_0793,Electronics,Malaysia,65.4,Valid,28,Tier 2,contact792@vendor792.com,2018
VND00278,Vendor_0278,Chemicals,Malaysia,75.5,Valid,36,Tier 2,contact277@vendor277.com,2006
VND00948,Vendor_0948,Chemicals,Malaysia,93.0,Valid,6,Tier 1,contact947@vendor947.com,2009
VND00143,Vendor_0143,IT Services,Malaysia,,Out of Range (0-100),11,Unclassified,contact142@vendor142.com,2021
VND00607,Vendor_0607,Machinery,China,44.4,Valid,7,Tier 3,contact606@vendor606.com,2005
VND00434,Vendor_0434,Raw Material,Malaysia,37.1,Valid,15,Tier 3,contact433@vendor433.com,2022
VND00393,Vendor_0393,Electronics,Thailand,56.0,Valid,41,Tier 3,contact392@vendor392.com,2010
VND00627,Vendor_0627,Electronics,USA,62.4,Valid,40,Tier 2,contact626@vendor626.com,
VND00516,Vendor_0516,Chemicals,Germany,31.8,Valid,42,Tier 3,contact515@vendor515.com,2022
VND00713,Vendor_0713,Electronics,India,63.0,Valid,32,Tier 2,contact712@vendor712.com,2021
VND00714,Vendor_0714,Chemicals,China,58.8,Valid,13,Tier 3,contact713@vendor713.com,2012
VND00124,Vendor_0124,Raw Material,Bangladesh,37.7,Valid,5,Tier 3,contact123@vendor123.com,2012
VND00079,Vendor_0079,Machinery,Japan,55.1,Valid,37,Tier 3,contact78@vendor78.com,2018
VND00760,Vendor_0760,Machinery,China,,Out of Range (0-100),7,Unclassified,contact759@vendor759.com,2015
VND00767,Vendor_0767,IT Services,USA,83.4,Valid,39,Tier 1,contact766@vendor766.com,2019
VND00226,Vendor_0226,Electronics,Germany,47.1,Valid,43,Tier 3,contact225@vendor225.com,2016
VND00736,Vendor_0736,Unknown,Bangladesh,91.4,Valid,28,Tier 1,contact735@vendor735.com,2022
VND00489,Vendor_0489,Packaging,Malaysia,96.5,Valid,10,Tier 1,contact488@vendor488.com,2008
VND00195,Vendor_0195,Unknown,Bangladesh,53.7,Valid,30,Tier 3,contact194@vendor194.com,2021
VND00759,Vendor_0759,Electronics,USA,,Out of Range (0-100),35,Unclassified,contact758@vendor758.com,2009
VND00988,Vendor_0988,Logistics,South Korea,60.4,Valid,6,Tier 2,contact987@vendor987.com,2018
VND00827,Vendor_0827,Chemicals,South Korea,54.2,Valid,40,Tier 3,contact826@vendor826.com,2019
VND00774,Vendor_0774,IT Services,South Korea,57.8,Valid,12,Tier 3,contact773@vendor773.com,2017
VND00504,Vendor_0504,Textiles,Vietnam,87.0,Valid,22,Tier 1,contact503@vendor503.com,2022
VND00225,Vendor_0225,Chemicals,South Korea,48.6,Valid,29,Tier 3,contact224@vendor224.com,2020
VND00331,Vendor_0331,Logistics,Bangladesh,54.9,Valid,22,Tier 3,Not Provided,2017
VND00770,Vendor_0770,IT Services,Vietnam,87.5,Valid,30,Tier 1,contact769@vendor769.com,2018
VND00307,Vendor_0307,Machinery,Unknown,66.1,Valid,21,Tier 2,contact306@vendor306.com,2008
VND00939,Vendor_0939,Chemicals,Bangladesh,38.2,Valid,27,Tier 3,contact938@vendor938.com,
VND00775,Vendor_0775,Chemicals,Malaysia,85.8,Valid,11,Tier 1,contact774@vendor774.com,2007
VND00373,Vendor_0373,Raw Material,Thailand,36.6,Valid,19,Tier 3,contact372@vendor372.com,2012
VND00555,Vendor_0555,Logistics,Vietnam,91.4,Valid,3,Tier 1,contact554@vendor554.com,2010
VND00879,Vendor_0879,Electronics,Malaysia,31.9,Valid,43,Tier 3,contact878@vendor878.com,2022
VND00756,Vendor_0756,Textiles,Japan,85.6,Valid,21,Tier 1,contact755@vendor755.com,2019
VND00519,Vendor_0519,IT Services,India,99.1,Valid,25,Tier 1,contact518@vendor518.com,2020
VND00055,Vendor_0055,Electronics,Vietnam,71.9,Valid,42,Tier 2,contact54@vendor54.com,2015
VND00033,Vendor_0033,Raw Material,Thailand,,Out of Range (0-100),17,Unclassified,contact32@vendor32.com,2017
VND00501,Vendor_0501,Raw Material,Vietnam,78.9,Valid,16,Tier 2,contact500@vendor500.com,2009
VND00391,Vendor_0391,Raw Material,USA,99.3,Valid,28,Tier 1,contact390@vendor390.com,2020
VND00134,Vendor_0134,IT Services,India,53.6,Valid,20,Tier 3,contact133@vendor133.com,2010
VND00717,Vendor_0717,Electronics,Unknown,88.1,Valid,28,Tier 1,contact716@vendor716.com,2022
VND00711,Vendor_0711,Raw Material,Thailand,83.2,Valid,28,Tier 1,contact710@vendor710.com,2015
VND00697,Vendor_0697,IT Services,USA,50.2,Valid,6,Tier 3,contact696@vendor696.com,2010
VND00842,Vendor_0842,Machinery,Malaysia,76.4,Valid,32,Tier 2,contact841@vendor841.com,2008
VND00926,Vendor_0926,Textiles,Japan,31.6,Valid,27,Tier 3,contact925@vendor925.com,2015
VND00156,Vendor_0156,Packaging,Malaysia,46.9,Valid,36,Tier 3,contact155@vendor155.com,2017
VND00119,Vendor_0119,Raw Material,India,92.5,Valid,31,Tier 1,contact118@vendor118.com,2013
VND00230,Vendor_0230,Packaging,Germany,74.2,Valid,36,Tier 2,contact229@vendor229.com,2013
VND00813,Vendor_0813,Logistics,China,38.7,Valid,7,Tier 3,contact812@vendor812.com,2018
VND00378,Vendor_0378,Textiles,Germany,31.6,Valid,35,Tier 3,contact377@vendor377.com,2020
VND00409,Vendor_0409,Machinery,USA,93.4,Valid,33,Tier 1,contact408@vendor408.com,2016
VND00171,Vendor_0171,Logistics,Vietnam,77.4,Valid,22,Tier 2,contact170@vendor170.com,2018
VND00541,Vendor_0541,Raw Material,USA,96.8,Valid,39,Tier 1,contact540@vendor540.com,2005
VND00706,Vendor_0706,Chemicals,USA,99.3,Valid,32,Tier 1,contact705@vendor705.com,2008
VND00182,Vendor_0182,IT Services,South Korea,37.9,Valid,31,Tier 3,contact181@vendor181.com,2013
VND00017,Vendor_0017,Packaging,China,51.3,Valid,14,Tier 3,contact16@vendor16.com,2021
VND00614,Vendor_0614,Machinery,China,35.7,Valid,35,Tier 3,contact613@vendor613.com,2009
VND00807,Vendor_0807,Chemicals,Thailand,95.4,Valid,8,Tier 1,contact806@vendor806.com,2022
VND00387,Vendor_0387,Textiles,Bangladesh,49.7,Valid,15,Tier 3,contact386@vendor386.com,2021
VND00138,Vendor_0138,Electronics,India,79.2,Valid,34,Tier 2,contact137@vendor137.com,2009
VND00398,Vendor_0398,IT Services,Vietnam,60.0,Valid,17,Tier 2,contact397@vendor397.com,2015
VND00938,Vendor_0938,IT Services,South Korea,94.0,Valid,24,Tier 1,contact937@vendor937.com,2017
VND00944,Vendor_0944,IT Services,India,88.1,Valid,36,Tier 1,contact943@vendor943.com,2011
VND00954,Vendor_0954,Electronics,Japan,94.0,Valid,33,Tier 1,contact953@vendor953.com,2011
VND00586,Vendor_0586,Logistics,Germany,46.8,Valid,36,Tier 3,contact585@vendor585.com,2020
VND00766,Vendor_0766,Machinery,Germany,69.9,Valid,24,Tier 2,contact765@vendor765.com,2017
VND00044,Vendor_0044,Packaging,Bangladesh,93.7,Valid,20,Tier 1,contact43@vendor43.com,2012
VND00795,Vendor_0795,Raw Material,South Korea,31.3,Valid,44,Tier 3,contact794@vendor794.com,2016
VND00650,Vendor_0650,IT Services,Thailand,64.9,Valid,27,Tier 2,contact649@vendor649.com,2009
VND00054,Vendor_0054,IT Services,Bangladesh,92.6,Valid,39,Tier 1,contact53@vendor53.com,2017
VND00118,Vendor_0118,Logistics,USA,43.1,Valid,22,Tier 3,contact117@vendor117.com,2019
VND00049,Vendor_0049,Textiles,Malaysia,68.3,Valid,33,Tier 2,contact48@vendor48.com,2015
VND00786,Vendor_0786,Packaging,Thailand,93.6,Valid,41,Tier 1,contact785@vendor785.com,
VND00525,Vendor_0525,Textiles,Malaysia,88.7,Valid,18,Tier 1,contact524@vendor524.com,2014
VND00689,Vendor_0689,Machinery,Vietnam,83.9,Valid,17,Tier 1,contact688@vendor688.com,2013
VND00709,Vendor_0709,Machinery,Thailand,47.8,Valid,15,Tier 3,contact708@vendor708.com,2022
VND00252,Vendor_0252,Machinery,Malaysia,57.0,Valid,29,Tier 3,contact251@vendor251.com,2010
VND00896,Vendor_0896,Machinery,Germany,44.3,Valid,39,Tier 3,contact895@vendor895.com,2006
VND00356,Vendor_0356,Chemicals,India,75.0,Valid,20,Tier 2,contact355@vendor355.com,2019
VND00860,Vendor_0860,Electronics,Thailand,34.6,Valid,32,Tier 3,contact859@vendor859.com,2007
VND00438,Vendor_0438,Chemicals,Thailand,87.5,Valid,10,Tier 1,contact437@vendor437.com,2007
VND00865,Vendor_0865,Machinery,Vietnam,58.1,Valid,20,Tier 3,contact864@vendor864.com,2008
VND00941,Vendor_0941,Packaging,Vietnam,49.2,Valid,36,Tier 3,contact940@vendor940.com,2005
VND00149,Vendor_0149,Electronics,South Korea,33.6,Valid,43,Tier 3,contact148@vendor148.com,2008
VND00326,Vendor_0326,Logistics,USA,81.7,Valid,10,Tier 1,Not Provided,2010
VND00028,Vendor_0028,Machinery,Thailand,66.0,Valid,28,Tier 2,contact27@vendor27.com,2012
VND00003,Vendor_0003,Machinery,China,81.2,Valid,26,Tier 1,contact2@vendor2.com,2015
VND00274,Vendor_0274,Chemicals,Malaysia,93.9,Valid,34,Tier 1,contact273@vendor273.com,
VND00263,Vendor_0263,Electronics,Malaysia,39.8,Valid,31,Tier 3,contact262@vendor262.com,2016
VND00818,Vendor_0818,IT Services,Japan,57.9,Valid,40,Tier 3,contact817@vendor817.com,2007
VND00173,Vendor_0173,Raw Material,India,65.8,Valid,8,Tier 2,contact172@vendor172.com,2006
VND00621,Vendor_0621,Unknown,Malaysia,42.9,Valid,43,Tier 3,contact620@vendor620.com,2008
VND00888,Vendor_0888,Chemicals,China,46.7,Valid,28,Tier 3,contact887@vendor887.com,2007
VND00459,Vendor_0459,Textiles,China,33.9,Valid,23,Tier 3,contact458@vendor458.com,2022
VND00166,Vendor_0166,Logistics,Japan,88.5,Valid,26,Tier 1,contact165@vendor165.com,2019
VND00913,Vendor_0913,Chemicals,South Korea,73.7,Valid,11,Tier 2,contact912@vendor912.com,2007
VND00649,Vendor_0649,IT Services,South Korea,85.2,Valid,31,Tier 1,contact648@vendor648.com,2005
VND00968,Vendor_0968,Logistics,China,50.8,Valid,36,Tier 3,contact967@vendor967.com,2021
VND00783,Vendor_0783,IT Services,Malaysia,47.6,Valid,20,Tier 3,contact782@vendor782.com,2019
VND00100,Vendor_0100,IT Services,Thailand,37.6,Valid,17,Tier 3,contact99@vendor99.com,2022
VND00397,Vendor_0397,Chemicals,Malaysia,90.1,Valid,28,Tier 1,contact396@vendor396.com,2012
VND00210,Vendor_0210,Logistics,Bangladesh,41.3,Valid,34,Tier 3,contact209@vendor209.com,2008
VND00708,Vendor_0708,IT Services,Thailand,86.7,Valid,4,Tier 1,contact707@vendor707.com,2020
VND00455,Vendor_0455,Raw Material,Germany,37.8,Valid,35,Tier 3,contact454@vendor454.com,2011
VND00236,Vendor_0236,Packaging,Thailand,80.6,Valid,9,Tier 1,contact235@vendor235.com,2015
VND00227,Vendor_0227,Logistics,Vietnam,98.1,Valid,19,Tier 1,contact226@vendor226.com,2010
VND00658,Vendor_0658,Logistics,Japan,55.4,Valid,10,Tier 3,contact657@vendor657.com,2010
VND00496,Vendor_0496,Packaging,China,54.7,Valid,4,Tier 3,contact495@vendor495.com,2019
VND00872,Vendor_0872,Machinery,Malaysia,49.0,Valid,40,Tier 3,contact871@vendor871.com,2013
VND00833,Vendor_0833,Packaging,Unknown,39.9,Valid,10,Tier 3,contact832@vendor832.com,2006
VND00553,Vendor_0553,Logistics,South Korea,68.6,Valid,22,Tier 2,contact552@vendor552.com,2010
VND00540,Vendor_0540,Chemicals,Vietnam,39.0,Valid,39,Tier 3,contact539@vendor539.com,2007
VND00947,Vendor_0947,Raw Material,Vietnam,39.6,Valid,17,Tier 3,contact946@vendor946.com,2021
VND00502,Vendor_0502,Machinery,USA,67.5,Valid,41,Tier 2,contact501@vendor501.com,2016
VND00707,Vendor_0707,Textiles,USA,52.6,Valid,20,Tier 3,Not Provided,2007
VND00293,Vendor_0293,Textiles,India,87.6,Valid,16,Tier 1,contact292@vendor292.com,2008
VND00652,Vendor_0652,Raw Material,Malaysia,67.6,Valid,34,Tier 2,contact651@vendor651.com,2013
VND00789,Vendor_0789,Packaging,India,62.3,Valid,41,Tier 2,contact788@vendor788.com,2022
VND00606,Vendor_0606,Raw Material,Germany,62.3,Valid,16,Tier 2,contact605@vendor605.com,2017
VND00431,Vendor_0431,Logistics,USA,40.0,Valid,14,Tier 3,contact430@vendor430.com,
VND00743,Vendor_0743,Electronics,Vietnam,82.3,Valid,26,Tier 1,contact742@vendor742.com,2014
VND00523,Vendor_0523,IT Services,Bangladesh,97.9,Valid,5,Tier 1,contact522@vendor522.com,2015
VND00536,Vendor_0536,IT Services,Bangladesh,96.1,Valid,14,Tier 1,contact535@vendor535.com,2008
VND00101,Vendor_0101,Packaging,Thailand,32.2,Valid,11,Tier 3,contact100@vendor100.com,2014
VND00809,Vendor_0809,Raw Material,Germany,61.6,Valid,41,Tier 2,contact808@vendor808.com,2018
VND00235,Vendor_0235,Electronics,USA,43.7,Valid,32,Tier 3,contact234@vendor234.com,2014
VND00780,Vendor_0780,Textiles,China,74.9,Valid,37,Tier 2,contact779@vendor779.com,2009
VND00175,Vendor_0175,Textiles,Bangladesh,75.2,Valid,15,Tier 2,contact174@vendor174.com,2021
VND00801,Vendor_0801,Machinery,Vietnam,79.5,Valid,35,Tier 2,Not Provided,2009
VND00218,Vendor_0218,Raw Material,Germany,82.3,Valid,15,Tier 1,contact217@vendor217.com,2009
VND00962,Vendor_0962,IT Services,Germany,72.2,Valid,4,Tier 2,contact961@vendor961.com,2015
VND00698,Vendor_0698,Electronics,Japan,70.7,Valid,29,Tier 2,contact697@vendor697.com,2016
VND00401,Vendor_0401,Packaging,South Korea,37.2,Valid,42,Tier 3,contact400@vendor400.com,2021
VND00421,Vendor_0421,Textiles,Germany,85.4,Valid,6,Tier 1,contact420@vendor420.com,
VND00925,Vendor_0925,Machinery,Germany,59.8,Valid,12,Tier 3,contact924@vendor924.com,2022
VND00568,Vendor_0568,Machinery,India,60.6,Valid,31,Tier 2,contact567@vendor567.com,2013
VND00624,Vendor_0624,Machinery,USA,63.9,Valid,36,Tier 2,contact623@vendor623.com,2007
VND00198,Vendor_0198,Electronics,China,92.8,Valid,15,Tier 1,contact197@vendor197.com,2009
VND00177,Vendor_0177,Textiles,USA,78.4,Valid,7,Tier 2,contact176@vendor176.com,2005
VND00825,Vendor_0825,Machinery,Vietnam,67.6,Valid,25,Tier 2,contact824@vendor824.com,
VND00854,Vendor_0854,Machinery,Thailand,92.9,Valid,30,Tier 1,contact853@vendor853.com,
VND00612,Vendor_0612,Packaging,Bangladesh,86.0,Valid,8,Tier 1,contact611@vendor611.com,2022
VND00452,Vendor_0452,Packaging,Japan,69.1,Valid,37,Tier 2,contact451@vendor451.com,2021
VND00428,Vendor_0428,IT Services,China,92.1,Valid,16,Tier 1,contact427@vendor427.com,2017
VND00674,Vendor_0674,IT Services,South Korea,66.7,Valid,7,Tier 2,contact673@vendor673.com,2016
VND00137,Vendor_0137,Electronics,Thailand,66.3,Valid,5,Tier 2,contact136@vendor136.com,2018
VND00974,Vendor_0974,Logistics,India,45.0,Valid,17,Tier 3,contact973@vendor973.com,2018
VND00619,Vendor_0619,IT Services,Thailand,86.4,Valid,15,Tier 1,contact618@vendor618.com,2020
VND00577,Vendor_0577,Machinery,South Korea,40.3,Valid,10,Tier 3,contact576@vendor576.com,2020
VND00633,Vendor_0633,Machinery,South Korea,65.8,Valid,43,Tier 2,contact632@vendor632.com,2013
VND00651,Vendor_0651,Machinery,Vietnam,36.1,Valid,35,Tier 3,contact650@vendor650.com,2018
VND00668,Vendor_0668,Raw Material,China,41.2,Valid,8,Tier 3,contact667@vendor667.com,2017
VND00157,Vendor_0157,Machinery,South Korea,77.0,Valid,14,Tier 2,contact156@vendor156.com,
VND00325,Vendor_0325,Textiles,Bangladesh,96.8,Valid,31,Tier 1,contact324@vendor324.com,2020
VND00390,Vendor_0390,IT Services,Bangladesh,86.5,Valid,24,Tier 1,contact389@vendor389.com,2022
VND00088,Vendor_0088,Electronics,Malaysia,74.6,Valid,22,Tier 2,contact87@vendor87.com,2008
VND00343,Vendor_0343,Machinery,Germany,42.1,Valid,11,Tier 3,contact342@vendor342.com,2012
VND00209,Vendor_0209,Chemicals,Germany,30.4,Valid,12,Tier 3,contact208@vendor208.com,2014
VND00294,Vendor_0294,Raw Material,Germany,55.2,Valid,22,Tier 3,contact293@vendor293.com,2011
VND00784,Vendor_0784,Textiles,Germany,54.2,Valid,5,Tier 3,contact783@vendor783.com,2009
VND00096,Vendor_0096,IT Services,Thailand,,Out of Range (0-100),24,Unclassified,Not Provided,2018
VND00154,Vendor_0154,Packaging,Japan,64.3,Valid,5,Tier 2,contact153@vendor153.com,
VND00241,Vendor_0241,Machinery,Malaysia,95.8,Valid,30,Tier 1,contact240@vendor240.com,2017
VND00441,Vendor_0441,Textiles,India,35.9,Valid,20,Tier 3,contact440@vendor440.com,2018
VND00591,Vendor_0591,Logistics,India,39.7,Valid,20,Tier 3,contact590@vendor590.com,2021
VND00561,Vendor_0561,IT Services,Malaysia,79.3,Valid,16,Tier 2,contact560@vendor560.com,2006
VND00716,Vendor_0716,Chemicals,Thailand,95.1,Valid,33,Tier 1,contact715@vendor715.com,2018
VND00834,Vendor_0834,Packaging,South Korea,42.3,Valid,24,Tier 3,contact833@vendor833.com,2009
VND00639,Vendor_0639,Logistics,Vietnam,48.8,Valid,9,Tier 3,contact638@vendor638.com,2016
VND00354,Vendor_0354,Logistics,South Korea,41.4,Valid,20,Tier 3,contact353@vendor353.com,2017
VND00805,Vendor_0805,Chemicals,Bangladesh,59.7,Valid,10,Tier 3,contact804@vendor804.com,2018
VND00631,Vendor_0631,IT Services,Vietnam,79.9,Valid,20,Tier 2,contact630@vendor630.com,2015
VND00012,Vendor_0012,Electronics,Unknown,97.9,Valid,8,Tier 1,contact11@vendor11.com,2012
VND00466,Vendor_0466,Chemicals,Thailand,56.2,Valid,22,Tier 3,contact465@vendor465.com,2005
VND00471,Vendor_0471,Textiles,India,30.9,Valid,36,Tier 3,contact470@vendor470.com,2007
VND00059,Vendor_0059,Packaging,Malaysia,33.2,Valid,17,Tier 3,contact58@vendor58.com,2010
VND00205,Vendor_0205,Textiles,Unknown,72.5,Valid,7,Tier 2,contact204@vendor204.com,2021
VND00899,Vendor_0899,Chemicals,Thailand,30.9,Valid,44,Tier 3,Not Provided,2020
VND00843,Vendor_0843,IT Services,Unknown,42.5,Valid,18,Tier 3,contact842@vendor842.com,2011
VND00030,Vendor_0030,Chemicals,South Korea,33.3,Valid,24,Tier 3,contact29@vendor29.com,2012
VND00891,Vendor_0891,Unknown,Malaysia,80.6,Valid,8,Tier 1,contact890@vendor890.com,2020
VND00408,Vendor_0408,Logistics,South Korea,30.8,Valid,41,Tier 3,contact407@vendor407.com,2015
VND00984,Vendor_0984,Raw Material,India,35.3,Valid,18,Tier 3,contact983@vendor983.com,2021
VND00412,Vendor_0412,Machinery,Germany,96.5,Valid,14,Tier 1,contact411@vendor411.com,2018
VND00178,Vendor_0178,Machinery,Bangladesh,57.1,Valid,15,Tier 3,contact177@vendor177.com,2011
VND00014,Vendor_0014,Machinery,Malaysia,44.9,Valid,27,Tier 3,contact13@vendor13.com,2022
VND00160,Vendor_0160,Electronics,Germany,81.0,Valid,28,Tier 1,contact159@vendor159.com,2013
VND00660,Vendor_0660,Logistics,Malaysia,70.0,Valid,12,Tier 2,contact659@vendor659.com,
VND00564,Vendor_0564,Machinery,USA,31.0,Valid,22,Tier 3,contact563@vendor563.com,2019
VND00975,Vendor_0975,Chemicals,South Korea,32.2,Valid,11,Tier 3,contact974@vendor974.com,2017
VND00456,Vendor_0456,Textiles,Unknown,64.5,Valid,9,Tier 2,contact455@vendor455.com,2015
VND00484,Vendor_0484,Logistics,South Korea,73.9,Valid,23,Tier 2,contact483@vendor483.com,2013
VND00010,Vendor_0010,Electronics,Japan,79.6,Valid,39,Tier 2,contact9@vendor9.com,2019
VND00074,Vendor_0074,IT Services,China,87.1,Valid,15,Tier 1,contact73@vendor73.com,2015
VND00446,Vendor_0446,Textiles,Thailand,96.3,Valid,39,Tier 1,contact445@vendor445.com,
VND00544,Vendor_0544,Packaging,Vietnam,77.0,Valid,30,Tier 2,contact543@vendor543.com,2011
VND00023,Vendor_0023,Packaging,Thailand,50.5,Valid,12,Tier 3,contact22@vendor22.com,2013
VND00183,Vendor_0183,Packaging,Vietnam,94.7,Valid,5,Tier 1,contact182@vendor182.com,2019
VND00999,Vendor_0999,IT Services,India,96.5,Valid,24,Tier 1,contact998@vendor998.com,2009
VND00031,Vendor_0031,Raw Material,Vietnam,,Out of Range (0-100),9,Unclassified,contact30@vendor30.com,2006
VND00889,Vendor_0889,Textiles,Germany,37.0,Valid,6,Tier 3,contact888@vendor888.com,2022
VND00281,Vendor_0281,Unknown,Vietnam,92.3,Valid,6,Tier 1,contact280@vendor280.com,2006
VND00313,Vendor_0313,Raw Material,South Korea,31.8,Valid,36,Tier 3,contact312@vendor312.com,2015
VND00053,Vendor_0053,Packaging,Vietnam,95.8,Valid,5,Tier 1,contact52@vendor52.com,2007
VND00403,Vendor_0403,IT Services,Japan,65.4,Valid,5,Tier 2,contact402@vendor402.com,2022
VND00943,Vendor_0943,Electronics,Japan,75.6,Valid,23,Tier 2,contact942@vendor942.com,
VND00781,Vendor_0781,Raw Material,Bangladesh,78.6,Valid,9,Tier 2,contact780@vendor780.com,2017
VND00437,Vendor_0437,Raw Material,Malaysia,35.1,Valid,38,Tier 3,contact436@vendor436.com,2010
VND00670,Vendor_0670,Machinery,Malaysia,50.0,Valid,31,Tier 3,contact669@vendor669.com,2011
VND00233,Vendor_0233,Raw Material,Japan,70.4,Valid,8,Tier 2,contact232@vendor232.com,2015
VND00321,Vendor_0321,Chemicals,Thailand,68.4,Valid,29,Tier 2,contact320@vendor320.com,2015
VND00565,Vendor_0565,Logistics,Malaysia,54.5,Valid,26,Tier 3,contact564@vendor564.com,2006
VND00231,Vendor_0231,IT Services,China,85.6,Valid,26,Tier 1,contact230@vendor230.com,2022
VND00733,Vendor_0733,IT Services,India,76.6,Valid,24,Tier 2,contact732@vendor732.com,2010
VND00630,Vendor_0630,Textiles,Vietnam,47.7,Valid,36,Tier 3,contact629@vendor629.com,2017
