Vendor_ID,Return_Lines,Return_Qty,Return_Value,Vendor_Name,Vendor_Category,Vendor_Tier
VND00773,4,571,1529993.83,Vendor_0773,Textiles,Tier 3
VND00451,2,355,1516754.92,Vendor_0451,Unknown,Tier 1
VND00306,5,1342,1514001.33,Vendor_0306,Chemicals,Tier 1
VND00423,3,865,1511291.86,Vendor_0423,Logistics,Tier 3
VND00424,3,430,1505736.53,Vendor_0424,Electronics,Tier 2
VND00885,5,910,1502908.28,Vendor_0885,Packaging,Tier 1
VND00684,2,561,1486840.23,Vendor_0684,Machinery,Tier 2
VND00519,3,772,1481385.44,Vendor_0519,IT Services,Tier 1
VND00576,5,604,1481163.12,Vendor_0576,Machinery,Tier 1
VND00737,3,505,1477734.35,Vendor_0737,Packaging,Tier 3
VND00352,2,438,1476523.41,Vendor_0352,Unknown,Tier 1
VND00567,3,896,1474272.25,Vendor_0567,Logistics,Tier 3
VND00693,3,388,1472755.82,Vendor_0693,IT Services,Unclassified
VND00093,4,775,1471084.82,Vendor_0093,Logistics,Tier 1
VND00454,4,1083,1469629.32,Vendor_0454,Packaging,Tier 1
VND00876,1,408,1469138.64,Vendor_0876,Logistics,Tier 3
VND00412,5,1068,1468713.18,Vendor_0412,Machinery,Tier 1
VND00362,4,642,1467186.3,Vendor_0362,Packaging,Tier 2
VND00807,4,733,1467045.73,Vendor_0807,Chemicals,Tier 1
VND00476,4,921,1464716.67,Vendor_0476,IT Services,Tier 1
VND00991,3,776,1464015.54,Vendor_0991,Packaging,Tier 1
VND00277,3,409,1455457.99,Vendor_0277,Electronics,Tier 1
VND00003,6,1270,1454313.88,Vendor_0003,Machinery,Tier 1
VND00751,3,581,1453820.68,Vendor_0751,IT Services,Tier 3
VND00053,5,424,1439129.02,Vendor_0053,Packaging,Tier 1
VND00553,4,891,1435546.85,Vendor_0553,Logistics,Tier 2
VND00970,3,349,1433573.89,Vendor_0970,Logistics,Tier 2
VND00691,3,792,1431251.59,Vendor_0691,Packaging,Tier 3
VND00410,3,714,1427340.82,Vendor_0410,IT Services,Tier 3
VND00129,6,782,1403383.25,Vendor_0129,IT Services,Tier 3
VND00243,4,664,1399506.33,Vendor_0243,Logistics,Tier 1
VND00075,6,704,1388868.45,Vendor_0075,Raw Material,Tier 2
VND00239,3,756,1385631.04,Vendor_0239,Electronics,Tier 2
VND00675,4,989,1374436.48,Vendor_0675,Machinery,Tier 3
VND00897,4,712,1374152.09,Vendor_0897,IT Services,Tier 3
VND00125,2,601,1370162.55,Vendor_0125,Chemicals,Tier 3
VND00780,4,1158,1364340.54,Vendor_0780,Textiles,Tier 2
VND00916,2,304,1363018.39,Vendor_0916,Chemicals,Tier 2
VND00715,6,784,1350935.42,Vendor_0715,Machinery,Tier 3
VND00902,5,705,1339548.61,Vendor_0902,Electronics,Tier 3
VND00185,4,831,1332084.66,Vendor_0185,Machinery,Tier 3
VND00893,4,920,1324589.8,Vendor_0893,Chemicals,Tier 1
VND00957,6,670,1320749.6,Vendor_0957,Raw Material,Tier 2
VND00398,5,1333,1317916.37,Vendor_0398,IT Services,Tier 2
VND00008,2,357,1316033.19,Vendor_0008,Logistics,Tier 1
VND00532,5,662,1294343.82,Vendor_0532,Chemicals,Tier 1
VND00945,2,652,1280831.68,Vendor_0945,Textiles,Tier 3
VND00981,3,787,1276340.33,Vendor_0981,Machinery,Tier 3
VND00802,4,1115,1276313.84,Vendor_0802,Chemicals,Tier 3
VND00455,4,1146,1256417.16,Vendor_0455,Raw Material,Tier 3
VND00839,2,814,1254252.94,Vendor_0839,Packaging,Tier 2
VND00850,5,1303,1250639.13,Vendor_0850,IT Services,Tier 2
VND00632,2,644,1236537.9,Vendor_0632,IT Services,Tier 1
VND00118,3,569,1232128.36,Vendor_0118,Logistics,Tier 3
VND00566,1,308,1231051.36,Vendor_0566,Textiles,Tier 2
VND00092,6,331,1226181.08,Vendor_0092,Raw Material,Tier 2
VND00654,6,806,1210136.52,Vendor_0654,Machinery,Tier 1
VND00636,2,347,1207452.34,Vendor_0636,Raw Material,Tier 2
VND00729,4,503,1202653.89,Vendor_0729,Machinery,Tier 3
VND00771,3,921,1200816.31,Vendor_0771,Chemicals,Tier 3
VND00764,1,385,1194289.25,Vendor_0764,Raw Material,Tier 1
VND00887,2,291,1176131.11,Vendor_0887,Machinery,Tier 2
VND00901,1,317,1175680.09,Vendor_0901,IT Services,Tier 3
VND00561,4,608,1175627.82,Vendor_0561,IT Services,Tier 2
VND00212,2,587,1171876.66,Vendor_0212,Textiles,Tier 2
VND00862,4,583,1170999.83,Vendor_0862,Textiles,Tier 2
VND00907,3,849,1161248.16,Vendor_0907,Electronics,Tier 1
VND00720,2,283,1160722.09,Vendor_0720,IT Services,Tier 1
VND00512,3,366,1154799.87,Vendor_0512,Chemicals,Tier 3
VND00617,3,981,1153841.63,Vendor_0617,Electronics,Tier 3
VND00947,4,967,1146582.97,Vendor_0947,Raw Material,Tier 3
VND00434,3,807,1143862.39,Vendor_0434,Raw Material,Tier 3
VND00308,6,795,1131559.79,Vendor_0308,Electronics,Tier 3
VND00864,2,455,1125505.2,Vendor_0864,Machinery,Tier 2
VND00848,5,581,1121103.54,Vendor_0848,Packaging,Tier 1
VND00499,4,669,1118437.09,Vendor_0499,Machinery,Tier 1
VND00089,3,784,1113244.21,Vendor_0089,Chemicals,Tier 1
VND00358,4,587,1102710.14,Vendor_0358,IT Services,Tier 2
VND00537,3,399,1094424.96,Vendor_0537,Logistics,Tier 1
VND00323,4,766,1093566.04,Vendor_0323,Textiles,Tier 2
VND00292,5,1182,1088801.87,Vendor_0292,Electronics,Tier 3
VND00393,4,1087,1087209.59,Vendor_0393,Electronics,Tier 3
VND00065,3,613,1062903.75,Vendor_0065,Machinery,Tier 3
VND00350,3,973,1054196.09,Vendor_0350,Textiles,Tier 2
VND00743,5,1173,1053679.51,Vendor_0743,Electronics,Tier 1
VND00724,3,381,1050746.88,Vendor_0724,Chemicals,Tier 1
VND00609,4,823,1050119.77,Vendor_0609,IT Services,Tier 2
VND00187,5,993,1047705.85,Vendor_0187,Raw Material,Tier 1
VND00271,1,418,1042851.48,Vendor_0271,Machinery,Tier 1
VND00959,3,408,1026513.56,Vendor_0959,Machinery,Tier 3
VND00582,4,970,1014969.87,Vendor_0582,Chemicals,Tier 1
VND00511,5,1114,1007519.0,Vendor_0511,Raw Material,Tier 2
VND00508,2,599,1007243.77,Vendor_0508,Electronics,Tier 1
VND00214,2,487,997916.43,Vendor_0214,Machinery,Tier 3
VND00324,1,391,996909.24,Vendor_0324,Electronics,Tier 3
VND00052,2,569,995809.91,Vendor_0052,Logistics,Tier 1
VND00219,3,282,987801.57,Vendor_0219,IT Services,Tier 2
VND00149,2,675,982757.82,Vendor_0149,Electronics,Tier 3
VND00394,3,538,982143.48,Vendor_0394,IT Services,Tier 1
VND00408,1,492,969338.4,Vendor_0408,Logistics,Tier 3
VND00928,3,343,941562.98,Vendor_0928,Packaging,Tier 2
VND00347,2,297,932882.17,Vendor_0347,Textiles,Tier 2
VND00283,4,285,930371.51,Vendor_0283,Packaging,Tier 3
VND00748,2,371,919884.61,Vendor_0748,Machinery,Tier 2
VND00015,4,621,913830.67,Vendor_0015,IT Services,Tier 3
VND00438,2,448,897532.48,Vendor_0438,Chemicals,Tier 1
VND00867,3,921,874057.32,Vendor_0867,Textiles,Tier 3
VND00267,2,427,872863.88,Vendor_0267,Packaging,Tier 2
VND00795,5,524,868959.3,Vendor_0795,Raw Material,Tier 3
VND00672,2,553,856723.0,Vendor_0672,Unknown,Tier 1
VND00643,5,1045,835305.56,Vendor_0643,Logistics,Tier 3
VND00227,1,177,833654.07,Vendor_0227,Logistics,Tier 1
VND00866,2,625,830567.5,Vendor_0866,Raw Material,Tier 2
VND00631,4,772,825855.65,Vendor_0631,IT Services,Tier 2
VND00123,3,803,823242.86,Vendor_0123,Electronics,Tier 3
VND00244,2,444,822533.77,Vendor_0244,Chemicals,Tier 3
VND00439,3,404,821245.64,Vendor_0439,Machinery,Tier 2
VND00482,2,525,821151.25,Vendor_0482,Raw Material,Tier 2
VND00039,2,287,806494.2,Vendor_0039,Chemicals,Tier 2
VND00260,2,753,806129.22,Vendor_0260,Textiles,Tier 3
VND00601,3,595,803699.6,Vendor_0601,Raw Material,Tier 3
VND00138,4,532,788472.83,Vendor_0138,Electronics,Tier 2
VND00593,3,494,785477.32,Vendor_0593,Logistics,Tier 3
VND00270,2,678,782873.72,Vendor_0270,Raw Material,Tier 3
VND00175,3,585,771410.75,Vendor_0175,Textiles,Tier 2
VND00669,1,388,760623.56,Vendor_0669,Unknown,Tier 3
VND00229,2,498,745763.24,Vendor_0229,Machinery,Unclassified
VND00875,3,825,744031.84,Vendor_0875,Logistics,Tier 3
VND00550,3,482,733772.18,Vendor_0550,Machinery,Tier 1
VND00603,2,373,733708.42,Vendor_0603,Packaging,Tier 3
VND00110,1,166,727161.34,Vendor_0110,IT Services,Tier 3
VND00930,3,413,724732.21,Vendor_0930,Raw Material,Tier 3
VND00584,2,439,717271.78,Vendor_0584,Packaging,Tier 3
VND00666,1,173,710282.64,Vendor_0666,Packaging,Tier 3
VND00753,2,242,679933.98,Vendor_0753,Logistics,Tier 2
VND00922,6,599,663458.4,Vendor_0922,Logistics,Tier 2
VND00479,2,631,662977.88,Vendor_0479,Chemicals,Tier 1
VND00637,3,177,639470.3,Vendor_0637,Electronics,Tier 2
VND00689,2,143,626235.82,Vendor_0689,Machinery,Tier 1
VND00941,3,472,602862.24,Vendor_0941,Packaging,Tier 3
VND00273,3,648,592439.62,Vendor_0273,Raw Material,Tier 1
VND00489,2,288,592212.69,Vendor_0489,Packaging,Tier 1
VND00961,3,416,592084.44,Vendor_0961,Electronics,Tier 3
VND00746,2,224,577687.4,Vendor_0746,Packaging,Tier 1
VND00401,2,260,575155.7,Vendor_0401,Packaging,Tier 3
VND00528,1,316,551868.72,Vendor_0528,IT Services,Tier 3
VND00184,2,648,542054.78,Vendor_0184,Logistics,Tier 1
VND00247,2,206,540877.24,Vendor_0247,IT Services,Tier 2
VND00336,2,395,539876.66,Vendor_0336,Chemicals,Tier 3
VND00143,5,504,536670.46,Vendor_0143,IT Services,Unclassified
VND00231,3,724,529548.56,Vendor_0231,IT Services,Tier 1
VND00823,1,142,527217.6,Vendor_0823,Chemicals,Tier 3
VND00594,2,122,517741.66,Vendor_0594,Chemicals,Tier 3
VND00367,3,489,501612.45,Vendor_0367,Logistics,Tier 1
VND00915,2,468,501176.2,Vendor_0915,Textiles,Tier 2
VND00137,2,409,481310.98,Vendor_0137,Electronics,Tier 2
VND00630,1,378,465491.88,Vendor_0630,Textiles,Tier 3
VND00475,1,440,463091.2,Vendor_0475,Electronics,Tier 2
VND00038,2,369,458602.47,Vendor_0038,Logistics,Tier 3
VND00546,2,554,456956.36,Vendor_0546,Logistics,Tier 3
VND00789,3,580,447408.3,Vendor_0789,Packaging,Tier 2
VND00527,2,484,443547.92,Vendor_0527,Machinery,Tier 3
VND00254,2,650,442569.13,Vendor_0254,Raw Material,Tier 3
VND00502,2,237,440591.05,Vendor_0502,Machinery,Tier 2
VND00626,3,362,438481.33,Vendor_0626,Logistics,Tier 3
VND00431,2,208,420027.84,Vendor_0431,Logistics,Tier 3
VND00258,2,405,415285.2,Vendor_0258,Packaging,Tier 2
VND00237,2,611,412165.13,Vendor_0237,Machinery,Tier 3
VND00942,3,617,404371.47,Vendor_0942,Textiles,Tier 2
VND00370,2,337,397042.58,Vendor_0370,Logistics,Tier 3
VND00749,2,117,380161.19,Vendor_0749,Machinery,Tier 1
VND00384,1,213,379167.69,Vendor_0384,Packaging,Tier 1
VND00761,2,145,371630.71,Vendor_0761,Textiles,Tier 3
VND00514,2,372,362555.8,Vendor_0514,Chemicals,Tier 1
VND00197,3,283,349711.38,Vendor_0197,Electronics,Tier 1
VND00569,3,411,345683.41,Vendor_0569,Chemicals,Tier 1
VND00910,2,460,331104.52,Vendor_0910,Machinery,Tier 3
VND00048,2,500,330174.0,Vendor_0048,Machinery,Tier 2
VND00441,2,265,310339.85,Vendor_0441,Textiles,Tier 3
VND00990,3,230,297310.44,Vendor_0990,Raw Material,Tier 1
VND00555,2,335,288387.05,Vendor_0555,Logistics,Tier 1
VND00183,2,299,268772.74,Vendor_0183,Packaging,Tier 1
VND00090,3,80,250424.43,Vendor_0090,Machinery,Unclassified
VND00020,2,370,250344.4,Vendor_0020,Logistics,Tier 3
VND00014,3,175,220811.38,Vendor_0014,Machinery,Tier 3
VND00215,1,232,213614.0,Vendor_0215,IT Services,Tier 2
VND00095,1,366,153277.14,Vendor_0095,Electronics,Tier 1
VND00670,3,391,148643.6,Vendor_0670,Machinery,Tier 3
VND00232,1,68,121436.44,Vendor_0232,Machinery,Tier 2
VND00966,1,292,73461.36,Vendor_0966,Raw Material,Tier 3
VND00316,1,175,44339.75,Vendor_0316,Packaging,Tier 2
VND00164,1,53,40420.45,Vendor_0164,Raw Material,Tier 2
VND00497,1,297,22221.54,Vendor_0497,Electronics,Tier 2
VND00084,1,6,15375.18,Vendor_0084,Raw Material,Tier 3
