Vendor_ID,Vendor_Name,Vendor_Category,Country,Vendor_Tier,Reliability_Score,Recency_Months,Frequency,Monetary,R,F,M,RFM_Score,RFM_Segment
VND00527,Vendor_0527,Machinery,India,Tier 3,59.0,1.6,53,352733209.65,1,4,4,9,Transactional
VND00701,Vendor_0701,Textiles,China,Tier 2,67.3,1.3,52,311034622.25,2,4,3,9,Transactional
VND00744,Vendor_0744,IT Services,Vietnam,Tier 2,65.2,2.9,53,363144491.19,1,4,4,9,Transactional
VND00758,Vendor_0758,Packaging,Germany,Tier 2,67.3,0.4,45,322204865.28,4,2,3,9,Transactional
VND00536,Vendor_0536,IT Services,Bangladesh,Tier 1,96.1,1.8,52,346500602.69,1,4,4,9,Transactional
VND00760,Vendor_0760,Machinery,China,Unclassified,,0.7,45,356379504.34,3,2,4,9,Transactional
VND00696,Vendor_0696,Textiles,Unknown,Tier 2,72.7,0.5,48,278391240.52,4,3,2,9,Transactional
VND00940,Vendor_0940,Textiles,Bangladesh,Tier 2,70.4,0.4,49,273816969.69,4,3,2,9,Transactional
VND00992,Vendor_0992,Machinery,USA,Tier 2,78.6,1.6,54,347631555.9,1,4,4,9,Transactional
VND00971,Vendor_0971,Electronics,Malaysia,Tier 2,76.5,0.2,49,296180635.83,4,3,2,9,Transactional
VND00727,Vendor_0727,Raw Material,Malaysia,Tier 3,39.8,0.6,47,354164725.35,3,2,4,9,Transactional
VND00574,Vendor_0574,Chemicals,China,Tier 2,73.5,0.0,43,301365478.69,5,1,3,9,Transactional
VND00766,Vendor_0766,Machinery,Germany,Tier 2,69.9,0.6,45,331155721.31,3,2,4,9,Transactional
VND00686,Vendor_0686,Unknown,USA,Tier 2,69.0,0.4,51,294751008.12,4,3,2,9,Transactional
VND00803,Vendor_0803,Textiles,Vietnam,Tier 2,70.3,0.5,53,291530696.09,3,4,2,9,Transactional
VND00658,Vendor_0658,Logistics,Japan,Tier 3,55.4,0.0,46,265787000.66,5,2,2,9,Transactional
VND00656,Vendor_0656,IT Services,China,Tier 3,38.9,0.4,44,341312814.4,4,1,4,9,Transactional
VND00807,Vendor_0807,Chemicals,Thailand,Tier 1,95.4,1.1,49,351992598.41,2,3,4,9,Transactional
VND00884,Vendor_0884,Chemicals,USA,Tier 3,37.3,0.4,45,317374834.0,4,2,3,9,Transactional
VND00881,Vendor_0881,Machinery,South Korea,Tier 3,46.2,0.3,44,306422314.14,4,2,3,9,Transactional
VND00604,Vendor_0604,IT Services,Vietnam,Tier 3,36.2,0.0,44,309895011.41,5,1,3,9,Transactional
VND00607,Vendor_0607,Machinery,China,Tier 3,44.4,1.9,55,336589148.65,1,4,4,9,Transactional
VND00812,Vendor_0812,Machinery,Unknown,Tier 1,88.7,0.1,45,281896157.12,5,2,2,9,Transactional
VND00642,Vendor_0642,Packaging,China,Tier 3,52.5,1.7,50,373332157.45,1,3,5,9,Transactional
VND00612,Vendor_0612,Packaging,Bangladesh,Tier 1,86.0,1.2,49,335482810.61,2,3,4,9,Transactional
VND00637,Vendor_0637,Electronics,USA,Tier 2,67.3,0.2,49,268526035.74,4,3,2,9,Transactional
VND00630,Vendor_0630,Textiles,Vietnam,Tier 3,47.7,1.5,53,325542921.65,2,4,3,9,Transactional
VND00629,Vendor_0629,Logistics,China,Tier 3,32.6,2.7,51,377587753.94,1,3,5,9,Transactional
VND00852,Vendor_0852,Machinery,Thailand,Tier 1,82.5,0.0,45,279281453.98,5,2,2,9,Transactional
VND00660,Vendor_0660,Logistics,Malaysia,Tier 2,70.0,1.1,54,324814640.51,2,4,3,9,Transactional
VND00664,Vendor_0664,Packaging,Thailand,Tier 3,46.6,0.7,48,311054785.57,3,3,3,9,Transactional
VND00797,Vendor_0797,Textiles,China,Tier 1,95.2,0.4,49,296650424.94,4,3,2,9,Transactional
VND00913,Vendor_0913,Chemicals,South Korea,Tier 2,73.7,0.1,47,273658360.68,5,2,2,9,Transactional
VND00544,Vendor_0544,Packaging,Vietnam,Tier 2,77.0,1.6,54,360405419.98,1,4,4,9,Transactional
VND00675,Vendor_0675,Machinery,Thailand,Tier 3,58.7,1.0,49,333923807.01,2,3,4,9,Transactional
VND00781,Vendor_0781,Raw Material,Bangladesh,Tier 2,78.6,1.0,55,312782583.4,2,4,3,9,Transactional
VND00785,Vendor_0785,Textiles,Germany,Tier 3,42.7,0.9,51,349087533.11,2,3,4,9,Transactional
VND00673,Vendor_0673,Electronics,USA,Tier 3,35.6,0.3,42,363462058.58,4,1,4,9,Transactional
VND00568,Vendor_0568,Machinery,India,Tier 2,60.6,0.2,45,290460495.53,5,2,2,9,Transactional
VND00908,Vendor_0908,Textiles,South Korea,Tier 3,53.9,1.3,57,295304312.24,2,5,2,9,Transactional
VND00665,Vendor_0665,Machinery,China,Tier 3,37.1,1.1,60,295375991.09,2,5,2,9,Transactional
VND00904,Vendor_0904,Logistics,Germany,Tier 2,70.8,0.1,44,279183566.05,5,2,2,9,Transactional
VND00669,Vendor_0669,Unknown,Malaysia,Tier 3,43.1,1.1,53,309886708.5,2,4,3,9,Transactional
VND00580,Vendor_0580,Electronics,USA,Tier 3,48.1,1.8,60,299544306.01,1,5,3,9,Transactional
VND00583,Vendor_0583,Electronics,India,Tier 2,64.5,0.0,49,250545949.34,5,3,1,9,Transactional
VND00901,Vendor_0901,IT Services,India,Tier 3,44.6,3.8,50,399725072.64,1,3,5,9,Transactional
VND00900,Vendor_0900,Electronics,Malaysia,Tier 3,36.0,1.3,52,330084873.85,2,4,3,9,Transactional
VND00726,Vendor_0726,IT Services,Japan,Tier 1,88.9,2.0,52,333457434.84,1,4,4,9,Transactional
VND00001,Vendor_0001,Unknown,South Korea,Tier 3,56.2,0.9,49,301657666.88,3,3,3,9,Transactional
VND00255,Vendor_0255,Chemicals,Japan,Tier 3,41.9,1.1,47,369879673.07,2,2,5,9,Transactional
VND00163,Vendor_0163,Raw Material,India,Tier 2,74.3,2.2,52,337744085.02,1,4,4,9,Transactional
VND00376,Vendor_0376,Electronics,Germany,Tier 3,52.3,1.1,53,325859830.59,2,4,3,9,Transactional
VND00375,Vendor_0375,IT Services,Malaysia,Tier 3,35.0,0.6,51,319184541.41,3,3,3,9,Transactional
VND00160,Vendor_0160,Electronics,Germany,Tier 1,81.0,1.5,50,340793112.26,2,3,4,9,Transactional
VND00454,Vendor_0454,Packaging,India,Tier 1,93.4,2.0,55,356850440.71,1,4,4,9,Transactional
VND00054,Vendor_0054,IT Services,Bangladesh,Tier 1,92.6,0.6,49,306275799.23,3,3,3,9,Transactional
VND00361,Vendor_0361,IT Services,Bangladesh,Tier 3,57.2,3.2,52,348504824.37,1,4,4,9,Transactional
VND00460,Vendor_0460,Packaging,China,Tier 3,38.3,1.1,48,350575734.73,2,3,4,9,Transactional
VND00047,Vendor_0047,Logistics,Bangladesh,Tier 3,51.8,1.5,45,368764039.32,2,2,5,9,Transactional
VND00468,Vendor_0468,IT Services,USA,Tier 1,90.8,0.5,50,268931542.43,4,3,2,9,Transactional
VND00164,Vendor_0164,Raw Material,India,Tier 2,67.5,0.2,48,278016188.5,5,2,2,9,Transactional
VND00357,Vendor_0357,IT Services,Vietnam,Tier 3,31.9,0.2,46,272781177.68,5,2,2,9,Transactional
VND00461,Vendor_0461,IT Services,Malaysia,Tier 3,38.2,2.3,52,338974843.69,1,4,4,9,Transactional
VND00040,Vendor_0040,Unknown,China,Tier 2,60.8,0.9,47,340742669.57,3,2,4,9,Transactional
VND00168,Vendor_0168,Textiles,USA,Tier 3,43.1,0.3,51,297796750.5,4,3,2,9,Transactional
VND00349,Vendor_0349,Machinery,Unknown,Tier 3,56.2,0.7,49,319226593.68,3,3,3,9,Transactional
VND00347,Vendor_0347,Textiles,Germany,Tier 2,74.5,0.2,45,292560420.49,5,2,2,9,Transactional
VND00378,Vendor_0378,Textiles,Germany,Tier 3,31.6,0.6,48,308587655.84,3,3,3,9,Transactional
VND00387,Vendor_0387,Textiles,Bangladesh,Tier 3,49.7,0.1,46,265331609.97,5,2,2,9,Transactional
VND00391,Vendor_0391,Raw Material,USA,Tier 1,99.3,0.7,54,295995639.05,3,4,2,9,Transactional
VND00134,Vendor_0134,IT Services,India,Tier 3,53.6,0.0,46,295211585.49,5,2,2,9,Transactional
VND00421,Vendor_0421,Textiles,Germany,Tier 1,85.4,0.2,45,294795353.01,5,2,2,9,Transactional
VND00100,Vendor_0100,IT Services,Thailand,Tier 3,37.6,1.9,53,343039649.31,1,4,4,9,Transactional
VND00423,Vendor_0423,Logistics,China,Tier 3,36.4,0.1,45,285619182.34,5,2,2,9,Transactional
VND00104,Vendor_0104,Logistics,Thailand,Tier 2,65.6,0.3,51,268507406.13,4,3,2,9,Transactional
VND00105,Vendor_0105,Logistics,Japan,Unclassified,,1.0,53,313859628.98,2,4,3,9,Transactional
VND00085,Vendor_0085,Chemicals,Unknown,Tier 3,51.8,1.3,52,309116274.81,2,4,3,9,Transactional
VND00081,Vendor_0081,Packaging,Japan,Tier 1,90.4,0.9,48,361773011.6,3,2,4,9,Transactional
VND00406,Vendor_0406,Machinery,Japan,Tier 1,92.7,1.0,52,328399918.33,2,4,3,9,Transactional
VND00404,Vendor_0404,Machinery,China,Tier 1,87.9,0.9,50,303921693.94,3,3,3,9,Transactional
VND00402,Vendor_0402,IT Services,China,Tier 1,93.2,1.6,54,331354358.63,1,4,4,9,Transactional
VND00122,Vendor_0122,Logistics,Germany,Tier 1,92.7,0.8,50,321914752.85,3,3,3,9,Transactional
VND00131,Vendor_0131,Packaging,Thailand,Tier 3,59.2,1.2,52,313193023.3,2,4,3,9,Transactional
VND00433,Vendor_0433,Textiles,Japan,Unclassified,,0.8,54,295563618.38,3,4,2,9,Transactional
VND00132,Vendor_0132,IT Services,Thailand,Tier 3,45.5,1.9,51,366486976.23,1,3,5,9,Transactional
VND00072,Vendor_0072,Textiles,South Korea,Tier 3,43.9,1.9,50,390623710.08,1,3,5,9,Transactional
VND00467,Vendor_0467,Logistics,Germany,Tier 3,50.0,0.1,46,267988638.29,5,2,2,9,Transactional
VND00463,Vendor_0463,Raw Material,South Korea,Tier 1,82.2,2.6,55,357235344.6,1,4,4,9,Transactional
VND00099,Vendor_0099,Unknown,South Korea,Tier 3,31.8,0.9,51,310713844.34,3,3,3,9,Transactional
VND00211,Vendor_0211,Machinery,Thailand,Tier 2,68.4,0.1,44,322392058.34,5,1,3,9,Transactional
VND00310,Vendor_0310,Chemicals,China,Tier 3,49.0,0.6,51,307828384.9,3,3,3,9,Transactional
VND00482,Vendor_0482,Raw Material,South Korea,Tier 2,78.7,0.1,49,255454344.73,5,3,1,9,Transactional
VND00241,Vendor_0241,Machinery,Malaysia,Tier 1,95.8,0.1,44,309107354.06,5,1,3,9,Transactional
VND00232,Vendor_0232,Machinery,USA,Tier 2,65.2,1.1,51,331595272.97,2,3,4,9,Transactional
VND00247,Vendor_0247,IT Services,Vietnam,Tier 2,60.0,1.1,55,314240234.57,2,4,3,9,Transactional
VND00493,Vendor_0493,IT Services,Japan,Tier 3,49.4,0.6,47,359283092.04,3,2,4,9,Transactional
VND00262,Vendor_0262,Electronics,Malaysia,Tier 1,99.3,0.7,51,328356998.02,3,3,3,9,Transactional
VND00266,Vendor_0266,Chemicals,Vietnam,Tier 1,81.9,0.2,42,302317165.37,5,1,3,9,Transactional
VND00212,Vendor_0212,Textiles,Bangladesh,Tier 2,78.4,0.2,51,248708938.73,5,3,1,9,Transactional
VND00217,Vendor_0217,Electronics,Vietnam,Tier 3,52.8,0.0,49,263655065.82,5,3,1,9,Transactional
VND00469,Vendor_0469,Chemicals,Japan,Tier 3,45.7,0.8,47,339473797.75,3,2,4,9,Transactional
VND00273,Vendor_0273,Raw Material,Bangladesh,Tier 1,90.7,1.3,46,391366031.66,2,2,5,9,Transactional
VND00338,Vendor_0338,Machinery,Vietnam,Tier 2,79.3,0.4,50,269839514.72,4,3,2,9,Transactional
VND00197,Vendor_0197,Electronics,Japan,Tier 1,80.8,0.0,45,275908890.21,5,2,2,9,Transactional
VND00331,Vendor_0331,Logistics,Bangladesh,Tier 3,54.9,1.8,50,364434366.72,1,3,5,9,Transactional
VND00276,Vendor_0276,Unknown,South Korea,Tier 2,65.1,1.0,46,376749451.2,2,2,5,9,Transactional
VND00327,Vendor_0327,Machinery,Thailand,Tier 2,68.8,0.5,46,307393434.57,4,2,3,9,Transactional
VND00484,Vendor_0484,Logistics,South Korea,Tier 2,73.9,0.4,49,275388386.83,4,3,2,9,Transactional
VND00296,Vendor_0296,Logistics,Malaysia,Tier 2,66.6,0.3,42,310796541.5,4,1,3,8,Transactional
VND00294,Vendor_0294,Raw Material,Germany,Tier 3,55.2,0.8,45,310145934.23,3,2,3,8,Transactional
VND00298,Vendor_0298,IT Services,South Korea,Tier 3,45.1,0.9,47,311829578.65,3,2,3,8,Transactional
VND00267,Vendor_0267,Packaging,Japan,Tier 2,78.8,0.9,48,324280138.56,3,2,3,8,Transactional
VND00738,Vendor_0738,Machinery,Malaysia,Tier 1,87.2,0.1,45,223290729.27,5,2,1,8,Transactional
VND00623,Vendor_0623,Packaging,China,Tier 3,55.9,0.5,47,277835198.51,4,2,2,8,Transactional
VND00240,Vendor_0240,Packaging,Malaysia,Tier 3,42.4,0.7,45,301327574.3,3,2,3,8,Transactional
VND00246,Vendor_0246,Machinery,Thailand,Tier 1,95.0,0.7,48,323028099.7,3,2,3,8,Transactional
VND00730,Vendor_0730,Packaging,Japan,Tier 3,41.5,0.4,47,265625348.61,4,2,2,8,Transactional
VND00616,Vendor_0616,Electronics,Japan,Tier 1,94.5,0.3,47,292488604.17,4,2,2,8,Transactional
VND00860,Vendor_0860,Electronics,Thailand,Tier 3,34.6,0.3,49,264966632.43,4,3,1,8,Transactional
VND00394,Vendor_0394,IT Services,USA,Tier 1,84.3,0.6,52,253826413.5,3,4,1,8,Transactional
VND00110,Vendor_0110,IT Services,Vietnam,Tier 3,35.4,0.9,50,293399999.58,3,3,2,8,Transactional
VND00106,Vendor_0106,Unknown,India,Tier 3,47.5,0.3,50,254828691.79,4,3,1,8,Transactional
VND00816,Vendor_0816,Electronics,Malaysia,Tier 2,66.3,2.1,50,346559599.5,1,3,4,8,Transactional
VND00385,Vendor_0385,Raw Material,Malaysia,Tier 1,81.5,0.3,47,271789048.58,4,2,2,8,Transactional
VND00684,Vendor_0684,Machinery,Japan,Tier 2,76.8,1.8,46,367584276.86,1,2,5,8,Transactional
VND00659,Vendor_0659,Machinery,Bangladesh,Tier 2,75.2,1.4,49,322623095.98,2,3,3,8,Transactional
VND00353,Vendor_0353,Machinery,Unknown,Tier 2,76.1,0.1,45,251440350.91,5,2,1,8,Transactional
VND00893,Vendor_0893,Chemicals,Bangladesh,Tier 1,88.1,0.6,49,275444873.66,3,3,2,8,Transactional
VND00325,Vendor_0325,Textiles,Bangladesh,Tier 1,96.8,1.1,49,328326336.19,2,3,3,8,Transactional
VND00830,Vendor_0830,Logistics,Germany,Tier 2,61.7,0.4,45,278227647.76,4,2,2,8,Transactional
VND00681,Vendor_0681,Raw Material,China,Tier 1,87.2,0.0,42,290950447.34,5,1,2,8,Transactional
VND00682,Vendor_0682,Textiles,South Korea,Tier 3,48.1,1.0,51,330516448.51,2,3,3,8,Transactional
VND00360,Vendor_0360,Logistics,Thailand,Tier 2,70.3,4.0,53,299999014.56,1,4,3,8,Transactional
VND00838,Vendor_0838,IT Services,USA,Tier 3,55.4,0.5,54,250858434.79,3,4,1,8,Transactional
VND00151,Vendor_0151,Logistics,Vietnam,Tier 1,93.6,0.7,48,298298054.67,3,2,3,8,Transactional
VND00367,Vendor_0367,Logistics,Malaysia,Tier 1,97.3,0.5,43,315078461.08,4,1,3,8,Transactional
VND00220,Vendor_0220,Electronics,USA,Tier 1,89.4,0.2,41,284340545.52,5,1,2,8,Transactional
VND00320,Vendor_0320,Textiles,China,Tier 3,47.5,2.4,48,347254887.04,1,3,4,8,Transactional
VND00841,Vendor_0841,IT Services,South Korea,Tier 3,30.9,0.8,49,281708201.46,3,3,2,8,Transactional
VND00780,Vendor_0780,Textiles,China,Tier 2,74.9,0.2,48,251325957.53,4,3,1,8,Transactional
VND00773,Vendor_0773,Textiles,Malaysia,Tier 3,38.9,0.9,55,281095892.01,2,4,2,8,Transactional
VND00771,Vendor_0771,Chemicals,Germany,Tier 3,37.7,0.7,48,296784013.17,3,3,2,8,Transactional
VND00177,Vendor_0177,Textiles,USA,Tier 2,78.4,0.1,48,202062199.63,5,2,1,8,Transactional
VND00849,Vendor_0849,Electronics,Vietnam,Tier 2,65.2,0.3,42,318111183.36,4,1,3,8,Transactional
VND00873,Vendor_0873,Logistics,Japan,Tier 2,75.1,0.2,44,269062348.75,4,2,2,8,Transactional
VND00552,Vendor_0552,Unknown,USA,Tier 1,89.7,1.6,52,317778856.27,1,4,3,8,Transactional
VND00925,Vendor_0925,Machinery,Germany,Tier 3,59.8,1.4,48,303004442.51,2,3,3,8,Transactional
VND00927,Vendor_0927,Electronics,Japan,Tier 3,48.8,0.2,43,314955288.64,4,1,3,8,Transactional
VND00475,Vendor_0475,Electronics,Thailand,Tier 2,66.9,1.5,52,275282146.07,2,4,2,8,Transactional
VND00052,Vendor_0052,Logistics,China,Tier 1,84.3,2.3,50,359795565.85,1,3,4,8,Transactional
VND00012,Vendor_0012,Electronics,Unknown,Tier 1,97.9,0.0,47,247352616.18,5,2,1,8,Transactional
VND00459,Vendor_0459,Textiles,China,Tier 3,33.9,0.7,48,285357143.4,3,3,2,8,Transactional
VND00936,Vendor_0936,Packaging,China,Tier 3,49.1,0.2,47,297167396.21,4,2,2,8,Transactional
VND00013,Vendor_0013,Textiles,India,Tier 1,88.3,2.1,52,324208641.32,1,4,3,8,Transactional
VND00566,Vendor_0566,Textiles,Vietnam,Tier 2,71.3,0.9,51,266047354.58,3,3,2,8,Transactional
VND00528,Vendor_0528,IT Services,Germany,Tier 3,49.1,1.1,53,297517958.1,2,4,2,8,Transactional
VND00045,Vendor_0045,Machinery,Malaysia,Tier 3,48.1,0.2,40,267171408.4,5,1,2,8,Transactional
VND00563,Vendor_0563,Electronics,Bangladesh,Tier 3,39.5,1.7,50,352448681.87,1,3,4,8,Transactional
VND00483,Vendor_0483,Raw Material,South Korea,Tier 2,61.8,0.0,42,274049676.95,5,1,2,8,Transactional
VND00947,Vendor_0947,Raw Material,Vietnam,Tier 3,39.6,0.3,47,297287674.0,4,2,2,8,Transactional
VND00954,Vendor_0954,Electronics,Japan,Tier 1,94.0,0.6,50,296893928.95,3,3,2,8,Transactional
VND00955,Vendor_0955,Chemicals,South Korea,Tier 3,59.3,0.5,48,291688012.34,3,3,2,8,Transactional
VND00985,Vendor_0985,Packaging,China,Tier 1,81.0,0.6,48,289222548.05,3,3,2,8,Transactional
VND00035,Vendor_0035,Textiles,Japan,Tier 1,97.6,1.1,50,307964301.95,2,3,3,8,Transactional
VND00963,Vendor_0963,Electronics,India,Tier 3,47.2,0.9,51,305513785.87,2,3,3,8,Transactional
VND00964,Vendor_0964,Logistics,South Korea,Tier 3,57.3,0.6,48,271989684.84,3,3,2,8,Transactional
VND00970,Vendor_0970,Logistics,Vietnam,Tier 2,63.3,0.3,46,298124191.12,4,2,2,8,Transactional
VND00025,Vendor_0025,Packaging,China,Tier 2,61.9,0.9,49,285679587.54,3,3,2,8,Transactional
VND00546,Vendor_0546,Logistics,Japan,Tier 3,55.1,1.4,50,308276601.4,2,3,3,8,Transactional
VND00979,Vendor_0979,Packaging,Malaysia,Tier 2,64.7,1.9,53,325909767.7,1,4,3,8,Transactional
VND00018,Vendor_0018,Chemicals,Malaysia,Tier 2,66.7,0.0,45,231804593.73,5,2,1,8,Transactional
VND00977,Vendor_0977,Raw Material,Bangladesh,Tier 2,71.7,4.2,54,312565367.05,1,4,3,8,Transactional
VND00974,Vendor_0974,Logistics,India,Tier 3,45.0,0.7,47,307660062.7,3,2,3,8,Transactional
VND00471,Vendor_0471,Textiles,India,Tier 3,30.9,1.3,49,328866104.95,2,3,3,8,Transactional
VND00576,Vendor_0576,Machinery,Vietnam,Tier 1,96.5,0.9,54,264384448.83,3,4,1,8,Transactional
VND00057,Vendor_0057,Electronics,Vietnam,Tier 3,36.2,0.1,48,260717496.87,5,2,1,8,Transactional
VND00024,Vendor_0024,Logistics,USA,Tier 3,55.6,0.1,41,283865454.13,5,1,2,8,Transactional
VND00918,Vendor_0918,Logistics,Thailand,Tier 1,96.4,0.7,52,257143126.96,3,4,1,8,Transactional
VND00906,Vendor_0906,Chemicals,Vietnam,Tier 1,92.5,0.5,47,307848948.07,3,2,3,8,Transactional
VND00517,Vendor_0517,Raw Material,India,Tier 3,56.4,1.1,51,322330662.2,2,3,3,8,Transactional
VND00430,Vendor_0430,Raw Material,USA,Tier 3,38.2,0.2,46,238412462.38,5,2,1,8,Transactional
VND00077,Vendor_0077,Packaging,Bangladesh,Tier 1,84.0,0.9,45,324622613.88,3,2,3,8,Transactional
VND00004,Vendor_0004,Chemicals,Malaysia,Tier 2,71.9,2.1,56,329536613.61,1,4,3,8,Transactional
VND00598,Vendor_0598,Packaging,China,Tier 3,42.1,0.3,44,311072239.66,4,1,3,8,Transactional
VND00086,Vendor_0086,IT Services,Germany,Tier 3,52.8,0.1,46,243852569.45,5,2,1,8,Transactional
VND00437,Vendor_0437,Raw Material,Malaysia,Tier 3,35.1,0.2,42,273147793.0,5,1,2,8,Transactional
VND00516,Vendor_0516,Chemicals,Germany,Tier 3,31.8,1.1,47,355206855.51,2,2,4,8,Transactional
VND00586,Vendor_0586,Logistics,Germany,Tier 3,46.8,0.2,41,301112762.44,4,1,3,8,Transactional
VND00426,Vendor_0426,Textiles,India,Tier 2,68.5,1.4,48,300565888.59,2,3,3,8,Transactional
VND00447,Vendor_0447,IT Services,South Korea,Tier 1,99.0,1.6,48,360991127.61,1,3,4,8,Transactional
VND00497,Vendor_0497,Electronics,Vietnam,Tier 2,70.9,2.6,48,343020915.73,1,3,4,8,Transactional
VND00582,Vendor_0582,Chemicals,Malaysia,Tier 1,98.6,3.3,49,334957894.43,1,3,4,8,Transactional
VND00920,Vendor_0920,Raw Material,Germany,Tier 3,39.8,0.2,44,282678718.85,4,2,2,8,Transactional
VND00003,Vendor_0003,Machinery,China,Tier 1,81.2,0.7,44,334148936.64,3,1,4,8,Transactional
VND00070,Vendor_0070,Electronics,Thailand,Tier 1,99.1,2.7,51,335115086.49,1,3,4,8,Transactional
VND00506,Vendor_0506,Electronics,Vietnam,Tier 3,41.4,1.0,51,307248269.91,2,3,3,8,Transactional
VND00983,Vendor_0983,Electronics,Japan,Tier 3,37.5,0.5,44,282889529.58,3,2,2,7,Transactional
VND00980,Vendor_0980,Packaging,Unknown,Tier 2,71.8,0.0,42,263957499.76,5,1,1,7,Transactional
VND00227,Vendor_0227,Logistics,Vietnam,Tier 1,98.1,0.3,42,270806075.38,4,1,2,7,Transactional
VND00774,Vendor_0774,IT Services,South Korea,Tier 3,57.8,0.8,47,267113513.93,3,2,2,7,Transactional
VND00733,Vendor_0733,IT Services,India,Tier 2,76.6,0.3,41,267338952.69,4,1,2,7,Transactional
VND00278,Vendor_0278,Chemicals,Malaysia,Tier 2,75.5,1.5,49,293803439.1,2,3,2,7,Transactional
VND00015,Vendor_0015,IT Services,Bangladesh,Tier 3,42.7,0.7,46,284589639.74,3,2,2,7,Transactional
VND00750,Vendor_0750,Textiles,South Korea,Tier 2,73.7,0.3,45,223026322.97,4,2,1,7,Transactional
VND00271,Vendor_0271,Machinery,Thailand,Tier 1,86.7,0.9,45,272500715.31,3,2,2,7,Transactional
VND00231,Vendor_0231,IT Services,China,Tier 1,85.6,0.8,45,268788871.98,3,2,2,7,Transactional
VND00736,Vendor_0736,Unknown,Bangladesh,Tier 1,91.4,0.5,46,256994673.82,4,2,1,7,Transactional
VND00767,Vendor_0767,IT Services,USA,Tier 1,83.4,2.3,55,287411639.13,1,4,2,7,Transactional
VND00751,Vendor_0751,IT Services,China,Tier 3,38.2,1.0,44,314546798.21,2,2,3,7,Transactional
VND00765,Vendor_0765,Machinery,Bangladesh,Tier 3,32.3,0.7,48,249089167.84,3,3,1,7,Transactional
VND00741,Vendor_0741,Unknown,Thailand,Tier 2,62.4,0.4,43,268020815.37,4,1,2,7,Transactional
VND00996,Vendor_0996,Electronics,USA,Tier 3,36.4,1.0,46,328302351.86,2,2,3,7,Transactional
VND00995,Vendor_0995,Textiles,Malaysia,Tier 3,55.3,0.8,48,237630350.59,3,3,1,7,Transactional
VND00009,Vendor_0009,Machinery,South Korea,Tier 2,72.1,0.0,43,249111731.29,5,1,1,7,Transactional
VND00988,Vendor_0988,Logistics,South Korea,Tier 2,60.4,0.2,41,273842236.81,4,1,2,7,Transactional
VND00256,Vendor_0256,Packaging,Thailand,Tier 2,69.0,1.2,51,283743000.47,2,3,2,7,Transactional
VND00010,Vendor_0010,Electronics,Japan,Tier 2,79.6,0.9,46,277170223.88,3,2,2,7,Transactional
VND00261,Vendor_0261,Raw Material,Japan,Tier 2,73.1,0.3,46,253865373.41,4,2,1,7,Transactional
VND00236,Vendor_0236,Packaging,Thailand,Tier 1,80.6,1.0,46,307059820.13,2,2,3,7,Transactional
VND00095,Vendor_0095,Electronics,Japan,Tier 1,84.0,1.2,50,293700746.6,2,3,2,7,Transactional
VND00022,Vendor_0022,Electronics,Vietnam,Tier 3,39.8,2.2,49,321652792.69,1,3,3,7,Transactional
VND00124,Vendor_0124,Raw Material,Bangladesh,Tier 3,37.7,0.1,41,250993116.18,5,1,1,7,Transactional
VND00155,Vendor_0155,Textiles,Unknown,Tier 1,99.0,0.9,40,316641065.79,3,1,3,7,Transactional
VND00922,Vendor_0922,Logistics,Japan,Tier 2,64.1,0.1,42,229360039.53,5,1,1,7,Transactional
VND00135,Vendor_0135,Textiles,USA,Tier 1,96.0,2.2,50,317070307.53,1,3,3,7,Transactional
VND00133,Vendor_0133,Logistics,China,Tier 3,38.4,0.1,39,209479551.89,5,1,1,7,Transactional
VND00916,Vendor_0916,Chemicals,Vietnam,Tier 2,60.5,1.8,49,311102774.22,1,3,3,7,Transactional
VND00076,Vendor_0076,Machinery,Vietnam,Tier 1,81.0,0.4,42,280165040.06,4,1,2,7,Transactional
VND00867,Vendor_0867,Textiles,Bangladesh,Tier 3,40.9,0.3,39,269369287.53,4,1,2,7,Transactional
VND00911,Vendor_0911,Electronics,USA,Tier 2,71.3,0.8,47,295512426.53,3,2,2,7,Transactional
VND00926,Vendor_0926,Textiles,Japan,Tier 3,31.6,2.4,44,345713433.82,1,2,4,7,Transactional
VND00120,Vendor_0120,Electronics,China,Tier 2,67.8,0.6,49,248242325.52,3,3,1,7,Transactional
VND00078,Vendor_0078,Electronics,India,Tier 3,35.2,1.2,50,298059257.44,2,3,2,7,Transactional
VND00286,Vendor_0286,Packaging,India,Tier 3,32.5,2.0,47,352332948.63,1,2,4,7,Transactional
VND00882,Vendor_0882,IT Services,Thailand,Tier 2,77.0,0.1,43,249768865.71,5,1,1,7,Transactional
VND00090,Vendor_0090,Machinery,China,Unclassified,,1.6,47,360766754.27,1,2,4,7,Transactional
VND00092,Vendor_0092,Raw Material,South Korea,Tier 2,79.9,0.4,46,252897469.85,4,2,1,7,Transactional
VND00093,Vendor_0093,Logistics,Vietnam,Tier 1,83.3,0.1,44,218702594.14,5,1,1,7,Transactional
VND00846,Vendor_0846,IT Services,USA,Tier 3,59.0,3.6,48,304003307.17,1,3,3,7,Transactional
VND00842,Vendor_0842,Machinery,Malaysia,Tier 2,76.4,0.1,40,198663818.23,5,1,1,7,Transactional
VND00206,Vendor_0206,Unknown,China,Tier 3,30.6,1.7,49,320730689.17,1,3,3,7,Transactional
VND00894,Vendor_0894,Machinery,USA,Tier 3,57.8,0.6,47,266931331.83,3,2,2,7,Transactional
