Vendor_ID,Orders,Late_Rate_Pct,Avg_Delay,Spend,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score,Return_Lines,Return_Value,Return_Rate_Pct,Risk_Points,Risk_Band
VND00336,50,59.57,5.32,340885889.45,Vendor_0336,Chemicals,Tier 3,32.9,2.0,539876.66,4.0,2,Medium Risk
VND00546,50,59.57,6.55,308276601.4,Vendor_0546,Logistics,Tier 3,55.1,2.0,456956.36,4.0,2,Medium Risk
VND00089,60,59.32,7.32,355826981.78,Vendor_0089,Chemicals,Tier 1,92.1,3.0,1113244.21,5.0,2,Medium Risk
VND00450,63,59.32,6.03,442983777.94,Vendor_0450,Chemicals,Tier 3,35.8,2.0,2168667.4,3.17,2,Medium Risk
VND00559,57,59.26,7.5,355003759.64,Vendor_0559,IT Services,Unclassified,,3.0,3322197.01,5.26,2,Medium Risk
VND00135,50,59.18,6.0,317070307.53,Vendor_0135,Textiles,Tier 1,96.0,8.0,4753519.11,16.0,2,Medium Risk
VND00504,52,59.09,5.45,345597453.27,Vendor_0504,Textiles,Tier 1,87.0,7.0,4267699.78,13.46,2,Medium Risk
VND00698,48,59.09,5.16,319910724.16,Vendor_0698,Electronics,Tier 2,70.7,8.0,4382795.39,16.67,2,Medium Risk
VND00770,47,59.09,6.64,316288339.56,Vendor_0770,IT Services,Tier 1,87.5,1.0,2039942.16,2.13,2,Medium Risk
VND00296,42,58.97,4.87,310796541.5,Vendor_0296,Logistics,Tier 2,66.6,5.0,3236517.75,11.9,2,Medium Risk
VND00415,39,58.97,8.72,222505228.32,Vendor_0415,Chemicals,Tier 2,74.2,3.0,2232795.57,7.69,2,Medium Risk
VND00507,40,58.97,9.21,268589909.25,Vendor_0507,Logistics,Tier 1,93.8,3.0,2314097.98,7.5,2,Medium Risk
VND00332,36,58.82,7.26,217907457.86,Vendor_0332,Chemicals,Tier 1,83.0,2.0,2736555.58,5.56,2,Medium Risk
VND00431,39,58.82,6.26,248748968.72,Vendor_0431,Logistics,Tier 3,40.0,2.0,420027.84,5.13,2,Medium Risk
VND00448,67,58.73,7.63,422165457.47,Vendor_0448,Raw Material,Tier 1,82.7,5.0,4173834.79,7.46,2,Medium Risk
VND00036,49,58.7,6.52,274078647.37,Vendor_0036,Machinery,Tier 1,86.6,5.0,3098331.49,10.2,2,Medium Risk
VND00426,48,58.7,7.89,300565888.59,Vendor_0426,Textiles,Tier 2,68.5,3.0,3335504.2,6.25,2,Medium Risk
VND00468,50,58.7,6.89,268931542.43,Vendor_0468,IT Services,Tier 1,90.8,3.0,2651198.9,6.0,2,Medium Risk
VND00479,48,58.7,6.89,336940327.67,Vendor_0479,Chemicals,Tier 1,97.9,2.0,662977.88,4.17,2,Medium Risk
VND00198,42,58.54,6.29,233687716.27,Vendor_0198,Electronics,Tier 1,92.8,13.0,9178917.78,30.95,2,Medium Risk
VND00919,47,58.54,6.56,246321886.86,Vendor_0919,IT Services,Tier 1,83.5,10.0,7854108.81,21.28,2,Medium Risk
VND00523,56,58.49,6.38,328724027.32,Vendor_0523,IT Services,Tier 1,97.9,7.0,6495863.86,12.5,2,Medium Risk
VND00992,54,58.49,7.45,347631555.9,Vendor_0992,Machinery,Tier 2,78.6,5.0,3332088.97,9.26,2,Medium Risk
VND00122,50,58.33,5.6,321914752.85,Vendor_0122,Logistics,Tier 1,92.7,5.0,3490770.12,10.0,2,Medium Risk
VND00424,51,58.33,7.58,289349788.96,Vendor_0424,Electronics,Tier 2,64.6,3.0,1505736.53,5.88,2,Medium Risk
VND00476,49,58.33,8.33,305758052.3,Vendor_0476,IT Services,Tier 1,99.5,4.0,1464716.67,8.16,2,Medium Risk
VND00807,49,58.33,7.88,351992598.41,Vendor_0807,Chemicals,Tier 1,95.4,4.0,1467045.73,8.16,2,Medium Risk
VND00596,58,58.18,6.0,415580060.02,Vendor_0596,Machinery,Tier 2,63.2,10.0,7290943.93,17.24,2,Medium Risk
VND00350,45,58.14,7.42,297086405.81,Vendor_0350,Textiles,Tier 2,73.8,3.0,1054196.09,6.67,2,Medium Risk
VND00420,45,58.14,5.6,341275196.17,Vendor_0420,Logistics,Tier 1,82.7,12.0,6364244.95,26.67,2,Medium Risk
VND00672,45,58.14,7.91,256814370.37,Vendor_0672,Unknown,Tier 1,92.8,2.0,856723.0,4.44,2,Medium Risk
VND00443,57,58.0,5.76,337516565.31,Vendor_0443,IT Services,Tier 3,56.2,4.0,1678249.38,7.02,2,Medium Risk
VND00713,54,58.0,6.82,343627968.3,Vendor_0713,Electronics,Tier 2,63.0,3.0,1568775.53,5.56,2,Medium Risk
VND00950,54,58.0,7.9,336099543.5,Vendor_0950,IT Services,Tier 2,71.8,5.0,3635422.28,9.26,2,Medium Risk
VND00251,44,57.89,6.16,279447567.12,Vendor_0251,Textiles,Unclassified,,6.0,3490875.25,13.64,2,Medium Risk
VND00302,39,57.89,6.42,224420990.84,Vendor_0302,Logistics,Tier 2,67.2,7.0,5256846.8,17.95,2,Medium Risk
VND00554,62,57.89,7.14,437851104.66,Vendor_0554,Electronics,Tier 2,69.3,4.0,1750303.12,6.45,2,Medium Risk
VND00509,50,57.78,7.11,305740843.34,Vendor_0509,Machinery,Tier 1,96.5,4.0,2862099.64,8.0,2,Medium Risk
VND00973,47,57.78,7.02,271630910.48,Vendor_0973,Logistics,Tier 1,81.3,3.0,1912898.67,6.38,2,Medium Risk
VND00512,57,57.69,5.94,361045410.07,Vendor_0512,Chemicals,Tier 3,59.3,3.0,1154799.87,5.26,2,Medium Risk
VND00052,50,57.45,7.6,359795565.85,Vendor_0052,Logistics,Tier 1,84.3,2.0,995809.91,4.0,2,Medium Risk
VND00287,50,57.45,5.66,335539408.87,Vendor_0287,Chemicals,Tier 2,62.6,7.0,2189256.41,14.0,2,Medium Risk
VND00503,51,57.45,6.11,261961380.14,Vendor_0503,Textiles,Tier 3,51.7,4.0,1713826.44,7.84,2,Medium Risk
VND00685,49,57.45,5.83,333556938.37,Vendor_0685,Raw Material,Tier 1,95.1,12.0,8257725.61,24.49,2,Medium Risk
VND00588,63,57.38,6.0,369482169.62,Vendor_0588,Machinery,Tier 3,39.0,3.0,1704835.61,4.76,2,Medium Risk
VND00868,64,57.38,6.38,409156310.93,Vendor_0868,Machinery,Tier 3,42.7,3.0,2230558.21,4.69,2,Medium Risk
VND00003,44,57.14,5.21,334148936.64,Vendor_0003,Machinery,Tier 1,81.2,6.0,1454313.88,13.64,2,Medium Risk
VND00016,50,57.14,4.38,350464395.56,Vendor_0016,Chemicals,Tier 3,42.8,4.0,4966926.28,8.0,2,Medium Risk
VND00026,45,57.14,6.5,303744461.96,Vendor_0026,IT Services,Unclassified,,6.0,3625074.08,13.33,2,Medium Risk
VND00092,46,57.14,5.6,252897469.85,Vendor_0092,Raw Material,Tier 2,79.9,6.0,1226181.08,13.04,2,Medium Risk
VND00359,45,57.14,5.88,275886862.66,Vendor_0359,IT Services,Tier 1,95.8,7.0,5239984.82,15.56,2,Medium Risk
VND00923,45,57.14,8.29,257732282.86,Vendor_0923,Electronics,Tier 1,92.6,3.0,3015998.36,6.67,2,Medium Risk
VND00954,50,57.14,4.57,296893928.95,Vendor_0954,Electronics,Tier 1,94.0,5.0,3353807.55,10.0,2,Medium Risk
VND00082,62,56.9,7.05,417398768.8,Vendor_0082,Chemicals,Tier 2,73.6,4.0,3592517.65,6.45,2,Medium Risk
VND00442,58,56.9,7.78,390126967.7,Vendor_0442,Logistics,Tier 1,99.1,3.0,1601923.41,5.17,2,Medium Risk
VND00991,66,56.9,7.19,447988760.13,Vendor_0991,Packaging,Tier 1,86.0,3.0,1464015.54,4.55,2,Medium Risk
VND00829,51,56.86,5.35,384454370.49,Vendor_0829,Packaging,Tier 1,81.6,9.0,4834584.89,17.65,2,Medium Risk
VND00200,49,56.82,7.52,330901315.54,Vendor_0200,Textiles,Tier 1,84.6,3.0,3883086.02,6.12,2,Medium Risk
VND00385,47,56.82,5.52,271789048.58,Vendor_0385,Raw Material,Tier 1,81.5,5.0,3586711.17,10.64,2,Medium Risk
VND00429,47,56.82,4.43,326267501.12,Vendor_0429,Textiles,Tier 3,54.6,4.0,4215076.38,8.51,2,Medium Risk
VND00520,49,56.82,6.23,347206687.18,Vendor_0520,Electronics,Tier 3,40.5,0.0,0.0,0.0,2,Medium Risk
VND00910,47,56.82,6.52,276596400.9,Vendor_0910,Machinery,Tier 3,56.6,2.0,331104.52,4.26,2,Medium Risk
VND00354,66,56.67,6.27,497285341.07,Vendor_0354,Logistics,Tier 3,41.4,5.0,3706400.6,7.58,2,Medium Risk
VND00342,58,56.6,6.79,440080225.76,Vendor_0342,Textiles,Tier 2,63.1,4.0,1750648.23,6.9,2,Medium Risk
VND00605,54,56.6,7.77,326513701.44,Vendor_0605,Electronics,Unclassified,,3.0,4467194.67,5.56,2,Medium Risk
VND00666,50,56.52,5.7,313019118.66,Vendor_0666,Packaging,Tier 3,40.7,1.0,710282.64,2.0,2,Medium Risk
VND00221,44,56.41,5.41,227254185.02,Vendor_0221,Electronics,Tier 2,76.0,6.0,1743336.32,13.64,2,Medium Risk
VND00428,43,56.41,7.95,341285339.36,Vendor_0428,IT Services,Tier 1,92.1,4.0,2460577.59,9.3,2,Medium Risk
VND00819,58,56.36,4.29,361455383.83,Vendor_0819,Packaging,Tier 3,33.8,5.0,1919402.08,8.62,2,Medium Risk
VND00804,50,56.25,7.17,424015893.32,Vendor_0804,Electronics,Tier 2,72.5,4.0,2546588.42,8.0,2,Medium Risk
VND00223,63,56.14,5.96,392878605.75,Vendor_0223,Machinery,Tier 3,36.6,4.0,2841968.89,6.35,2,Medium Risk
VND00283,61,56.14,5.26,388797941.46,Vendor_0283,Packaging,Tier 3,56.3,4.0,930371.51,6.56,2,Medium Risk
VND00409,60,56.14,5.65,332047979.66,Vendor_0409,Machinery,Tier 1,93.4,6.0,4005567.8,10.0,2,Medium Risk
VND00220,41,56.1,4.9,284340545.52,Vendor_0220,Electronics,Tier 1,89.4,6.0,6778233.08,14.63,2,Medium Risk
VND00864,45,56.1,6.66,284573984.51,Vendor_0864,Machinery,Tier 2,60.9,2.0,1125505.2,4.44,2,Medium Risk
VND00469,47,55.81,5.47,339473797.75,Vendor_0469,Chemicals,Tier 3,45.7,5.0,1727473.03,10.64,2,Medium Risk
VND00966,44,55.81,6.81,286694162.89,Vendor_0966,Raw Material,Tier 3,54.9,1.0,73461.36,2.27,2,Medium Risk
VND00032,39,55.56,5.92,307543639.95,Vendor_0032,Logistics,Tier 3,41.9,6.0,2999843.18,15.38,2,Medium Risk
VND00192,39,55.56,7.0,269467645.97,Vendor_0192,IT Services,Tier 1,92.8,9.0,6843120.52,23.08,2,Medium Risk
VND00851,61,55.36,6.02,447694907.54,Vendor_0851,Chemicals,Tier 3,34.7,6.0,4707745.22,9.84,2,Medium Risk
VND00166,42,55.26,7.55,263751634.58,Vendor_0166,Logistics,Tier 1,88.5,5.0,3587926.41,11.9,2,Medium Risk
VND00291,39,55.26,4.66,238610649.66,Vendor_0291,Packaging,Tier 3,32.1,6.0,1871497.62,15.38,2,Medium Risk
VND00565,42,55.26,6.0,240617641.93,Vendor_0565,Logistics,Tier 3,54.5,6.0,5049834.48,14.29,2,Medium Risk
VND00536,52,55.1,7.82,346500602.69,Vendor_0536,IT Services,Tier 1,96.1,7.0,2578827.68,13.46,2,Medium Risk
VND00124,41,55.0,4.72,250993116.18,Vendor_0124,Raw Material,Tier 3,37.7,7.0,4411033.09,17.07,2,Medium Risk
VND00427,41,55.0,7.25,265256952.04,Vendor_0427,Chemicals,Tier 2,60.9,8.0,3957255.59,19.51,2,Medium Risk
VND00652,41,55.0,8.15,247268367.0,Vendor_0652,Raw Material,Tier 2,67.6,5.0,3476377.28,12.2,2,Medium Risk
VND00742,67,55.0,7.42,377581394.39,Vendor_0742,Logistics,Tier 3,51.1,6.0,3837297.3,8.96,2,Medium Risk
VND00584,53,54.9,6.9,369565426.39,Vendor_0584,Packaging,Tier 3,53.0,2.0,717271.78,3.77,2,Medium Risk
VND00651,57,54.9,6.51,357754973.26,Vendor_0651,Machinery,Tier 3,36.1,6.0,4483229.4,10.53,2,Medium Risk
VND00615,43,54.76,8.24,251963896.37,Vendor_0615,IT Services,Tier 1,91.2,6.0,2857042.98,13.95,2,Medium Risk
VND00704,55,54.72,5.32,347839250.43,Vendor_0704,Electronics,Tier 3,39.4,6.0,1655755.64,10.91,2,Medium Risk
VND00081,48,54.55,9.43,361773011.6,Vendor_0081,Packaging,Tier 1,90.4,7.0,2660882.67,14.58,2,Medium Risk
VND00658,46,54.55,6.07,265787000.66,Vendor_0658,Logistics,Tier 3,55.4,5.0,2749517.5,10.87,2,Medium Risk
VND00782,37,54.55,8.82,176403169.47,Vendor_0782,Chemicals,Tier 2,68.0,4.0,4723757.95,10.81,2,Medium Risk
VND00054,49,54.35,7.22,306275799.23,Vendor_0054,IT Services,Tier 1,92.6,6.0,5865034.57,12.24,2,Medium Risk
VND00091,50,54.35,5.39,338081463.94,Vendor_0091,Logistics,Tier 3,38.4,8.0,3218105.38,16.0,2,Medium Risk
VND00697,53,54.35,7.61,265904727.75,Vendor_0697,IT Services,Tier 3,50.2,5.0,3466630.91,9.43,2,Medium Risk
VND00070,51,54.17,8.42,335115086.49,Vendor_0070,Electronics,Tier 1,99.1,8.0,2850631.08,15.69,2,Medium Risk
VND00392,52,54.17,3.83,397119675.5,Vendor_0392,Logistics,Tier 3,58.9,6.0,2490476.14,11.54,2,Medium Risk
VND00401,50,54.17,6.71,309589465.78,Vendor_0401,Packaging,Tier 3,37.2,2.0,575155.7,4.0,2,Medium Risk
VND00593,48,54.17,7.38,383916711.81,Vendor_0593,Logistics,Tier 3,42.7,3.0,785477.32,6.25,2,Medium Risk
VND00832,39,54.05,7.19,224552519.64,Vendor_0832,Packaging,Tier 2,61.7,7.0,5449943.55,17.95,2,Medium Risk
VND00461,52,54.0,6.86,338974843.69,Vendor_0461,IT Services,Tier 3,38.2,5.0,3864548.86,9.62,2,Medium Risk
VND00592,53,54.0,8.3,311789882.83,Vendor_0592,Machinery,Tier 2,74.9,10.0,7710496.0,18.87,2,Medium Risk
VND00544,54,53.85,7.77,360405419.98,Vendor_0544,Packaging,Tier 2,77.0,7.0,4593170.84,12.96,2,Medium Risk
VND00400,46,53.66,6.93,348229427.09,Vendor_0400,IT Services,Tier 1,82.8,5.0,3886075.84,10.87,2,Medium Risk
VND00547,46,53.66,5.51,291943277.91,Vendor_0547,Chemicals,Tier 3,37.9,9.0,4414082.01,19.57,2,Medium Risk
VND00999,43,53.66,6.76,285880621.85,Vendor_0999,IT Services,Tier 1,96.5,6.0,3813014.05,13.95,2,Medium Risk
VND00125,60,53.57,6.96,345273715.79,Vendor_0125,Chemicals,Tier 3,46.0,2.0,1370162.55,3.33,2,Medium Risk
VND00823,46,53.49,6.95,260722849.12,Vendor_0823,Chemicals,Tier 3,53.3,1.0,527217.6,2.17,2,Medium Risk
VND00747,58,53.45,4.84,370481501.39,Vendor_0747,IT Services,Tier 3,56.9,6.0,3271684.55,10.34,2,Medium Risk
VND00939,61,53.45,7.79,395432319.26,Vendor_0939,Chemicals,Tier 3,38.2,3.0,2588170.04,4.92,2,Medium Risk
VND00408,49,53.33,6.98,286024441.25,Vendor_0408,Logistics,Tier 3,30.8,1.0,969338.4,2.04,2,Medium Risk
VND00444,49,53.33,5.73,343695089.58,Vendor_0444,Logistics,Tier 3,55.9,8.0,4383241.49,16.33,2,Medium Risk
VND00840,48,53.33,7.02,315461130.03,Vendor_0840,Logistics,Tier 2,74.3,7.0,2349925.66,14.58,2,Medium Risk
VND00457,50,53.19,6.34,363442851.54,Vendor_0457,Raw Material,Tier 3,30.8,6.0,3102129.38,12.0,2,Medium Risk
VND00406,52,53.06,8.24,328399918.33,Vendor_0406,Machinery,Tier 1,92.7,8.0,5496510.15,15.38,2,Medium Risk
VND00597,50,53.06,8.63,327120194.38,Vendor_0597,Raw Material,Tier 2,76.7,7.0,4040053.35,14.0,2,Medium Risk
VND00169,37,52.94,6.35,268118446.91,Vendor_0169,IT Services,Tier 3,32.9,5.0,2820441.67,13.51,2,Medium Risk
VND00285,39,52.94,6.79,238915681.68,Vendor_0285,Raw Material,Tier 2,70.5,8.0,4460831.08,20.51,2,Medium Risk
VND00745,54,52.94,5.53,331829278.38,Vendor_0745,Electronics,Tier 3,46.3,6.0,2712288.22,11.11,2,Medium Risk
VND00372,59,52.83,6.32,364111143.21,Vendor_0372,Raw Material,Tier 3,31.3,8.0,3949232.72,13.56,2,Medium Risk
VND00410,58,52.83,6.64,413148245.33,Vendor_0410,IT Services,Tier 3,36.4,3.0,1427340.82,5.17,2,Medium Risk
VND00133,39,52.63,6.11,209479551.89,Vendor_0133,Logistics,Tier 3,38.4,6.0,2755349.89,15.38,2,Medium Risk
VND00112,66,52.38,6.87,390424266.69,Vendor_0112,Logistics,Tier 3,41.3,3.0,1538560.76,4.55,2,Medium Risk
VND00148,49,52.27,6.68,307484394.15,Vendor_0148,Chemicals,Tier 2,65.2,7.0,4660550.98,14.29,2,Medium Risk
VND00202,45,52.27,4.48,273078151.3,Vendor_0202,Logistics,Tier 3,35.9,7.0,4887355.59,15.56,2,Medium Risk
VND00543,45,52.27,5.75,215449131.09,Vendor_0543,Chemicals,Tier 3,46.0,8.0,5456338.34,17.78,2,Medium Risk
VND00845,47,52.27,5.45,269644310.09,Vendor_0845,Raw Material,Tier 3,40.4,7.0,4299740.86,14.89,2,Medium Risk
VND00471,49,52.17,5.3,328866104.95,Vendor_0471,Textiles,Tier 3,30.9,9.0,5542519.02,18.37,2,Medium Risk
VND00206,49,52.08,5.62,320730689.17,Vendor_0206,Unknown,Tier 3,30.6,5.0,2783229.32,10.2,2,Medium Risk
VND00856,52,52.08,6.94,291038529.88,Vendor_0856,Machinery,Tier 3,43.3,4.0,2605606.46,7.69,2,Medium Risk
VND00925,48,52.08,5.06,303004442.51,Vendor_0925,Machinery,Tier 3,59.8,5.0,2095660.59,10.42,2,Medium Risk
VND00235,51,52.0,6.54,301486453.05,Vendor_0235,Electronics,Tier 3,43.7,6.0,5099609.71,11.76,2,Medium Risk
VND00976,52,52.0,6.88,367939573.79,Vendor_0976,Packaging,Tier 3,48.4,3.0,2294099.49,5.77,2,Medium Risk
VND00063,54,51.92,6.83,410697481.04,Vendor_0063,Textiles,Tier 1,88.0,6.0,3080394.15,11.11,2,Medium Risk
VND00539,53,51.92,8.17,348608867.49,Vendor_0539,Textiles,Tier 2,61.5,6.0,2495897.5,11.32,2,Medium Risk
VND00274,62,51.79,6.57,432720212.85,Vendor_0274,Chemicals,Tier 1,93.9,10.0,8568916.72,16.13,2,Medium Risk
VND00635,60,51.79,5.88,456248859.95,Vendor_0635,Machinery,Tier 3,37.5,7.0,2784817.59,11.67,2,Medium Risk
VND00937,59,51.79,6.61,417360794.44,Vendor_0937,Textiles,Tier 3,31.3,4.0,3726117.56,6.78,2,Medium Risk
VND00723,61,51.72,5.5,438617704.96,Vendor_0723,Logistics,Tier 3,34.7,6.0,4223266.12,9.84,2,Medium Risk
VND00695,34,51.52,5.27,183610957.7,Vendor_0695,Packaging,Tier 3,38.0,8.0,8962346.63,23.53,2,Medium Risk
VND00333,37,51.35,5.03,287962622.99,Vendor_0333,Textiles,Tier 3,31.0,9.0,5244826.96,24.32,2,Medium Risk
VND00449,42,51.28,6.15,301714982.64,Vendor_0449,Textiles,Tier 3,56.3,10.0,7434045.47,23.81,2,Medium Risk
VND00466,41,51.28,3.13,215906366.12,Vendor_0466,Chemicals,Tier 3,56.2,6.0,4079731.94,14.63,2,Medium Risk
VND00473,40,51.28,6.05,287708467.6,Vendor_0473,Unknown,Tier 3,33.0,5.0,2623780.23,12.5,2,Medium Risk
VND00353,45,51.22,6.78,251440350.91,Vendor_0353,Machinery,Tier 2,76.1,7.0,3949919.69,15.56,2,Medium Risk
VND00877,45,51.16,7.02,210802059.53,Vendor_0877,Machinery,Tier 1,80.1,7.0,6112656.83,15.56,2,Medium Risk
VND00949,46,51.16,6.7,253282777.3,Vendor_0949,Logistics,Tier 1,91.2,7.0,6968867.36,15.22,2,Medium Risk
VND00132,51,51.11,5.42,366486976.23,Vendor_0132,IT Services,Tier 3,45.5,8.0,3603774.52,15.69,2,Medium Risk
VND00564,47,51.11,5.62,264074756.69,Vendor_0564,Machinery,Tier 3,31.0,6.0,4403342.3,12.77,2,Medium Risk
VND00182,47,51.06,5.36,323734775.95,Vendor_0182,IT Services,Tier 3,37.9,6.0,2354104.08,12.77,2,Medium Risk
VND00246,48,51.06,6.79,323028099.7,Vendor_0246,Machinery,Tier 1,95.0,5.0,2043620.02,10.42,2,Medium Risk
VND00614,51,51.06,6.0,310166015.97,Vendor_0614,Machinery,Tier 3,35.7,9.0,8148747.31,17.65,2,Medium Risk
VND00998,50,51.06,4.55,293807501.58,Vendor_0998,IT Services,Tier 3,39.6,6.0,5403914.13,12.0,2,Medium Risk
VND00100,53,51.02,6.86,343039649.31,Vendor_0100,IT Services,Tier 3,37.6,5.0,3431576.13,9.43,2,Medium Risk
VND00106,50,51.02,7.14,254828691.79,Vendor_0106,Unknown,Tier 3,47.5,4.0,2784494.41,8.0,2,Medium Risk
VND00370,52,51.02,7.24,333956393.81,Vendor_0370,Logistics,Tier 3,34.9,2.0,397042.58,3.85,2,Medium Risk
VND00126,59,50.0,7.95,337115493.02,Vendor_0126,Electronics,Tier 3,59.9,4.0,1875855.4,6.78,2,Medium Risk
VND00167,43,50.0,5.33,276257771.62,Vendor_0167,Packaging,Tier 3,52.5,6.0,2063611.88,13.95,2,Medium Risk
VND00210,52,50.0,4.28,313568609.85,Vendor_0210,Logistics,Tier 3,41.3,7.0,2358792.13,13.46,2,Medium Risk
VND00269,42,50.0,5.18,258783217.39,Vendor_0269,Unknown,Tier 3,55.2,6.0,3294312.86,14.29,2,Medium Risk
VND00294,45,50.0,5.61,310145934.23,Vendor_0294,Raw Material,Tier 3,55.2,10.0,4746126.39,22.22,2,Medium Risk
VND00375,51,50.0,6.52,319184541.41,Vendor_0375,IT Services,Tier 3,35.0,5.0,3630489.91,9.8,2,Medium Risk
VND00403,46,50.0,6.63,396528469.94,Vendor_0403,IT Services,Tier 2,65.4,5.0,2315657.34,10.87,2,Medium Risk
VND00477,42,50.0,4.15,233730385.1,Vendor_0477,Raw Material,Tier 3,35.2,6.0,4406624.46,14.29,2,Medium Risk
VND00590,43,50.0,5.65,244624677.26,Vendor_0590,Electronics,Tier 3,40.6,7.0,4047610.88,16.28,2,Medium Risk
VND00640,40,50.0,5.58,284066892.75,Vendor_0640,Machinery,Tier 3,56.4,10.0,10136388.35,25.0,2,Medium Risk
VND00673,42,50.0,4.82,363462058.58,Vendor_0673,Electronics,Tier 3,35.6,7.0,5385060.88,16.67,2,Medium Risk
VND00847,48,50.0,6.61,328462019.81,Vendor_0847,Machinery,Tier 3,36.0,3.0,2369039.24,6.25,2,Medium Risk
VND00880,34,50.0,5.53,182815019.54,Vendor_0880,Unknown,Tier 3,45.5,4.0,2740145.81,11.76,2,Medium Risk
VND00886,47,50.0,6.2,330622963.91,Vendor_0886,Unknown,Tier 3,42.5,5.0,3698870.27,10.64,2,Medium Risk
VND00890,37,50.0,5.94,220067895.14,Vendor_0890,Packaging,Tier 3,47.0,5.0,5415282.04,13.51,2,Medium Risk
VND00638,51,49.02,5.98,343739987.28,Vendor_0638,Logistics,Tier 3,47.0,7.0,3699670.04,13.73,2,Medium Risk
VND00380,47,48.89,5.73,334543419.02,Vendor_0380,Textiles,Tier 3,49.7,5.0,2568871.11,10.64,2,Medium Risk
VND00570,46,48.89,5.0,332108824.76,Vendor_0570,IT Services,Tier 3,54.4,6.0,2760352.23,13.04,2,Medium Risk
VND00774,47,48.84,4.81,267113513.93,Vendor_0774,IT Services,Tier 3,57.8,7.0,8781116.91,14.89,2,Medium Risk
VND00784,47,48.84,4.93,274285188.57,Vendor_0784,Textiles,Tier 3,54.2,8.0,3198978.08,17.02,2,Medium Risk
VND00983,44,48.78,3.95,282889529.58,Vendor_0983,Electronics,Tier 3,37.5,7.0,3601425.12,15.91,2,Medium Risk
VND00395,40,48.57,4.14,248365715.48,Vendor_0395,Packaging,Tier 3,53.9,5.0,4326739.17,12.5,2,Medium Risk
VND00711,40,48.57,6.6,248911039.82,Vendor_0711,Raw Material,Tier 1,83.2,5.0,4237158.42,12.5,2,Medium Risk
VND00522,62,48.33,5.03,392916420.36,Vendor_0522,Chemicals,Tier 3,56.7,7.0,3966448.97,11.29,2,Medium Risk
VND00846,48,47.83,4.96,304003307.17,Vendor_0846,IT Services,Tier 3,59.0,6.0,3011727.72,12.5,2,Medium Risk
VND00568,45,47.73,7.45,290460495.53,Vendor_0568,Machinery,Tier 2,60.6,6.0,3279132.03,13.33,2,Medium Risk
VND00740,45,47.62,4.93,285632428.22,Vendor_0740,Textiles,Tier 3,56.4,8.0,7303290.45,17.78,2,Medium Risk
VND00820,44,47.5,4.53,244299768.44,Vendor_0820,Machinery,Tier 3,53.5,5.0,3465601.41,11.36,2,Medium Risk
VND00881,44,47.5,5.3,306422314.14,Vendor_0881,Machinery,Tier 3,46.2,5.0,2699545.19,11.36,2,Medium Risk
VND00833,40,47.37,4.61,227485871.83,Vendor_0833,Packaging,Tier 3,39.9,4.0,2750527.35,10.0,2,Medium Risk
VND00611,59,47.27,7.69,384489752.22,Vendor_0611,Chemicals,Tier 3,32.8,5.0,3938241.02,8.47,2,Medium Risk
VND00735,57,47.17,3.91,348740872.67,Vendor_0735,Raw Material,Tier 3,55.1,8.0,5381043.94,14.04,2,Medium Risk
VND00902,56,47.06,6.9,391258305.88,Vendor_0902,Electronics,Tier 3,31.9,5.0,1339548.61,8.93,2,Medium Risk
VND00759,51,46.94,6.82,307555098.55,Vendor_0759,Electronics,Unclassified,,9.0,5882621.9,17.65,2,Medium Risk
VND00213,33,46.88,8.06,189012214.34,Vendor_0213,Packaging,Tier 2,75.6,4.0,2257169.28,12.12,2,Medium Risk
VND00153,49,46.67,4.36,271306927.12,Vendor_0153,IT Services,Tier 3,40.1,5.0,5745376.95,10.2,2,Medium Risk
VND00968,51,46.67,4.82,285455837.97,Vendor_0968,Logistics,Tier 3,50.8,5.0,3293804.27,9.8,2,Medium Risk
VND00417,45,46.51,4.21,190000090.82,Vendor_0417,Electronics,Tier 3,50.5,8.0,7070696.38,17.78,2,Medium Risk
VND00174,44,46.15,4.1,277149894.91,Vendor_0174,Packaging,Tier 3,45.9,6.0,3290526.7,13.64,2,Medium Risk
VND00240,45,46.15,6.0,301327574.3,Vendor_0240,Packaging,Tier 3,42.4,9.0,3348555.39,20.0,2,Medium Risk
VND00178,52,46.0,4.8,392610730.95,Vendor_0178,Machinery,Tier 3,57.1,8.0,7603926.96,15.38,2,Medium Risk
VND00455,36,45.71,4.57,306280343.16,Vendor_0455,Raw Material,Tier 3,37.8,4.0,1256417.16,11.11,2,Medium Risk
VND00694,59,45.45,5.27,391600077.39,Vendor_0694,Machinery,Tier 3,47.0,6.0,3786116.49,10.17,2,Medium Risk
VND00460,48,45.24,3.19,350575734.73,Vendor_0460,Packaging,Tier 3,38.3,5.0,2143060.63,10.42,2,Medium Risk
VND00024,41,45.0,5.38,283865454.13,Vendor_0024,Logistics,Tier 3,55.6,7.0,6989308.87,17.07,2,Medium Risk
VND00883,54,44.9,6.43,321484854.81,Vendor_0883,Raw Material,Tier 3,31.4,9.0,8491480.45,16.67,2,Medium Risk
VND00062,57,44.44,4.8,485129180.78,Vendor_0062,Textiles,Tier 3,49.0,6.0,4532470.61,10.53,2,Medium Risk
VND00388,49,43.75,3.29,251500934.99,Vendor_0388,Logistics,Tier 3,42.4,9.0,6212183.33,18.37,2,Medium Risk
